scenario_id,scenario_dir,container_dir,dataset_dir_name,rate_tag,missing_rate,method,method_kind,imputed_dataset_dir,parquet_file_count,total_size_bytes,total_size_gb
nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data,nso_r20_mix_s42_m_hle,nso_r20_mix_s42,0.2,historical_linear_extrapolation,formal,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data\nso_r20_mix_s42_m_hle,61,3545506234,3.30201
nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data,nso_r20_mix_s42_m_mf,nso_r20_mix_s42,0.2,mean_fill,formal,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data\nso_r20_mix_s42_m_mf,61,3546186586,3.302644
nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data,nso_r20_mix_s42_m_rtn,nso_r20_mix_s42,0.2,road_topology_neighbor_fill,formal,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data\nso_r20_mix_s42_m_rtn,61,3547260177,3.303643
nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data,nso_r20_mix_s42_m_tfh,nso_r20_mix_s42,0.2,topology_function_hybrid,formal,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data\nso_r20_mix_s42_m_tfh,61,3547235224,3.30362
nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data,nso_r30_mix_s42_m_fcf,nso_r30_mix_s42,0.3,function_curve_fit,formal,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data\nso_r30_mix_s42_m_fcf,61,3554980600,3.310834
nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data,nso_r30_mix_s42_m_ff,nso_r30_mix_s42,0.3,forward_fill,formal,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data\nso_r30_mix_s42_m_ff,61,3467698777,3.229546
nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data,nso_r30_mix_s42_m_hle,nso_r30_mix_s42,0.3,historical_linear_extrapolation,formal,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data\nso_r30_mix_s42_m_hle,61,3553101089,3.309083
nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data,nso_r30_mix_s42_m_mf,nso_r30_mix_s42,0.3,mean_fill,formal,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data\nso_r30_mix_s42_m_mf,61,3553985653,3.309907
nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data,nso_r30_mix_s42_m_rtn,nso_r30_mix_s42,0.3,road_topology_neighbor_fill,formal,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data\nso_r30_mix_s42_m_rtn,61,3555238830,3.311074
nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data,nso_r30_mix_s42_m_tfh,nso_r30_mix_s42,0.3,topology_function_hybrid,formal,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\nso_mix\imp\imp_data\nso_r30_mix_s42_m_tfh,61,3555180761,3.31102
