scenario_id,scenario_dir,source_file,file_name,record_type,row_count,missing_rate,method,MAE,RMSE,MAPE,sMAPE,NRMSE,missing_count,valid_eval_count
,,,,,,0.05,forward_fill,104.05046081542967,192.1894989013672,0.0464069582521915,0.0469907037913799,0.1350317425071627,68289,68289
,,,,,,0.05,forward_fill,86.2969970703125,177.86544799804688,0.0585226789116859,0.0504671037197113,0.017592627316362,201115,201115
,,,,,,0.05,forward_fill,92.23123931884766,195.48963928222656,0.0243940837681293,0.0250342171639204,0.0263558672534837,66526,66526
,,,,,,0.05,forward_fill,68.60592651367188,161.53628540039062,0.1514617055654525,0.0776263773441314,0.1085160932098126,67419,67419
,,,,,,0.05,forward_fill,110.29248809814452,206.02713012695312,0.0489519126713275,0.0497743226587772,0.1447538204081814,67945,67945
,,,,,,0.05,forward_fill,90.42021942138672,188.6584930419922,0.0746209546923637,0.0507934987545013,0.0182645703725574,201890,201890
,,,,,,0.05,forward_fill,96.03433990478516,198.7825927734375,0.025305675342679,0.0259232949465513,0.0269994248044,67171,67171
,,,,,,0.05,forward_fill,68.7126693725586,157.0401611328125,0.173774242401123,0.0763649567961692,0.1054958375626858,68135,68135
,,,,,,0.05,forward_fill,114.83586120605467,213.76304626464844,0.0510617606341838,0.0517843179404735,0.1501901512856605,66731,66731
,,,,,,0.05,forward_fill,93.03033447265624,191.1720733642578,0.0833941847085952,0.0513731203973293,0.0186067005271956,202037,202037
,,,,,,0.05,forward_fill,89.53990936279297,188.5181884765625,0.0235454048961401,0.024045180529356,0.0254466801161562,67448,67448
,,,,,,0.05,forward_fill,64.24356842041016,147.8350067138672,0.1557122468948364,0.0731256455183029,0.0993120830713306,67497,67497
,,,,,,0.05,forward_fill,107.51226806640624,200.2538299560547,0.0476138778030872,0.048384990543127,0.1406981628388366,66552,66552
,,,,,,0.05,forward_fill,87.00225067138672,180.1727752685547,0.0753178372979164,0.0484196133911609,0.0174581743777097,201497,201497
,,,,,,0.05,forward_fill,90.86649322509766,190.2390289306641,0.0238953102380037,0.0244191102683544,0.0253041329256713,67373,67373
,,,,,,0.05,forward_fill,65.93486785888672,151.4632568359375,0.0832670256495475,0.0749095156788826,0.1017497315797885,67434,67434
,,,,,,0.05,forward_fill,108.76715087890624,202.6723175048828,0.0482595153152942,0.0490147620439529,0.1423980373278058,66355,66355
,,,,,,0.05,forward_fill,88.41353607177734,182.64907836914065,0.0516499392688274,0.0493457540869712,0.0175119044943899,201162,201162
,,,,,,0.05,forward_fill,92.57864379882812,193.1747131347656,0.024334343150258,0.0248462669551372,0.0257771166946071,68096,68096
,,,,,,0.05,forward_fill,64.97260284423828,147.40914916992188,0.0795624330639839,0.0718889534473419,0.0990258233306441,67516,67516
