missing_rate,method,length_group,chunk_count,missing_count,valid_eval_count,fallback_count,abs_error_sum,sq_error_sum,ape_sum,ape_count,smape_sum,smape_count,true_min,true_max,mae,rmse,mape,smape,nrmse,exclude_warmup
0.2,road_topology_neighbor_fill,short,54,41443227,41443227,0,20828552640.0,27282371969024.0,12281493.46875,41207591,8396256.046875,41433105,0.0,10477.7548828125,502.5803767645796,811.3612841958244,0.2980395885978872,0.2026460736378555,0.0774365590024219,True
0.3,correlation_topology_neighbor_fill,long,54,897610,897610,94869,53889446.515625,19685543388.0,33353.40251159668,892456,34184.25891876221,896523,0.0,9941.21875,60.03659330402402,148.09140808487567,0.037372601575424,0.0381298181070225,0.0148967055055373,True
0.3,correlation_topology_neighbor_fill,mid,54,1261678,1261678,133273,74336371.65625,26724624376.0,49016.54656982422,1254479,47034.27786254883,1260214,0.0,10440.09375,58.91865567621057,145.5397215672801,0.0390732300579158,0.0373224530615822,0.0139404611732801,True
0.3,correlation_topology_neighbor_fill,short,54,63208024,63208024,6571098,3695139264.0,1312746975232.0,2500336.6640625,62848550,2353572.4140625,63135489,0.0,10465.818359375,58.45997122137531,144.11341390052496,0.0397835218801786,0.0372781212490886,0.0137699135368073,True
0.3,forward_fill,long,54,897610,897610,0,177514093.75,142245750176.0,130529.74766540527,892456,92154.6858215332,895030,0.0,9941.21875,197.76305271777275,398.0849957436065,0.146259028641642,0.1029626781465796,0.0400438825213062,True
0.3,forward_fill,mid,54,1261678,1261678,0,211859625.875,148320730496.0,157555.09698486328,1254479,110149.51943969728,1257370,0.0,10440.09375,167.91893484312163,342.8677699395009,0.1255940489915441,0.0876031076291761,0.0328414455032552,True
0.3,forward_fill,short,54,63208024,63208024,0,6412284480.0,2876644462592.0,4551693.1796875,62848550,3525103.25390625,62944475,0.0,10465.818359375,101.44731751146026,213.33248268858196,0.0724232011667333,0.0560033784364116,0.0203837364038985,True
0.3,function_curve_fit,long,54,897610,897610,0,126610715.625,64270018720.0,104389.98345947266,892456,70233.99563598633,897610,0.0,9941.21875,141.05314738583573,267.58414203684777,0.1169693334567448,0.0782455583560636,0.0269166335402133,True
0.3,function_curve_fit,mid,54,1261678,1261678,0,172892523.5,86208028896.0,141790.61227416992,1254479,95782.80364990234,1261678,0.0,10440.09375,137.0337942803156,261.3963942172176,0.1130274897181777,0.075916995976709,0.0250377439586898,True
0.3,function_curve_fit,short,54,63208024,63208024,0,8576267392.0,4202275643392.0,6830713.6171875,62848550,4782051.671875,63207495,0.0,10465.818359375,135.6832068029844,257.8434842469127,0.1086853016845655,0.0756564023281574,0.0246367245630575,True
0.3,historical_linear_extrapolation,long,54,897610,897610,0,162159186.4375,109923835392.0,112616.1710205078,892456,86825.41973876953,896641,0.0,9941.21875,180.65661750370427,349.9468554699117,0.1261868047506071,0.0968340949597102,0.0352016049812717,True
0.3,historical_linear_extrapolation,mid,54,1261678,1261678,0,221161246.6875,149576705408.0,161288.5842590332,1254479,116799.51184082033,1259853,0.0,10440.09375,175.29135539139148,344.3164059738969,0.1285701747570371,0.0927088413019775,0.0329802024980759,True
0.3,historical_linear_extrapolation,short,54,63208024,63208024,0,11020128880.0,7343194750976.0,7796570.2421875,62848550,5867404.953125,63120321,0.0,10465.818359375,174.34699240083822,340.8445988204969,0.124053303412529,0.0929558795039239,0.0325674101266221,True
0.3,mean_fill,long,54,897610,897610,203,123163434.75,63393690304.0,90967.08512878418,892456,66239.01554870605,895968,0.0,9941.21875,137.21263661278283,265.753611894639,0.1019289299738969,0.0739301130717905,0.0267324981551823,True
