date,day_index,slot_start,slot_end,weekday,weekday_id,is_weekend,is_holiday,is_adjusted_workday,is_effective_workday,is_festival_day,holiday_name,holiday_group,is_pre_holiday,is_post_holiday,days_to_nearest_holiday,time_index,slot_of_day,hour,minute,sin_time_of_day,cos_time_of_day,sin_day_of_week,cos_day_of_week
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,0,0,0,0,0.0,1.0,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,1,1,0,15,0.06540313,0.99785892,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,2,2,0,30,0.13052619,0.99144486,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,3,3,0,45,0.19509032,0.98078528,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,4,4,1,0,0.25881905,0.96592583,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,5,5,1,15,0.32143947,0.94693013,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,6,6,1,30,0.38268343,0.92387953,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,7,7,1,45,0.44228869,0.89687274,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,8,8,2,0,0.5,0.8660254,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,9,9,2,15,0.55557023,0.83146961,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,10,10,2,30,0.60876143,0.79335334,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,11,11,2,45,0.65934582,0.75183981,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,12,12,3,0,0.70710678,0.70710678,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,13,13,3,15,0.75183981,0.65934582,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,14,14,3,30,0.79335334,0.60876143,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,15,15,3,45,0.83146961,0.55557023,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,16,16,4,0,0.8660254,0.5,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,17,17,4,15,0.89687274,0.44228869,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,18,18,4,30,0.92387953,0.38268343,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,19,19,4,45,0.94693013,0.32143947,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,20,20,5,0,0.96592583,0.25881905,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,21,21,5,15,0.98078528,0.19509032,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,22,22,5,30,0.99144486,0.13052619,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,23,23,5,45,0.99785892,0.06540313,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,24,24,6,0,1.0,0.0,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,25,25,6,15,0.99785892,-0.06540313,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,26,26,6,30,0.99144486,-0.13052619,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,27,27,6,45,0.98078528,-0.19509032,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,28,28,7,0,0.96592583,-0.25881905,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,29,29,7,15,0.94693013,-0.32143947,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,30,30,7,30,0.92387953,-0.38268343,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,31,31,7,45,0.89687274,-0.44228869,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,32,32,8,0,0.8660254,-0.5,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,33,33,8,15,0.83146961,-0.55557023,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,34,34,8,30,0.79335334,-0.60876143,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,35,35,8,45,0.75183981,-0.65934582,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,36,36,9,0,0.70710678,-0.70710678,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,37,37,9,15,0.65934582,-0.75183981,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,38,38,9,30,0.60876143,-0.79335334,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,39,39,9,45,0.55557023,-0.83146961,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,40,40,10,0,0.5,-0.8660254,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,41,41,10,15,0.44228869,-0.89687274,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,42,42,10,30,0.38268343,-0.92387953,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,43,43,10,45,0.32143947,-0.94693013,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,44,44,11,0,0.25881905,-0.96592583,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,45,45,11,15,0.19509032,-0.98078528,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,46,46,11,30,0.13052619,-0.99144486,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,47,47,11,45,0.06540313,-0.99785892,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,48,48,12,0,0.0,-1.0,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,49,49,12,15,-0.06540313,-0.99785892,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,50,50,12,30,-0.13052619,-0.99144486,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,51,51,12,45,-0.19509032,-0.98078528,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,52,52,13,0,-0.25881905,-0.96592583,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,53,53,13,15,-0.32143947,-0.94693013,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,54,54,13,30,-0.38268343,-0.92387953,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,55,55,13,45,-0.44228869,-0.89687274,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,56,56,14,0,-0.5,-0.8660254,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,57,57,14,15,-0.55557023,-0.83146961,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,58,58,14,30,-0.60876143,-0.79335334,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,59,59,14,45,-0.65934582,-0.75183981,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,60,60,15,0,-0.70710678,-0.70710678,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,61,61,15,15,-0.75183981,-0.65934582,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,62,62,15,30,-0.79335334,-0.60876143,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,63,63,15,45,-0.83146961,-0.55557023,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,64,64,16,0,-0.8660254,-0.5,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,65,65,16,15,-0.89687274,-0.44228869,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,66,66,16,30,-0.92387953,-0.38268343,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,67,67,16,45,-0.94693013,-0.32143947,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,68,68,17,0,-0.96592583,-0.25881905,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,69,69,17,15,-0.98078528,-0.19509032,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,70,70,17,30,-0.99144486,-0.13052619,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,71,71,17,45,-0.99785892,-0.06540313,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,72,72,18,0,-1.0,-0.0,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,73,73,18,15,-0.99785892,0.06540313,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,74,74,18,30,-0.99144486,0.13052619,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,75,75,18,45,-0.98078528,0.19509032,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,76,76,19,0,-0.96592583,0.25881905,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,77,77,19,15,-0.94693013,0.32143947,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,78,78,19,30,-0.92387953,0.38268343,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,79,79,19,45,-0.89687274,0.44228869,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,80,80,20,0,-0.8660254,0.5,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,81,81,20,15,-0.83146961,0.55557023,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,82,82,20,30,-0.79335334,0.60876143,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,83,83,20,45,-0.75183981,0.65934582,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,84,84,21,0,-0.70710678,0.70710678,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,85,85,21,15,-0.65934582,0.75183981,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,86,86,21,30,-0.60876143,0.79335334,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,87,87,21,45,-0.55557023,0.83146961,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,88,88,22,0,-0.5,0.8660254,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,89,89,22,15,-0.44228869,0.89687274,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,90,90,22,30,-0.38268343,0.92387953,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,91,91,22,45,-0.32143947,0.94693013,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,92,92,23,0,-0.25881905,0.96592583,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,93,93,23,15,-0.19509032,0.98078528,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,94,94,23,30,-0.13052619,0.99144486,-0.97492791,-0.22252093
2017-04-01,1,0,95,5,5,1,0,1,1,0,,none,1,0,1,95,95,23,45,-0.06540313,0.99785892,-0.97492791,-0.22252093
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,96,0,0,0,0.0,1.0,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,97,1,0,15,0.06540313,0.99785892,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,98,2,0,30,0.13052619,0.99144486,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,99,3,0,45,0.19509032,0.98078528,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,100,4,1,0,0.25881905,0.96592583,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,101,5,1,15,0.32143947,0.94693013,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,102,6,1,30,0.38268343,0.92387953,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,103,7,1,45,0.44228869,0.89687274,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,104,8,2,0,0.5,0.8660254,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,105,9,2,15,0.55557023,0.83146961,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,106,10,2,30,0.60876143,0.79335334,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,107,11,2,45,0.65934582,0.75183981,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,108,12,3,0,0.70710678,0.70710678,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,109,13,3,15,0.75183981,0.65934582,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,110,14,3,30,0.79335334,0.60876143,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,111,15,3,45,0.83146961,0.55557023,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,112,16,4,0,0.8660254,0.5,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,113,17,4,15,0.89687274,0.44228869,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,114,18,4,30,0.92387953,0.38268343,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,115,19,4,45,0.94693013,0.32143947,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,116,20,5,0,0.96592583,0.25881905,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,117,21,5,15,0.98078528,0.19509032,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,118,22,5,30,0.99144486,0.13052619,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,119,23,5,45,0.99785892,0.06540313,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,120,24,6,0,1.0,0.0,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,121,25,6,15,0.99785892,-0.06540313,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,122,26,6,30,0.99144486,-0.13052619,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,123,27,6,45,0.98078528,-0.19509032,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,124,28,7,0,0.96592583,-0.25881905,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,125,29,7,15,0.94693013,-0.32143947,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,126,30,7,30,0.92387953,-0.38268343,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,127,31,7,45,0.89687274,-0.44228869,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,128,32,8,0,0.8660254,-0.5,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,129,33,8,15,0.83146961,-0.55557023,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,130,34,8,30,0.79335334,-0.60876143,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,131,35,8,45,0.75183981,-0.65934582,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,132,36,9,0,0.70710678,-0.70710678,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,133,37,9,15,0.65934582,-0.75183981,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,134,38,9,30,0.60876143,-0.79335334,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,135,39,9,45,0.55557023,-0.83146961,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,136,40,10,0,0.5,-0.8660254,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,137,41,10,15,0.44228869,-0.89687274,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,138,42,10,30,0.38268343,-0.92387953,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,139,43,10,45,0.32143947,-0.94693013,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,140,44,11,0,0.25881905,-0.96592583,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,141,45,11,15,0.19509032,-0.98078528,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,142,46,11,30,0.13052619,-0.99144486,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,143,47,11,45,0.06540313,-0.99785892,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,144,48,12,0,0.0,-1.0,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,145,49,12,15,-0.06540313,-0.99785892,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,146,50,12,30,-0.13052619,-0.99144486,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,147,51,12,45,-0.19509032,-0.98078528,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,148,52,13,0,-0.25881905,-0.96592583,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,149,53,13,15,-0.32143947,-0.94693013,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,150,54,13,30,-0.38268343,-0.92387953,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,151,55,13,45,-0.44228869,-0.89687274,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,152,56,14,0,-0.5,-0.8660254,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,153,57,14,15,-0.55557023,-0.83146961,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,154,58,14,30,-0.60876143,-0.79335334,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,155,59,14,45,-0.65934582,-0.75183981,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,156,60,15,0,-0.70710678,-0.70710678,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,157,61,15,15,-0.75183981,-0.65934582,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,158,62,15,30,-0.79335334,-0.60876143,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,159,63,15,45,-0.83146961,-0.55557023,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,160,64,16,0,-0.8660254,-0.5,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,161,65,16,15,-0.89687274,-0.44228869,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,162,66,16,30,-0.92387953,-0.38268343,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,163,67,16,45,-0.94693013,-0.32143947,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,164,68,17,0,-0.96592583,-0.25881905,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,165,69,17,15,-0.98078528,-0.19509032,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,166,70,17,30,-0.99144486,-0.13052619,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,167,71,17,45,-0.99785892,-0.06540313,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,168,72,18,0,-1.0,-0.0,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,169,73,18,15,-0.99785892,0.06540313,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,170,74,18,30,-0.99144486,0.13052619,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,171,75,18,45,-0.98078528,0.19509032,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,172,76,19,0,-0.96592583,0.25881905,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,173,77,19,15,-0.94693013,0.32143947,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,174,78,19,30,-0.92387953,0.38268343,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,175,79,19,45,-0.89687274,0.44228869,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,176,80,20,0,-0.8660254,0.5,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,177,81,20,15,-0.83146961,0.55557023,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,178,82,20,30,-0.79335334,0.60876143,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,179,83,20,45,-0.75183981,0.65934582,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,180,84,21,0,-0.70710678,0.70710678,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,181,85,21,15,-0.65934582,0.75183981,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,182,86,21,30,-0.60876143,0.79335334,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,183,87,21,45,-0.55557023,0.83146961,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,184,88,22,0,-0.5,0.8660254,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,185,89,22,15,-0.44228869,0.89687274,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,186,90,22,30,-0.38268343,0.92387953,-0.78183148,0.6234898
2017-04-02,2,96,191,6,6,1,1,0,0,0,清明节假期,qingming,0,0,0,187,91,22,45,-0.32143947,0.94693013,-0.78183148,0.6234898
