missing_rate_target,chunk_index,day_index,file_name,mask_path,missing_dataset_path,eligible_count,missing_count,observed_chunk_missing_rate,mask_scope,mechanism,seed,missing_unit,mask_uses_row_index,drops_entire_time_slot,drops_all_nodes_at_same_time,creates_temporal_blocks,forces_non_contiguous_missing,missingness_type
0.1,42,42,node_flow_chunk_042.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_042_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_042.parquet,4034976,403299,0.09995078037638885,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,43,43,node_flow_chunk_043.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_043_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_043.parquet,4034976,403078,0.0998960092947269,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,44,44,node_flow_chunk_044.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_044_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_044.parquet,4034976,403176,0.09992029692369918,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,45,45,node_flow_chunk_045.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_045_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_045.parquet,4034976,403478,0.09999514247420555,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,46,46,node_flow_chunk_046.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_046_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_046.parquet,4034976,403158,0.09991583593062263,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,47,47,node_flow_chunk_047.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_047_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_047.parquet,4034976,403797,0.10007420118483976,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,48,48,node_flow_chunk_048.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_048_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_048.parquet,4034976,402468,0.09974483119602198,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,49,49,node_flow_chunk_049.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_049_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_049.parquet,4034976,404123,0.10015499472611485,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,50,50,node_flow_chunk_050.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_050_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_050.parquet,4034976,403469,0.09999291197766728,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,51,51,node_flow_chunk_051.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_051_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_051.parquet,4034976,402509,0.09975499234691855,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,52,52,node_flow_chunk_052.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_052_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_052.parquet,4034976,402485,0.09974904435614983,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,53,53,node_flow_chunk_053.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_053_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_053.parquet,4034976,402968,0.09986874767037028,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,54,54,node_flow_chunk_054.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_054_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_054.parquet,4034976,403072,0.09989452229703473,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,55,55,node_flow_chunk_055.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_055_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_055.parquet,4034976,402315,0.09970691275487141,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,56,56,node_flow_chunk_056.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_056_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_056.parquet,4034976,404175,0.10016788203944707,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,57,57,node_flow_chunk_057.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_057_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_057.parquet,4034976,403988,0.10012153727804081,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,58,58,node_flow_chunk_058.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_058_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_058.parquet,4034976,402905,0.0998531341946024,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,59,59,node_flow_chunk_059.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_059_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_059.parquet,4034976,403876,0.10009377998778679,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.1,60,60,node_flow_chunk_060.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_060_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p10__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_060.parquet,4034976,404108,0.1001512772318844,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,0,0,node_flow_chunk_000.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_000_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_000.parquet,4034976,807563,0.20014071954826992,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,1,1,node_flow_chunk_001.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_001_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_001.parquet,4034976,806458,0.1998668641399602,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,2,2,node_flow_chunk_002.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_002_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_002.parquet,4034976,807079,0.20002076840110078,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,3,3,node_flow_chunk_003.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_003_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_003.parquet,4034976,806754,0.1999402226927744,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,4,4,node_flow_chunk_004.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_004_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_004.parquet,4034976,807251,0.20006339566827658,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,5,5,node_flow_chunk_005.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_005_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_005.parquet,4034976,807660,0.2001647593442935,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,6,6,node_flow_chunk_006.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_006_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_006.parquet,4034976,807124,0.20003192088379212,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,7,7,node_flow_chunk_007.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_007_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_007.parquet,4034976,806928,0.19998334562584758,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,8,8,node_flow_chunk_008.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_008_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_008.parquet,4034976,806226,0.19980936689586257,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,9,9,node_flow_chunk_009.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_009_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_009.parquet,4034976,805981,0.1997486478234319,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,10,10,node_flow_chunk_010.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_010_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_010.parquet,4034976,808393,0.2003464208956881,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,11,11,node_flow_chunk_011.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_011_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_011.parquet,4034976,807170,0.20004332119943216,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,12,12,node_flow_chunk_012.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_012_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_012.parquet,4034976,805732,0.19968693741920646,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,13,13,node_flow_chunk_013.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_013_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_013.parquet,4034976,808570,0.2003902873276074,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,14,14,node_flow_chunk_014.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_014_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_014.parquet,4034976,807025,0.20000738542187116,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,15,15,node_flow_chunk_015.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_015_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_015.parquet,4034976,807316,0.20007950480994185,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,16,16,node_flow_chunk_016.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_016_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_016.parquet,4034976,807363,0.2000911529585306,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,17,17,node_flow_chunk_017.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_017_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_017.parquet,4034976,806582,0.19989759542559857,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,18,18,node_flow_chunk_018.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_018_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_018.parquet,4034976,807503,0.20012584957134813,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,19,19,node_flow_chunk_019.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_019_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_019.parquet,4034976,806896,0.1999754149714893,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,20,20,node_flow_chunk_020.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_020_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_020.parquet,4034976,807112,0.20002894688840775,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,21,21,node_flow_chunk_021.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_021_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_021.parquet,4034976,808099,0.2002735580087713,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,22,22,node_flow_chunk_022.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_022_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_022.parquet,4034976,808013,0.2002522443751834,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,23,23,node_flow_chunk_023.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_023_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_023.parquet,4034976,806370,0.19984505484047488,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,24,24,node_flow_chunk_024.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_024_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_024.parquet,4034976,808751,0.2004351450913215,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,25,25,node_flow_chunk_025.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_025_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_025.parquet,4034976,806407,0.19985422465957667,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,26,26,node_flow_chunk_026.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_026_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_026.parquet,4034976,806663,0.19991766989444298,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,27,27,node_flow_chunk_027.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_027_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_027.parquet,4034976,806225,0.19980911906291388,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,28,28,node_flow_chunk_028.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_028_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_028.parquet,4034976,806086,0.19977467028304505,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,29,29,node_flow_chunk_029.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_029_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_029.parquet,4034976,807208,0.20005273885148264,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,30,30,node_flow_chunk_030.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_030_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_030.parquet,4034976,806368,0.1998445591745775,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,31,31,node_flow_chunk_031.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_031_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_031.parquet,4034976,807777,0.200193755799291,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
0.2,32,32,node_flow_chunk_032.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\masks\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_032_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\g_mcar_pt\miss_data\rate_0p20__mechanism_mcar_point__scope_global__seed_42\node_flow_chunk_032.parquet,4034976,807832,0.2002073866114693,global,mcar_point,42,node_time_observation,True,False,False,False,False,g_mcar_pt
