missing_rate,method,chunk_index,day_index,flow_group,is_warmup_day,missing_count,valid_eval_count,fallback_count,mae,rmse,mape,smape,nrmse,abs_error_sum,sq_error_sum,ape_sum,ape_count,smape_sum,smape_count,true_min,true_max
0.05,forward_fill,3,3,high_flow,True,62291,62291,0,87.42185974121094,181.77462768554688,0.02329181879758835,0.023902805522084236,0.025300317482000404,5445595.0,2058220160.0,1450.8707275390625,62291,1488.9296875,62291,2911.8916015625,10096.5693359375
0.05,forward_fill,3,3,low_flow,True,68752,68752,0,75.74111938476562,177.89659118652344,0.26209744811058044,0.09302764385938644,0.11950654320826684,5207353.5,2175808000.0,17561.578125,67004,6270.900390625,67409,0.0,1488.5928955078125
0.05,forward_fill,3,3,mid_flow,True,71231,71231,0,109.25057983398438,203.65505981445312,0.04914132505655289,0.050505805760622025,0.14308734848438717,7782028.0,2954332928.0,3500.3857421875,71231,3597.5791015625,71231,1488.5948486328125,2911.88671875
0.05,forward_fill,3,3,overall,True,202274,202274,0,91.13862609863281,188.51455688476562,0.11226888000965118,0.056523922830820084,0.018671149636319655,18434974.0,7188360704.0,22512.830078125,200526,11357.408203125,200931,0.0,10096.5693359375
0.05,forward_fill,4,4,high_flow,True,64644,64644,0,91.90533447265625,197.45555114746094,0.024349994957447052,0.025070277974009514,0.026655177871643974,5941128.5,2520385280.0,1574.0810546875,64644,1620.64306640625,64644,2911.893310546875,10319.66796875
0.05,forward_fill,4,4,low_flow,True,68796,68796,0,72.08891296386719,171.84649658203125,0.14842356741428375,0.0859009400010109,0.11544223884221094,4959429.0,2031629824.0,9971.244140625,67181,5802.6083984375,67550,0.0,1488.5928955078125
0.05,forward_fill,4,4,mid_flow,True,68534,68534,0,110.20477294921875,207.6880340576172,0.04930027574300766,0.050327569246292114,0.14592224151979072,7552774.0,2956167424.0,3378.7451171875,68534,3449.149658203125,68534,1488.59912109375,2911.8779296875
0.05,forward_fill,4,4,overall,True,201974,201974,0,91.36487579345703,192.8056182861328,0.07448665797710419,0.05416484549641609,0.01868331605919749,18453330.0,7508182528.0,14924.072265625,200359,10872.4013671875,200728,0.0,10319.66796875
0.05,forward_fill,5,5,high_flow,True,65335,65335,0,92.9625015258789,193.05218505859375,0.02448662742972374,0.02502720057964325,0.025902032332493913,6073705.0,2434979584.0,1599.8338623046875,65335,1635.152099609375,65335,2911.89501953125,10365.0625
0.05,forward_fill,5,5,low_flow,True,68116,68116,0,67.66619110107422,158.75692749023438,0.10783606767654419,0.078546442091465,0.10664902408444954,4609150.5,1716779392.0,7191.15576171875,66686,5262.06201171875,66993,0.0,1488.5924072265625
0.05,forward_fill,5,5,mid_flow,True,67696,67696,0,110.15689086914062,204.3295135498047,0.04895341768860817,0.04969324171543121,0.14356105730718496,7457181.0,2826345216.0,3313.95068359375,67696,3364.03369140625,67696,1488.595458984375,2911.888916015625
0.05,forward_fill,5,5,overall,True,201147,201147,0,90.18299865722656,186.2567138671875,0.060610465705394745,0.051300086081027985,0.017969666257891596,18140040.0,6978103808.0,12104.9404296875,199717,10261.248046875,200024,0.0,10365.0625
0.05,forward_fill,6,6,high_flow,True,66333,66333,0,92.2798843383789,191.67071533203125,0.024370767176151276,0.024904483929276466,0.025692796611764202,6121201.5,2436919552.0,1616.5860595703125,66333,1651.9891357421875,66333,2911.900634765625,10371.99609375
0.05,forward_fill,6,6,low_flow,True,67602,67602,0,67.68683624267578,158.16380310058594,0.10286001861095428,0.07769559323787689,0.10625065603130582,4575765.5,1691117184.0,6822.29345703125,66326,5175.38134765625,66611,0.0,1488.59130859375
0.05,forward_fill,6,6,mid_flow,True,66973,66973,0,108.70359802246094,203.37127685546875,0.04824497550725937,0.04894551262259483,0.1428880248228027,7280206.0,2769995264.0,3231.11083984375,66973,3278.02783203125,66973,1488.594482421875,2911.8857421875
0.05,forward_fill,6,6,overall,True,200908,200908,0,89.47962951660156,185.2951202392578,0.05845751613378525,0.05054796114563942,0.01786494311841418,17977174.0,6898032128.0,11669.9912109375,199632,10105.396484375,199917,0.0,10371.99609375
0.05,forward_fill,7,7,high_flow,False,67172,67172,0,82.40888977050781,171.59503173828125,0.021820977330207825,0.022259630262851715,0.023729541067362213,5535570.0,1977869824.0,1465.7586669921875,67172,1495.223876953125,67172,2911.904296875,10143.1875
0.05,forward_fill,7,7,low_flow,False,67161,67161,0,62.12767028808594,139.61563110351562,0.09289059042930603,0.07327839732170105,0.09379049201802152,4172556.5,1309137536.0,6124.18359375,65929,4849.6376953125,66181,0.0,1488.5904541015625
0.05,forward_fill,7,7,mid_flow,False,68173,68173,0,98.94302368164062,185.92376708984375,0.0441334992647171,0.04483041167259216,0.13062941406424883,6745242.5,2356580352.0,3008.713134765625,68173,3056.2236328125,68173,1488.593994140625,2911.8857421875
0.05,forward_fill,7,7,overall,False,202506,202506,0,81.24879455566406,166.9393310546875,0.0526578463613987,0.046649493277072906,0.016458271234233567,16453369.0,5643587584.0,10598.6552734375,201274,9401.0859375,201526,0.0,10143.1875
0.05,forward_fill,8,8,high_flow,False,65904,65904,0,82.41644287109375,168.54991149902344,0.02180817723274231,0.022277332842350006,0.024035364372209583,5431573.5,1872271360.0,1437.24609375,65904,1468.165283203125,65904,2911.912353515625,9924.4921875
0.05,forward_fill,8,8,low_flow,False,66748,66748,0,65.4066162109375,151.7303466796875,0.09252555668354034,0.07747809588909149,0.10192882240156843,4365761.0,1536679168.0,6053.20703125,65422,5091.3955078125,65714,0.0,1488.5911865234375
0.05,forward_fill,8,8,mid_flow,False,68525,68525,0,100.98433685302734,186.3046112060547,0.04497437924146652,0.045971937477588654,0.13089739801725106,6919951.5,2378461952.0,3081.869384765625,68525,3150.22705078125,68525,1488.593994140625,2911.88134765625
0.05,forward_fill,8,8,overall,False,201177,201177,0,83.09739685058594,169.61061096191406,0.052901022136211395,0.04851425439119339,0.017090104738612256,16717285.0,5787411968.0,10572.322265625,199851,9709.7880859375,200143,0.0,9924.4921875
0.05,forward_fill,9,9,high_flow,False,66295,66295,0,92.3976058959961,194.1850128173828,0.024393290281295776,0.024990227073431015,0.026270913829894684,6125499.5,2499840000.0,1617.1531982421875,66295,1656.72705078125,66295,2911.89501953125,10303.5302734375
0.05,forward_fill,9,9,low_flow,False,67068,67068,0,66.69624328613281,157.85032653808594,0.08501612395048141,0.07507076859474182,0.10604013954779076,4473183.5,1671114880.0,5603.15771484375,65907,4966.982421875,66164,0.0,1488.59033203125
0.05,forward_fill,9,9,mid_flow,False,67624,67624,0,108.68545532226562,204.51901245117188,0.048306383192539215,0.048957083374261856,0.1436946790798057,7349745.0,2828578304.0,3266.6708984375,67624,3310.673828125,67624,1488.5946044921875,2911.88330078125
0.05,forward_fill,9,9,overall,False,200987,200987,0,89.30142974853516,186.61671447753906,0.05248056352138519,0.049651309847831726,0.0181119198493197,17948426.0,6999533056.0,10486.9814453125,199826,9934.3828125,200083,0.0,10303.5302734375
0.05,forward_fill,10,10,high_flow,False,67359,67359,0,96.16089630126953,200.7510986328125,0.025401530787348747,0.026031052693724632,0.026789682924306314,6477302.0,2714635264.0,1711.021728515625,67359,1753.4256591796875,67359,2911.896728515625,10405.494140625
0.05,forward_fill,10,10,low_flow,False,67412,67412,0,67.7373046875,156.61573791503906,0.0816005989909172,0.07590706646442413,0.10521082369253221,4566307.0,1653514624.0,5405.794921875,66247,5047.66796875,66498,0.0,1488.589599609375
0.05,forward_fill,10,10,mid_flow,False,67346,67346,0,112.02467346191406,209.17788696289062,0.049746062606573105,0.05039838328957558,0.1469673780385827,7544413.5,2946750464.0,3350.1982421875,67346,3394.129638671875,67346,1488.594482421875,2911.88916015625
0.05,forward_fill,10,10,overall,False,202117,202117,0,91.96664428710938,190.24041748046875,0.05208714306354523,0.05067133530974388,0.018282689405180144,18588022.0,7314900992.0,10467.015625,200952,10195.224609375,201203,0.0,10405.494140625
0.05,forward_fill,11,11,high_flow,False,67594,67594,0,91.66635131835938,195.26568603515625,0.024100836366415024,0.024627242237329483,0.026501172560416286,6196095.5,2577270528.0,1629.0718994140625,67594,1664.65380859375,67594,2911.890625,10280.0810546875
