missing_rate,method,chunk_index,day_index,file_name,output_path,missing_count,fallback_count,non_mask_positions_preserved,validation_passed,status,source,write_duration_seconds,file_size_bytes,output_mtime_utc
0.2,historical_linear_extrapolation,16,16,node_flow_chunk_016.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_global_missingness_setting\imputed_datasets\rate_0p20__mechanism_mcar_point__scope_global__seed_42__method_historical_linear_extrapolation\node_flow_chunk_016.parquet,807363,0,True,True,completed,recomputed,0.908315999999104,58052586,2026-06-15T03:54:29.302132845+00:00
0.2,historical_linear_extrapolation,17,17,node_flow_chunk_017.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_global_missingness_setting\imputed_datasets\rate_0p20__mechanism_mcar_point__scope_global__seed_42__method_historical_linear_extrapolation\node_flow_chunk_017.parquet,806582,0,True,True,completed,recomputed,0.9435811999992438,58169675,2026-06-15T03:54:40.006519079+00:00
0.2,historical_linear_extrapolation,18,18,node_flow_chunk_018.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_global_missingness_setting\imputed_datasets\rate_0p20__mechanism_mcar_point__scope_global__seed_42__method_historical_linear_extrapolation\node_flow_chunk_018.parquet,807503,0,True,True,completed,recomputed,1.0990728999986459,58173292,2026-06-15T03:54:50.857423782+00:00
0.2,historical_linear_extrapolation,19,19,node_flow_chunk_019.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_global_missingness_setting\imputed_datasets\rate_0p20__mechanism_mcar_point__scope_global__seed_42__method_historical_linear_extrapolation\node_flow_chunk_019.parquet,806896,0,True,True,completed,recomputed,1.1111989000000904,58177896,2026-06-15T03:55:01.689104795+00:00
0.2,historical_linear_extrapolation,20,20,node_flow_chunk_020.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_global_missingness_setting\imputed_datasets\rate_0p20__mechanism_mcar_point__scope_global__seed_42__method_historical_linear_extrapolation\node_flow_chunk_020.parquet,807112,0,True,True,completed,recomputed,0.9125678000000335,58202621,2026-06-15T03:55:11.711309195+00:00
0.2,historical_linear_extrapolation,21,21,node_flow_chunk_021.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_global_missingness_setting\imputed_datasets\rate_0p20__mechanism_mcar_point__scope_global__seed_42__method_historical_linear_extrapolation\node_flow_chunk_021.parquet,808099,0,True,True,completed,recomputed,0.9948977000003651,58207168,2026-06-15T03:55:22.201720238+00:00
0.2,historical_linear_extrapolation,22,22,node_flow_chunk_022.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_global_missingness_setting\imputed_datasets\rate_0p20__mechanism_mcar_point__scope_global__seed_42__method_historical_linear_extrapolation\node_flow_chunk_022.parquet,808013,0,True,True,completed,recomputed,1.068603499999881,58175838,2026-06-15T03:55:32.663685083+00:00
0.2,historical_linear_extrapolation,23,23,node_flow_chunk_023.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_global_missingness_setting\imputed_datasets\rate_0p20__mechanism_mcar_point__scope_global__seed_42__method_historical_linear_extrapolation\node_flow_chunk_023.parquet,806370,0,True,True,completed,recomputed,1.0895309000006819,58155431,2026-06-15T03:55:43.600511312+00:00
0.2,historical_linear_extrapolation,24,24,node_flow_chunk_024.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_global_missingness_setting\imputed_datasets\rate_0p20__mechanism_mcar_point__scope_global__seed_42__method_historical_linear_extrapolation\node_flow_chunk_024.parquet,808751,0,True,True,completed,recomputed,0.9667638000009902,58186988,2026-06-15T03:55:53.330625296+00:00
0.2,historical_linear_extrapolation,25,25,node_flow_chunk_025.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_global_missingness_setting\imputed_datasets\rate_0p20__mechanism_mcar_point__scope_global__seed_42__method_historical_linear_extrapolation\node_flow_chunk_025.parquet,806407,0,True,True,completed,recomputed,1.049980300000243,58167725,2026-06-15T03:56:03.339171886+00:00
0.2,historical_linear_extrapolation,26,26,node_flow_chunk_026.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_global_missingness_setting\imputed_datasets\rate_0p20__mechanism_mcar_point__scope_global__seed_42__method_historical_linear_extrapolation\node_flow_chunk_026.parquet,806663,0,True,True,completed,recomputed,0.888104800000292,58185536,2026-06-15T03:56:13.134325504+00:00
0.2,historical_linear_extrapolation,27,27,node_flow_chunk_027.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_global_missingness_setting\imputed_datasets\rate_0p20__mechanism_mcar_point__scope_global__seed_42__method_historical_linear_extrapolation\node_flow_chunk_027.parquet,806225,0,True,True,completed,recomputed,0.8975394999997661,58188248,2026-06-15T03:56:23.179726124+00:00
0.2,historical_linear_extrapolation,28,28,node_flow_chunk_028.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_global_missingness_setting\imputed_datasets\rate_0p20__mechanism_mcar_point__scope_global__seed_42__method_historical_linear_extrapolation\node_flow_chunk_028.parquet,806086,0,True,True,completed,recomputed,1.008273499999632,58168495,2026-06-15T03:56:33.319502592+00:00
0.2,historical_linear_extrapolation,29,29,node_flow_chunk_029.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_global_missingness_setting\imputed_datasets\rate_0p20__mechanism_mcar_point__scope_global__seed_42__method_historical_linear_extrapolation\node_flow_chunk_029.parquet,807208,0,True,True,completed,recomputed,0.8872283000000607,58137301,2026-06-15T03:56:43.137365103+00:00
0.2,historical_linear_extrapolation,30,30,node_flow_chunk_030.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_global_missingness_setting\imputed_datasets\rate_0p20__mechanism_mcar_point__scope_global__seed_42__method_historical_linear_extrapolation\node_flow_chunk_030.parquet,806368,0,True,True,completed,recomputed,0.9523625999991054,58107948,2026-06-15T03:56:53.355411768+00:00
0.2,historical_linear_extrapolation,31,31,node_flow_chunk_031.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_global_missingness_setting\imputed_datasets\rate_0p20__mechanism_mcar_point__scope_global__seed_42__method_historical_linear_extrapolation\node_flow_chunk_031.parquet,807777,0,True,True,completed,recomputed,1.4135511000004044,58121964,2026-06-15T03:57:04.685329199+00:00
