path,rel_path,file_type,category,size_bytes,modified_time,row_count,column_count,columns,time_column,sensor_or_node_columns,traffic_columns,header_present,schema_hint,schema_source,readable,read_error
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\date_type_curve_method_comparison\M2_shape_normalized_weighted_curve\fitted_curves_plot.parquet,data/analysis/date_type_curve_method_comparison/M2_shape_normalized_weighted_curve/fitted_curves_plot.parquet,.parquet,analysis,98439889,2026-06-07T02:10:39,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\date_type_curve_method_comparison\M3_multiplicative_corrected_single_curve\cluster_centers.parquet,data/analysis/date_type_curve_method_comparison/M3_multiplicative_corrected_single_curve/cluster_centers.parquet,.parquet,analysis,7406,2026-06-07T02:15:30,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\date_type_curve_method_comparison\M3_multiplicative_corrected_single_curve\cluster_centers_plot.parquet,data/analysis/date_type_curve_method_comparison/M3_multiplicative_corrected_single_curve/cluster_centers_plot.parquet,.parquet,analysis,7621,2026-06-07T02:15:30,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\date_type_curve_method_comparison\M3_multiplicative_corrected_single_curve\cluster_label_mapping.parquet,data/analysis/date_type_curve_method_comparison/M3_multiplicative_corrected_single_curve/cluster_label_mapping.parquet,.parquet,analysis,936,2026-06-07T02:15:30,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\date_type_curve_method_comparison\M3_multiplicative_corrected_single_curve\cluster_labels.parquet,data/analysis/date_type_curve_method_comparison/M3_multiplicative_corrected_single_curve/cluster_labels.parquet,.parquet,analysis,2192370,2026-06-07T02:15:30,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\date_type_curve_method_comparison\M3_multiplicative_corrected_single_curve\cluster_metrics.parquet,data/analysis/date_type_curve_method_comparison/M3_multiplicative_corrected_single_curve/cluster_metrics.parquet,.parquet,analysis,7169,2026-06-07T02:15:30,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\date_type_curve_method_comparison\M3_multiplicative_corrected_single_curve\cluster_summary.parquet,data/analysis/date_type_curve_method_comparison/M3_multiplicative_corrected_single_curve/cluster_summary.parquet,.parquet,analysis,3982,2026-06-07T02:15:30,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\date_type_curve_method_comparison\M3_multiplicative_corrected_single_curve\curve_coefficients.parquet,data/analysis/date_type_curve_method_comparison/M3_multiplicative_corrected_single_curve/curve_coefficients.parquet,.parquet,analysis,7286310,2026-06-07T02:15:30,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\date_type_curve_method_comparison\M3_multiplicative_corrected_single_curve\daily_profiles.parquet,data/analysis/date_type_curve_method_comparison/M3_multiplicative_corrected_single_curve/daily_profiles.parquet,.parquet,analysis,32836115,2026-06-07T02:15:29,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\date_type_curve_method_comparison\M3_multiplicative_corrected_single_curve\daily_profiles_plot.parquet,data/analysis/date_type_curve_method_comparison/M3_multiplicative_corrected_single_curve/daily_profiles_plot.parquet,.parquet,analysis,32836115,2026-06-07T02:15:30,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\date_type_curve_method_comparison\M3_multiplicative_corrected_single_curve\fitted_curves.parquet,data/analysis/date_type_curve_method_comparison/M3_multiplicative_corrected_single_curve/fitted_curves.parquet,.parquet,analysis,97355688,2026-06-07T02:15:30,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\date_type_curve_method_comparison\M3_multiplicative_corrected_single_curve\fitted_curves_plot.parquet,data/analysis/date_type_curve_method_comparison/M3_multiplicative_corrected_single_curve/fitted_curves_plot.parquet,.parquet,analysis,98436231,2026-06-07T02:15:30,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\date_type_curve_method_comparison\comparison\all_k_cluster_metrics.csv,data/analysis/date_type_curve_method_comparison/comparison/all_k_cluster_metrics.csv,.csv,analysis,3606,2026-06-07T02:15:30,16.0,18.0,"['method', 'k', 'silhouette_score', 'calinski_harabasz_score', 'davies_bouldin_score', 'inertia', 'min_cluster_count', 'max_cluster_count', 'hard_min_required_count', 'soft_min_required_count', 'min_required_count', 'is_valid_cluster_size', 'min_cluster_ratio', 'max_cluster_ratio', 'tiny_cluster_penalty', 'dominant_cluster_penalty', 'negative_silhouette_ratio', '_selection_score']",,[],[],True,,,True,
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\date_type_curve_method_comparison\comparison\method_cluster_metrics_summary.parquet,data/analysis/date_type_curve_method_comparison/comparison/method_cluster_metrics_summary.parquet,.parquet,analysis,7134,2026-06-07T02:15:30,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\date_type_curve_method_comparison\comparison\method_comparison_table.csv,data/analysis/date_type_curve_method_comparison/comparison/method_comparison_table.csv,.csv,analysis,1589,2026-06-07T02:15:30,4.0,23.0,"['method', '平均RMSE', '平均MAE', '平均R2', '中位数R2', '低R2节点比例', 'best_k', 'silhouette_score', 'calinski_harabasz_score', 'davies_bouldin_score', 'inertia', 'min_cluster_count', 'max_cluster_count', 'hard_min_required_count', 'soft_min_required_count', 'min_required_count', 'is_valid_cluster_size', 'min_cluster_ratio', 'max_cluster_ratio', 'tiny_cluster_penalty', 'dominant_cluster_penalty', 'negative_silhouette_ratio', '_selection_score']",,['低R2节点比例'],[],True,,,True,
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\date_type_curve_method_comparison\comparison\method_fit_metrics_summary.parquet,data/analysis/date_type_curve_method_comparison/comparison/method_fit_metrics_summary.parquet,.parquet,analysis,2544,2026-06-07T02:15:30,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\date_type_curve_method_comparison\function_cluster_visualization\M2_shape_normalized_weighted_curve_function_cluster_summary.csv,data/analysis/date_type_curve_method_comparison/function_cluster_visualization/M2_shape_normalized_weighted_curve_function_cluster_summary.csv,.csv,analysis,1483,2026-06-07T02:17:15,3.0,20.0,"['method', 'cluster_id', 'cluster_name', 'cluster_name_source', 'node_count', 'mean_R2', 'mean_RMSE', 'mean_MAE', 'mean_flow', 'peak_slot', 'peak_time_label', 'peak_value', 'valley_slot', 'valley_value', 'peak_valley_diff', 'morning_peak', 'evening_peak', 'morning_evening_ratio', 'interpretation', 'interpretation_basis']",peak_time_label,['node_count'],['mean_flow'],True,,,True,
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\date_type_curve_method_comparison\function_cluster_visualization\M2_shape_normalized_weighted_curve_node_function_cluster_labels.csv,data/analysis/date_type_curve_method_comparison/function_cluster_visualization/M2_shape_normalized_weighted_curve_node_function_cluster_labels.csv,.csv,analysis,5806199,2026-06-07T02:17:15,42031.0,8.0,"['node_id', 'method', 'cluster_id', 'cluster_name', 'R2', 'RMSE', 'MAE', 'mean_flow']",,['node_id'],['mean_flow'],True,,,True,
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_000.parquet,data/analysis/density_metrics_chunks/density_chunk_000.parquet,.parquet,analysis,293239265,2026-05-21T01:08:16,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_001.parquet,data/analysis/density_metrics_chunks/density_chunk_001.parquet,.parquet,analysis,292803883,2026-05-21T01:08:18,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_002.parquet,data/analysis/density_metrics_chunks/density_chunk_002.parquet,.parquet,analysis,292301289,2026-05-21T01:08:20,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_003.parquet,data/analysis/density_metrics_chunks/density_chunk_003.parquet,.parquet,analysis,292188185,2026-05-21T01:08:21,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_004.parquet,data/analysis/density_metrics_chunks/density_chunk_004.parquet,.parquet,analysis,292119000,2026-05-21T01:08:23,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_005.parquet,data/analysis/density_metrics_chunks/density_chunk_005.parquet,.parquet,analysis,292382877,2026-05-21T01:08:24,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_006.parquet,data/analysis/density_metrics_chunks/density_chunk_006.parquet,.parquet,analysis,292445753,2026-05-21T01:08:26,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_007.parquet,data/analysis/density_metrics_chunks/density_chunk_007.parquet,.parquet,analysis,292628699,2026-05-21T01:08:28,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_008.parquet,data/analysis/density_metrics_chunks/density_chunk_008.parquet,.parquet,analysis,292361185,2026-05-21T01:08:29,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_009.parquet,data/analysis/density_metrics_chunks/density_chunk_009.parquet,.parquet,analysis,292298285,2026-05-21T01:08:31,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_010.parquet,data/analysis/density_metrics_chunks/density_chunk_010.parquet,.parquet,analysis,292417815,2026-05-21T01:08:32,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_011.parquet,data/analysis/density_metrics_chunks/density_chunk_011.parquet,.parquet,analysis,292495600,2026-05-21T01:08:34,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_012.parquet,data/analysis/density_metrics_chunks/density_chunk_012.parquet,.parquet,analysis,292430855,2026-05-21T01:08:35,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_013.parquet,data/analysis/density_metrics_chunks/density_chunk_013.parquet,.parquet,analysis,292482442,2026-05-21T01:08:37,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_014.parquet,data/analysis/density_metrics_chunks/density_chunk_014.parquet,.parquet,analysis,292645353,2026-05-21T01:08:39,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_015.parquet,data/analysis/density_metrics_chunks/density_chunk_015.parquet,.parquet,analysis,292408851,2026-05-21T01:08:40,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_016.parquet,data/analysis/density_metrics_chunks/density_chunk_016.parquet,.parquet,analysis,292637909,2026-05-21T01:08:42,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_017.parquet,data/analysis/density_metrics_chunks/density_chunk_017.parquet,.parquet,analysis,293266759,2026-05-21T01:08:43,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_018.parquet,data/analysis/density_metrics_chunks/density_chunk_018.parquet,.parquet,analysis,293301822,2026-05-21T01:08:45,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_019.parquet,data/analysis/density_metrics_chunks/density_chunk_019.parquet,.parquet,analysis,293259490,2026-05-21T01:08:47,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_020.parquet,data/analysis/density_metrics_chunks/density_chunk_020.parquet,.parquet,analysis,293316735,2026-05-21T01:08:48,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_021.parquet,data/analysis/density_metrics_chunks/density_chunk_021.parquet,.parquet,analysis,293406890,2026-05-21T01:08:50,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_022.parquet,data/analysis/density_metrics_chunks/density_chunk_022.parquet,.parquet,analysis,293344146,2026-05-21T01:08:52,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_023.parquet,data/analysis/density_metrics_chunks/density_chunk_023.parquet,.parquet,analysis,293184060,2026-05-21T01:08:53,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_024.parquet,data/analysis/density_metrics_chunks/density_chunk_024.parquet,.parquet,analysis,293236166,2026-05-21T01:08:56,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_025.parquet,data/analysis/density_metrics_chunks/density_chunk_025.parquet,.parquet,analysis,293323356,2026-05-21T01:08:57,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
