path,rel_path,file_type,category,size_bytes,modified_time,row_count,column_count,columns,time_column,sensor_or_node_columns,traffic_columns,header_present,schema_hint,schema_source,readable,read_error
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_026.parquet,data/analysis/density_metrics_chunks/density_chunk_026.parquet,.parquet,analysis,293354007,2026-05-21T01:08:59,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_027.parquet,data/analysis/density_metrics_chunks/density_chunk_027.parquet,.parquet,analysis,293329696,2026-05-21T01:09:01,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_028.parquet,data/analysis/density_metrics_chunks/density_chunk_028.parquet,.parquet,analysis,293354334,2026-05-21T01:09:03,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_029.parquet,data/analysis/density_metrics_chunks/density_chunk_029.parquet,.parquet,analysis,293335631,2026-05-21T01:09:05,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_030.parquet,data/analysis/density_metrics_chunks/density_chunk_030.parquet,.parquet,analysis,293164972,2026-05-21T01:09:07,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_031.parquet,data/analysis/density_metrics_chunks/density_chunk_031.parquet,.parquet,analysis,292995027,2026-05-21T01:09:09,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_032.parquet,data/analysis/density_metrics_chunks/density_chunk_032.parquet,.parquet,analysis,293165458,2026-05-21T01:09:11,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_033.parquet,data/analysis/density_metrics_chunks/density_chunk_033.parquet,.parquet,analysis,293176571,2026-05-21T01:09:12,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_034.parquet,data/analysis/density_metrics_chunks/density_chunk_034.parquet,.parquet,analysis,293325881,2026-05-21T01:09:14,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_035.parquet,data/analysis/density_metrics_chunks/density_chunk_035.parquet,.parquet,analysis,293458659,2026-05-21T01:09:16,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_036.parquet,data/analysis/density_metrics_chunks/density_chunk_036.parquet,.parquet,analysis,293389119,2026-05-21T01:09:18,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_037.parquet,data/analysis/density_metrics_chunks/density_chunk_037.parquet,.parquet,analysis,296367017,2026-05-21T01:09:23,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_038.parquet,data/analysis/density_metrics_chunks/density_chunk_038.parquet,.parquet,analysis,293247602,2026-05-21T01:09:26,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_039.parquet,data/analysis/density_metrics_chunks/density_chunk_039.parquet,.parquet,analysis,293323296,2026-05-21T01:09:28,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_040.parquet,data/analysis/density_metrics_chunks/density_chunk_040.parquet,.parquet,analysis,293247482,2026-05-21T01:09:30,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_041.parquet,data/analysis/density_metrics_chunks/density_chunk_041.parquet,.parquet,analysis,293271534,2026-05-21T01:09:33,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_042.parquet,data/analysis/density_metrics_chunks/density_chunk_042.parquet,.parquet,analysis,293358702,2026-05-21T01:09:35,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_043.parquet,data/analysis/density_metrics_chunks/density_chunk_043.parquet,.parquet,analysis,293276970,2026-05-21T01:09:37,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_044.parquet,data/analysis/density_metrics_chunks/density_chunk_044.parquet,.parquet,analysis,293106490,2026-05-21T01:09:42,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_045.parquet,data/analysis/density_metrics_chunks/density_chunk_045.parquet,.parquet,analysis,293210486,2026-05-21T01:09:44,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_046.parquet,data/analysis/density_metrics_chunks/density_chunk_046.parquet,.parquet,analysis,293209348,2026-05-21T01:09:46,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_047.parquet,data/analysis/density_metrics_chunks/density_chunk_047.parquet,.parquet,analysis,293342109,2026-05-21T01:09:48,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_048.parquet,data/analysis/density_metrics_chunks/density_chunk_048.parquet,.parquet,analysis,293474913,2026-05-21T01:09:50,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_049.parquet,data/analysis/density_metrics_chunks/density_chunk_049.parquet,.parquet,analysis,293622462,2026-05-21T01:09:51,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_050.parquet,data/analysis/density_metrics_chunks/density_chunk_050.parquet,.parquet,analysis,293425905,2026-05-21T01:09:53,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_051.parquet,data/analysis/density_metrics_chunks/density_chunk_051.parquet,.parquet,analysis,293328786,2026-05-21T01:09:56,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_052.parquet,data/analysis/density_metrics_chunks/density_chunk_052.parquet,.parquet,analysis,293285427,2026-05-21T01:09:58,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_053.parquet,data/analysis/density_metrics_chunks/density_chunk_053.parquet,.parquet,analysis,293546431,2026-05-21T01:10:00,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_054.parquet,data/analysis/density_metrics_chunks/density_chunk_054.parquet,.parquet,analysis,294211786,2026-05-21T01:10:03,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_055.parquet,data/analysis/density_metrics_chunks/density_chunk_055.parquet,.parquet,analysis,294200561,2026-05-21T01:10:06,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_056.parquet,data/analysis/density_metrics_chunks/density_chunk_056.parquet,.parquet,analysis,294260684,2026-05-21T01:10:08,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_057.parquet,data/analysis/density_metrics_chunks/density_chunk_057.parquet,.parquet,analysis,294373822,2026-05-21T01:10:11,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_058.parquet,data/analysis/density_metrics_chunks/density_chunk_058.parquet,.parquet,analysis,294214582,2026-05-21T01:10:13,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_059.parquet,data/analysis/density_metrics_chunks/density_chunk_059.parquet,.parquet,analysis,294129475,2026-05-21T01:10:16,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\density_metrics_chunks\density_chunk_060.parquet,data/analysis/density_metrics_chunks/density_chunk_060.parquet,.parquet,analysis,294006700,2026-05-21T01:10:19,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\node_flow_curve_fit\node_flow_curve_coefficients.parquet,data/analysis/node_flow_curve_fit/node_flow_curve_coefficients.parquet,.parquet,analysis,7768414,2026-05-23T20:59:49,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\node_flow_curve_fit\node_flow_fitted_daily_curves.parquet,data/analysis/node_flow_curve_fit/node_flow_fitted_daily_curves.parquet,.parquet,analysis,91166054,2026-05-23T20:59:49,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\node_flow_curve_fit\node_flow_fourier_order_comparison.json,data/analysis/node_flow_curve_fit/node_flow_fourier_order_comparison.json,.json,analysis,1970,2026-05-27T01:15:07,4.0,14.0,"['harmonics', 'parameter_count', 'fitted_nodes', 'mean_rmse', 'median_rmse', 'p90_rmse', 'mean_mae', 'median_mae', 'p90_mae', 'mean_r2', 'median_r2', 'p10_r2', 'global_r2', 'wmape']",,['fitted_nodes'],[],True,,,True,
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\node_intersection_flow_check_reports\completeness_summary.csv,data/analysis/node_intersection_flow_check_reports/completeness_summary.csv,.csv,analysis,393,2026-05-27T15:22:32,1.0,15.0,"['file_count', 'expected_day_count', 'observed_node_count', 'topology_node_count', 'observed_not_in_topology_count', 'topology_not_in_observed_count', 'total_raw_records', 'total_expected_records', 'total_observed_unique_pairs', 'total_missing_records', 'total_duplicate_records', 'total_null_flow_count', 'total_nan_flow_count', 'total_negative_flow_count', 'is_passed']",,"['observed_node_count', 'topology_node_count']","['total_null_flow_count', 'total_nan_flow_count', 'total_negative_flow_count']",True,,,True,
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\node_intersection_flow_check_reports\daily_completeness_summary.csv,data/analysis/node_intersection_flow_check_reports/daily_completeness_summary.csv,.csv,analysis,9781,2026-05-27T15:22:32,61.0,24.0,"['day_index', 'file_name', 'expected_start_time', 'expected_end_time', 'actual_min_time', 'actual_max_time', 'unique_time_count', 'bad_time_range', 'missing_time_slots', 'extra_time_slots', 'raw_records', 'observed_unique_pairs', 'expected_records', 'missing_records', 'duplicate_records', 'null_flow_count', 'nan_flow_count', 'negative_flow_count', 'zero_flow_count', 'positive_flow_count', 'min_flow', 'max_flow', 'mean_flow', 'is_day_passed']",day_index,[],"['null_flow_count', 'nan_flow_count', 'negative_flow_count', 'zero_flow_count', 'positive_flow_count', 'min_flow', 'max_flow', 'mean_flow']",True,,,True,
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\node_intersection_flow_check_reports\node_completeness_summary.csv,data/analysis/node_intersection_flow_check_reports/node_completeness_summary.csv,.csv,analysis,1513239,2026-05-27T15:22:32,42031.0,8.0,"['node_id', 'expected_count', 'observed_unique_count', 'missing_count', 'missing_ratio', 'duplicate_count', 'invalid_flow_count', 'is_node_passed']",,"['node_id', 'is_node_passed']",['invalid_flow_count'],True,,,True,
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\node_intersection_flow_check_reports\slot_completeness_summary.csv,data/analysis/node_intersection_flow_check_reports/slot_completeness_summary.csv,.csv,analysis,3170,2026-05-27T15:22:32,96.0,7.0,"['day_slot', 'observed_unique_count', 'invalid_flow_count', 'expected_count', 'missing_count', 'missing_ratio', 'is_slot_passed']",day_slot,[],['invalid_flow_count'],True,,,True,
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\node_intersection_flow_check_reports\topology_node_comparison.csv,data/analysis/node_intersection_flow_check_reports/topology_node_comparison.csv,.csv,analysis,1092845,2026-05-27T15:22:32,42031.0,4.0,"['node_id', 'in_observed', 'in_topology', 'status']",,['node_id'],[],True,,,True,
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\node_intersection_flow_parquet\node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,.parquet,analysis,62061252,2026-05-21T21:30:31,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\node_intersection_flow_parquet\node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,.parquet,analysis,61923030,2026-05-21T21:30:41,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\node_intersection_flow_parquet\node_flow_chunk_002.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_002.parquet,.parquet,analysis,61793269,2026-05-21T21:30:50,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
E:\Jupter_Notebook\FedTrafficFlow\data\analysis\node_intersection_flow_parquet\node_flow_chunk_003.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_003.parquet,.parquet,analysis,61770417,2026-05-21T21:30:59,,,[],,[],[],,,,False,"ImportError: Unable to find a usable engine; tried using: 'pyarrow', 'fastparquet'.
A suitable version of pyarrow or fastparquet is required for parquet support.
Trying to import the above resulted in these errors:
 - Missing optional dependency 'pyarrow'. pyarrow is required for parquet support. Use pip or conda to install pyarrow.
 - Missing optional dependency 'fastparquet'. fastparquet is required for parquet support. Use pip or conda to install fastparquet."
