scenario,missing_rate,metric,rank,method,value
nso_mix,0.1,SMAPE,2,mean_fill,0.0701423964997221
nso_mix,0.1,SMAPE,3,function_curve_fit,0.0756644158333909
nso_mix,0.1,SMAPE,4,historical_linear_extrapolation,0.0880865546294764
nso_mix,0.1,SMAPE,5,topology_function_hybrid,0.136389532821954
nso_mix,0.1,SMAPE,6,road_topology_neighbor_fill,0.2057291097446824
nso_mix,0.1,NRMSE,1,forward_fill,0.0203650292879723
nso_mix,0.1,NRMSE,2,mean_fill,0.0241100813207196
nso_mix,0.1,NRMSE,3,function_curve_fit,0.0246509187773204
nso_mix,0.1,NRMSE,4,historical_linear_extrapolation,0.0306282119395299
nso_mix,0.1,NRMSE,5,topology_function_hybrid,0.044908773226806
nso_mix,0.1,NRMSE,6,road_topology_neighbor_fill,0.080126412994858
nso_mix,0.2,RMSE,1,forward_fill,210.9688641596816
nso_mix,0.2,RMSE,2,mean_fill,254.7537890702644
nso_mix,0.2,RMSE,3,function_curve_fit,257.7483766362174
nso_mix,0.2,RMSE,4,historical_linear_extrapolation,327.6015076018783
nso_mix,0.2,RMSE,5,topology_function_hybrid,458.0189393477627
nso_mix,0.2,RMSE,6,road_topology_neighbor_fill,811.5050240413524
nso_mix,0.2,MAE,1,forward_fill,99.5463675586834
nso_mix,0.2,MAE,2,mean_fill,131.175732947125
nso_mix,0.2,MAE,3,function_curve_fit,135.56420920882903
nso_mix,0.2,MAE,4,historical_linear_extrapolation,168.83112480576943
nso_mix,0.2,MAE,5,topology_function_hybrid,293.06273488099697
nso_mix,0.2,MAE,6,road_topology_neighbor_fill,502.6822066105973
nso_mix,0.2,SMAPE,1,forward_fill,0.0549795937396965
nso_mix,0.2,SMAPE,2,mean_fill,0.070565253429439
nso_mix,0.2,SMAPE,3,function_curve_fit,0.0756257800172332
nso_mix,0.2,SMAPE,4,historical_linear_extrapolation,0.0900567427829099
nso_mix,0.2,SMAPE,5,topology_function_hybrid,0.1343755636372801
nso_mix,0.2,SMAPE,6,road_topology_neighbor_fill,0.2026660261796383
nso_mix,0.2,NRMSE,1,forward_fill,0.0201349302898611
nso_mix,0.2,NRMSE,2,mean_fill,0.0243137763690346
nso_mix,0.2,NRMSE,3,function_curve_fit,0.0245995806848872
nso_mix,0.2,NRMSE,4,historical_linear_extrapolation,0.0312663839978991
nso_mix,0.2,NRMSE,5,topology_function_hybrid,0.0437134619458494
nso_mix,0.2,NRMSE,6,road_topology_neighbor_fill,0.0774502775754497
nso_mix,0.3,RMSE,1,forward_fill,220.11933097390948
nso_mix,0.3,RMSE,2,function_curve_fit,258.0487401388489
nso_mix,0.3,RMSE,3,mean_fill,258.5389035996377
nso_mix,0.3,RMSE,4,historical_linear_extrapolation,341.0385513697926
nso_mix,0.3,RMSE,5,topology_function_hybrid,448.4873016215915
nso_mix,0.3,RMSE,6,road_topology_neighbor_fill,789.4700926615225
nso_mix,0.3,MAE,1,forward_fill,104.05289787654112
nso_mix,0.3,MAE,2,mean_fill,132.9521913949896
nso_mix,0.3,MAE,3,function_curve_fit,135.78301130081653
nso_mix,0.3,MAE,4,historical_linear_extrapolation,174.45187160212433
nso_mix,0.3,MAE,5,topology_function_hybrid,288.4300777122364
nso_mix,0.3,MAE,6,road_topology_neighbor_fill,493.39601126630384
nso_mix,0.3,SMAPE,1,forward_fill,0.0572593908117709
nso_mix,0.3,SMAPE,2,mean_fill,0.0712696380944928
nso_mix,0.3,SMAPE,3,function_curve_fit,0.0756969829433475
nso_mix,0.3,SMAPE,4,historical_linear_extrapolation,0.0930043816093049
nso_mix,0.3,SMAPE,5,topology_function_hybrid,0.1331258851811871
nso_mix,0.3,SMAPE,6,road_topology_neighbor_fill,0.2006641992493371
nso_mix,0.3,NRMSE,1,forward_fill,0.0210322139574238
nso_mix,0.3,NRMSE,2,function_curve_fit,0.0246563365881174
nso_mix,0.3,NRMSE,3,mean_fill,0.024703171287895
nso_mix,0.3,NRMSE,4,historical_linear_extrapolation,0.0325859421269526
nso_mix,0.3,NRMSE,5,topology_function_hybrid,0.042852578386271
nso_mix,0.3,NRMSE,6,road_topology_neighbor_fill,0.0754331926613589
