Round,Client,Local_Epoch,Train_Loss,Val_Loss
12,1,0,2709.3954052324057,4141.909730200674
12,1,1,2682.9407114408264,4109.484264897365
12,1,2,2656.527852547269,4076.6802523743872
12,2,0,6412.016747948629,7817.877764634683
12,2,1,6357.55171851421,7757.218330490757
12,2,2,6303.02347679829,7696.611348756602
12,3,0,3297.743124202806,4693.789411272322
12,3,1,3266.083760164222,4656.095075334822
12,3,2,3234.4591039540815,4618.174386160715
12,4,0,583.1206462220375,2119.5362548828125
12,4,1,575.7263484030777,2111.1090087890625
12,4,2,563.6112551481827,2102.938036047894
13,0,0,4183.113795832113,5968.914630827357
13,0,1,4147.741631751317,5926.3876953125
13,0,2,4112.379282466701,5883.946713306865
13,1,0,2627.096198244923,4041.4685968137255
13,1,1,2603.333466003589,4012.4125785079655
13,1,2,2579.6110491071427,3982.863472732843
13,2,0,6284.9830015247735,7680.115440691021
13,2,1,6235.770691532004,7625.211123184419
13,2,2,6186.521880305269,7570.440010178257
13,3,0,3206.842713647959,4587.206961495535
13,3,1,3178.3627580915177,4553.298967633928
13,3,2,3149.9175153459823,4519.058942522322
13,4,0,558.1274914474961,2049.635402513587
13,4,1,550.7980303083148,2045.9866624915082
13,4,2,540.7774806052262,2038.0661939538043
14,0,0,4089.503299043106,5858.962058145492
14,0,1,4057.623706683621,5820.5806384477455
14,0,2,4025.7670338114754,5782.26512871414
14,1,0,2553.71518021271,3951.68501551011
14,1,1,2532.366979604342,3925.5577847349878
14,1,2,2511.062025396096,3898.9682473575367
14,2,0,6171.111824265908,7556.529173085387
14,2,1,6126.660193583375,7506.893781635124
14,2,2,6082.199654961016,7457.411297865317
14,3,0,3125.675890864158,4491.799734933035
14,3,1,3100.0542839205996,4461.270717075893
14,3,2,3074.4734036192604,4430.413853236607
14,4,0,542.0033036699947,1987.6105638586957
14,4,1,532.2020961216518,1983.0973855723505
14,4,2,521.5083070364058,1983.1864862856658
15,0,0,4004.967971265735,5759.506459720799
15,0,1,3976.250077759075,5724.870797579406
15,0,2,3947.5596972427547,5690.286581070697
15,1,0,2487.6569584865197,3870.616794960172
15,1,1,2468.4827569699755,3847.1577292049633
15,1,2,2449.350629705007,3823.2275247012867
15,2,0,6068.064795020121,7444.597745653609
15,2,1,6027.945828290053,7399.763823173415
15,2,2,5987.826634612362,7355.071729203345
15,3,0,3052.5071099728953,4405.629673549107
15,3,1,3029.4637625558034,4378.169921875
15,3,2,3006.4624272560586,4350.37158203125
15,4,0,522.2270013086544,1931.8543382727582
15,4,1,513.0423299659113,1931.9394902768342
15,4,2,502.6043433906129,1930.6537767493207
16,0,0,3929.341445815647,5670.3662829789955
16,0,1,3903.465385776493,5639.18676357582
16,0,2,3877.6300932194085,5607.938668673156
