client_id,region_id,pooled_row,pooled_col,centroid_lon,centroid_lat,source_node_count,mean_total_flow,std_total_flow,peak_total_flow,is_active_region
1,353,11,23,116.519194,39.95056970750988,12,22873.287109375,1418.5693359375,26062.853515625,True
1,352,11,22,116.501194,39.95056970750988,120,242114.953125,5048.23876953125,257356.859375,True
1,351,11,21,116.483194,39.95056970750988,81,136720.125,9959.634765625,154299.734375,True
1,350,11,20,116.465194,39.95056970750988,349,857252.625,30301.693359375,900158.8125,True
1,349,11,19,116.447194,39.95056970750988,513,1212812.0,63973.453125,1312837.25,True
1,348,11,18,116.429194,39.95056970750988,527,1227872.25,37629.78125,1284620.375,True
1,347,11,17,116.411194,39.95056970750988,354,818297.9375,59518.4140625,894910.375,True
1,346,11,16,116.393194,39.95056970750988,233,462966.875,44812.59765625,528900.875,True
1,345,11,15,116.375194,39.95056970750988,467,1044649.6875,52451.02734375,1125976.25,True
1,344,11,14,116.357194,39.95056970750988,293,642368.1875,58031.23046875,746985.5625,True
1,343,11,13,116.339194,39.95056970750988,303,738027.1875,11344.7724609375,771913.0625,True
1,342,11,12,116.321194,39.95056970750988,179,416823.25,22349.830078125,466997.21875,True
1,341,11,11,116.303194,39.95056970750988,320,729652.3125,61303.02734375,803683.9375,True
1,340,11,10,116.285194,39.95056970750988,100,235771.5,4613.2275390625,243544.3125,True
1,339,11,9,116.267194,39.95056970750988,161,357266.6875,41221.984375,462064.8125,True
1,365,12,5,116.195194,39.96856970750988,53,104587.6796875,11071.4072265625,126840.359375,True
1,366,12,6,116.213194,39.96856970750988,14,27098.724609375,4737.19482421875,41364.671875,True
1,370,12,10,116.285194,39.96856970750988,24,57644.234375,1621.4105224609375,59126.08984375,True
2,371,12,11,116.303194,39.96856970750988,510,1332961.125,31971.533203125,1401696.875,True
2,372,12,12,116.321194,39.96856970750988,415,1055437.875,49351.35546875,1121916.375,True
2,373,12,13,116.339194,39.96856970750988,286,523596.28125,37256.40234375,578990.5,True
2,374,12,14,116.357194,39.96856970750988,544,1073686.875,113165.953125,1300644.25,True
2,375,12,15,116.375194,39.96856970750988,119,271532.59375,29525.970703125,318162.8125,True
2,376,12,16,116.393194,39.96856970750988,203,535539.0,53093.5390625,608640.0625,True
2,377,12,17,116.411194,39.96856970750988,520,1267526.875,71752.34375,1357418.125,True
2,378,12,18,116.429194,39.96856970750988,432,989242.5625,80483.5703125,1103646.75,True
2,379,12,19,116.447194,39.96856970750988,456,1071946.75,56120.76953125,1152450.0,True
2,380,12,20,116.465194,39.96856970750988,207,434357.28125,46587.5390625,513438.90625,True
2,381,12,21,116.483194,39.96856970750988,135,324512.84375,11990.984375,340597.3125,True
2,382,12,22,116.501194,39.96856970750988,75,163847.53125,4516.94921875,171036.265625,True
2,412,13,22,116.501194,39.98656970750988,96,188819.734375,8951.1708984375,212300.5625,True
2,411,13,21,116.483194,39.98656970750988,352,1130859.25,34549.9921875,1191324.375,True
2,410,13,20,116.465194,39.98656970750988,450,1370971.75,32070.07421875,1413795.625,True
2,409,13,19,116.447194,39.98656970750988,12,33813.66015625,1650.5445556640625,35859.0625,True
2,408,13,18,116.429194,39.98656970750988,109,227972.390625,10007.6552734375,253987.171875,True
2,407,13,17,116.411194,39.98656970750988,622,1540642.5,89270.015625,1665470.75,True
2,406,13,16,116.393194,39.98656970750988,328,853560.125,52464.7109375,937855.5,True
2,405,13,15,116.375194,39.98656970750988,373,919505.5625,77322.453125,1041688.875,True
2,404,13,14,116.357194,39.98656970750988,304,719191.375,79186.1875,833580.875,True
2,403,13,13,116.339194,39.98656970750988,201,436346.84375,35919.765625,511184.65625,True
2,402,13,12,116.321194,39.98656970750988,334,733196.125,43833.12890625,818449.8125,True
2,401,13,11,116.303194,39.98656970750988,435,1276465.125,80348.21875,1406587.75,True
2,400,13,10,116.285194,39.98656970750988,179,406286.6875,21365.548828125,457534.53125,True
2,396,13,6,116.213194,39.98656970750988,98,189263.546875,11327.916015625,210781.59375,True
2,395,13,5,116.195194,39.98656970750988,7,9231.962890625,507.1036682128906,10369.638671875,True
2,429,14,9,116.267194,40.00456970750988,50,120383.1484375,5393.3662109375,132042.390625,True
2,430,14,10,116.285194,40.00456970750988,68,136883.546875,8856.9462890625,182291.03125,True
2,431,14,11,116.303194,40.00456970750988,38,82190.1171875,14691.775390625,108005.40625,True
2,432,14,12,116.321194,40.00456970750988,90,205021.484375,15608.7744140625,241080.734375,True
2,433,14,13,116.339194,40.00456970750988,194,436817.65625,15865.2509765625,468536.875,True
2,434,14,14,116.357194,40.00456970750988,148,362423.71875,26524.3984375,417623.3125,True
2,435,14,15,116.375194,40.00456970750988,217,599756.4375,19881.07421875,641061.5,True
2,436,14,16,116.393194,40.00456970750988,175,416603.0625,21720.435546875,460016.3125,True
2,437,14,17,116.411194,40.00456970750988,174,423697.21875,16860.392578125,461958.34375,True
2,439,14,19,116.447194,40.00456970750988,20,52913.23046875,2248.593994140625,55306.5234375,True
2,440,14,20,116.465194,40.00456970750988,446,1186770.875,36692.53515625,1237547.875,True
2,441,14,21,116.483194,40.00456970750988,181,496977.65625,22085.185546875,543575.8125,True
2,444,14,24,116.537194,40.00456970750988,4,12898.654296875,821.6774291992188,14700.4248046875,True
2,445,14,25,116.555194,40.00456970750988,56,177773.5,2759.770263671875,184162.28125,True
2,475,15,25,116.555194,40.02256970750988,39,84035.734375,2317.89990234375,87388.375,True
2,472,15,22,116.501194,40.02256970750988,25,32720.666015625,2332.671142578125,37384.59375,True
2,471,15,21,116.483194,40.02256970750988,3,3413.451904296875,527.7760009765625,4377.3515625,True
2,465,15,15,116.375194,40.02256970750988,76,108165.3984375,26280.853515625,178895.875,True
2,464,15,14,116.357194,40.02256970750988,74,121490.7421875,25843.130859375,173227.1875,True
2,463,15,13,116.339194,40.02256970750988,215,477672.96875,30800.859375,537453.875,True
2,462,15,12,116.321194,40.02256970750988,185,506018.21875,16072.2841796875,549263.8125,True
2,461,15,11,116.303194,40.02256970750988,96,271909.9375,15645.7080078125,297769.59375,True
2,489,16,9,116.267194,40.040569707509874,64,129513.1328125,8753.5,143716.625,True
2,490,16,10,116.285194,40.040569707509874,130,312612.625,15890.2998046875,341315.1875,True
2,491,16,11,116.303194,40.040569707509874,292,766733.8125,28586.556640625,818923.125,True
2,492,16,12,116.321194,40.040569707509874,80,208857.984375,8782.509765625,220410.609375,True
2,493,16,13,116.339194,40.040569707509874,5,18821.416015625,715.4073486328125,19488.845703125,True
2,501,16,21,116.483194,40.040569707509874,3,4191.18896484375,276.3485107421875,4498.5732421875,True
2,502,16,22,116.501194,40.040569707509874,29,42217.78125,988.3434448242188,44398.7890625,True
2,508,16,28,116.609194,40.040569707509874,29,85515.1171875,3466.42822265625,95825.15625,True
2,538,17,28,116.609194,40.05856970750988,2,11810.0927734375,842.2364501953125,13374.435546875,True
2,537,17,27,116.591194,40.05856970750988,12,29196.533203125,1011.990478515625,31195.212890625,True
