missing_rate,method,flow_group,missing_count,valid_eval_count,fallback_count,neighbor_available_count_sum,neighbor_coverage_sum,mean_positive_corr_sum,abs_error_sum,sq_error_sum,ape_sum,ape_count,smape_sum,smape_count,true_min,true_max,mae,rmse,mape,smape,nrmse,neighbor_available_count,neighbor_coverage,mean_positive_corr,MAE,RMSE,MAPE,sMAPE,NRMSE
0.2,road_topology_neighbor_fill,high_flow,14759275,14759275,0,31621097.0,14759275.0,0.0,9637200704.0,15528346583040.0,2548250.4765625,14759275,2511440.078125,14759275,2896.583984375,10472.572265625,652.9589498129143,1025.7230036866115,0.17265417688622917,0.17016012494685545,0.1353913133980419,2.142455981069531,1.0,0.0,652.9589498129143,1025.7230036866115,0.17265417688622917,0.17016012494685545,0.1353913133980419
0.2,road_topology_neighbor_fill,low_flow,14646044,14646044,0,24313884.0,14646044.0,0.0,5418052232.0,9247317639168.0,5416152.8671875,14398740,2984712.43359375,14514376,0.0,1487.3021240234375,369.9328113448246,794.59846278876,0.3761546404190575,0.2056383570050652,0.5342549102526787,1.6600990683900718,1.0,0.0,369.9328113448246,794.59846278876,0.3761546404190575,0.2056383570050652,0.5342549102526787
0.2,road_topology_neighbor_fill,mid_flow,14172423,14172423,0,25836680.0,14172423.0,0.0,6274398584.0,9207681122304.0,2916132.578125,14172423,2374116.45703125,14172423,1487.30224609375,2896.583740234375,442.7188338931176,806.0334815810488,0.20576104580882182,0.16751662415320584,0.5719464031368447,1.8230248984242143,1.0,0.0,442.7188338931176,806.0334815810488,0.20576104580882182,0.16751662415320584,0.5719464031368447
0.3,correlation_topology_neighbor_fill,high_flow,21943156,13652554,66079,27177476.0,13634977.0,0.0,661508624.0,168806452736.0,177036.96020507812,13652554,179314.38745117188,13652554,2896.583984375,10450.33203125,48.45310437885834,111.19559175984213,0.012967314409089914,0.013134127684180694,0.014720585207477759,1.990651419507295,0.998712548582485,0.0,48.45310437885834,111.19559175984213,0.012967314409089914,0.013134127684180694,0.014720585207477759
0.3,correlation_topology_neighbor_fill,low_flow,22114701,16270395,92268,26696796.0,16247142.0,0.0,458448080.0,112887824512.0,798860.0283203125,15985417,933427.7861328125,16227937,0.0,1487.3021240234375,28.176825455067316,83.29606850399065,0.04997430022127746,0.05751980588369381,0.05600480706546617,1.640820398029673,0.9985708398597576,0.0,28.176825455067316,83.29606850399065,0.04997430022127746,0.05751980588369381,0.05600480706546617
0.3,correlation_topology_neighbor_fill,mid_flow,21307291,14783898,67483,26128373.0,14763991.0,0.0,623854337.0,149384929536.0,283227.14599609375,14783898,284480.41552734375,14783898,1487.30224609375,2896.583740234375,42.19823060196979,100.52148933868044,0.019157812506288514,0.01924258511032366,0.07132818372810472,1.7673534408854823,0.9986534674414015,0.0,42.19823060196979,100.52148933868044,0.019157812506288514,0.01924258511032366,0.07132818372810472
0.3,forward_fill,high_flow,21943156,21943156,0,44297837.0,21917175.0,0.0,3874035380.0,3156946026496.0,1043229.78515625,21943156,1139705.560546875,21943156,2896.583984375,10465.24609375,176.54868698012265,379.3010396994231,0.047542376545846456,0.05193899913699174,0.05011467472297356,2.0187541391037827,0.998815986178105,0.0,176.54868698012265,379.3010396994231,0.047542376545846456,0.05193899913699174,0.05011467472297356
0.3,forward_fill,low_flow,22114701,22114701,0,35101088.0,22083530.0,0.0,2573235264.0,1549311746048.0,4788202.5078125,21735250,2580307.640625,21885217,0.0,1487.3021240234375,116.35858264599644,264.6847201061434,0.2202966383093132,0.1179018531378967,0.17796298131419355,1.5872286946135967,0.9985904851257089,0.0,116.35858264599644,264.6847201061434,0.2202966383093132,0.1179018531378967,0.17796298131419355
0.3,forward_fill,mid_flow,21307291,21307291,0,36908344.0,21279579.0,0.0,4064545232.0,2577804513280.0,1828235.896484375,21307291,1874499.841796875,21307291,1487.30224609375,2896.583740234375,190.75842311441656,347.8250620360318,0.08580330068634136,0.08797457367043399,0.2468102103676131,1.7321931727501163,0.998699412327921,0.0,190.75842311441656,347.8250620360318,0.08580330068634136,0.08797457367043399,0.2468102103676131
0.3,function_curve_fit,high_flow,21943156,21943156,0,44297837.0,21917175.0,0.0,3304406972.0,1615777597440.0,894353.9189453125,21943156,930043.4345703125,21943156,2896.583984375,10465.24609375,150.5894125712819,271.35713536001936,0.04075776150638096,0.04238421467587946,0.03585272158257667,2.0187541391037827,0.998815986178105,0.0,150.5894125712819,271.35713536001936,0.04075776150638096,0.04238421467587946,0.03585272158257667
