missing_rate,method,length_group,missing_count,valid_eval_count,fallback_count,neighbor_available_count_sum,neighbor_coverage_sum,mean_positive_corr_sum,abs_error_sum,sq_error_sum,ape_sum,ape_count,smape_sum,smape_count,true_min,true_max,mae,rmse,mape,smape,nrmse,neighbor_available_count,neighbor_coverage,mean_positive_corr,MAE,RMSE,MAPE,sMAPE,NRMSE
0.2,mean_fill,long,13980590,13980590,0,25268400.0,13980590.0,0.0,1778756912.0,861856442368.0,1393808.1171875,13904037,969235.0634765625,13962426,0.0,10472.572265625,127.23046108926734,248.28742038656415,0.10024485098734275,0.06941738229993573,0.02370835111842949,1.8073915335475828,1.0,0.0,127.23046108926734,248.28742038656415,0.10024485098734275,0.06941738229993573,0.02370835111842949
0.2,mean_fill,mid,21064129,21064129,0,39712665.0,21064129.0,0.0,2664736984.0,1269615063040.0,2169347.9140625,20943523,1470778.599609375,21035891,0.0,10444.87890625,126.50591837906045,245.5072266056753,0.10358084998701031,0.06991758036820855,0.023505033309555064,1.8853219613305634,1.0,0.0,126.50591837906045,245.5072266056753,0.10358084998701031,0.06991758036820855,0.023505033309555064
0.2,mean_fill,short,8533023,8533023,0,16790596.0,8533023.0,0.0,1079555856.0,508894195200.0,887703.974609375,8482878,598418.53515625,8520807,0.0,10427.5966796875,126.51505287164936,244.20935152829372,0.10464655681826085,0.07023026517984153,0.023419524079215954,1.9677195291750649,1.0,0.0,126.51505287164936,244.20935152829372,0.10464655681826085,0.07023026517984153,0.023419524079215954
0.2,road_topology_neighbor_fill,long,13980590,13980590,0,25268400.0,13980590.0,0.0,6882837808.0,11039276040192.0,3546137.76953125,13904037,2531368.484375,13939629,0.0,10472.572265625,492.3138299599659,888.6025327479101,0.2550437523671183,0.1815951116328132,0.08485045604933608,1.8073915335475828,1.0,0.0,492.3138299599659,888.6025327479101,0.2550437523671183,0.1815951116328132,0.08485045604933608
0.2,road_topology_neighbor_fill,mid,21064129,21064129,0,39712665.0,21064129.0,0.0,10297589344.0,16382405935104.0,5195185.8984375,20943523,3801992.9375,20999879,0.0,10444.87890625,488.86850930318553,881.8954229206909,0.24805692425469678,0.18104832592130649,0.08443328360590019,1.8853219613305634,1.0,0.0,488.86850930318553,881.8954229206909,0.24805692425469678,0.18104832592130649,0.08443328360590019
0.2,road_topology_neighbor_fill,short,8533023,8533023,0,16790596.0,8533023.0,0.0,4149224360.0,6561663475712.0,2139212.20703125,8482878,1536907.544921875,8506566,0.0,10427.5966796875,486.2549134111088,876.911001152215,0.2521800038891577,0.18067308769741808,0.08409521657664408,1.9677195291750649,1.0,0.0,486.2549134111088,876.911001152215,0.2521800038891577,0.18067308769741808,0.08409521657664408
0.3,correlation_topology_neighbor_fill,long,16461239,11250402,56601,19137206.0,11239473.0,0.0,434716270.0,106872159872.0,314615.86962890625,11181564,343636.904296875,11239950,0.0,10450.33203125,38.64006548388227,97.46490701099405,0.028137018187161137,0.030572814318291005,0.009326489026333448,1.7010241945132272,0.9990285680458352,0.0,38.64006548388227,97.46490701099405,0.028137018187161137,0.030572814318291005,0.009326489026333448
0.3,correlation_topology_neighbor_fill,mid,31876911,21769615,110651,38604893.0,21749786.0,0.0,849607615.0,210409072128.0,634629.587890625,21630094,683836.10546875,21749162,0.0,10412.720703125,39.02722280573175,98.3120735977669,0.029340121586647984,0.031441951899974355,0.009441535637104153,1.7733383433744694,0.9990891432852625,0.0,39.02722280573175,98.3120735977669,0.029340121586647984,0.031441951899974355,0.009441535637104153
0.3,correlation_topology_neighbor_fill,short,17026998,11686830,58578,22260546.0,11656851.0,0.0,459487173.0,113797971328.0,309878.671875,11610211,369749.58642578125,11675277,0.0,10405.494140625,39.316664399157,98.6776723528336,0.02669018434505626,0.03166944873563011,0.009483227900497052,1.9047548394218108,0.9974348048187576,0.0,39.316664399157,98.6776723528336,0.02669018434505626,0.03166944873563011,0.009483227900497052
0.3,forward_fill,long,16461239,16461239,0,28595059.0,16446207.0,0.0,3200706596.0,2582437562368.0,2326259.00390625,16369199,1665670.93359375,16409623,0.0,10450.33203125,194.4389845746119,396.08067622127294,0.14211196307811091,0.1015057404788489,0.03790125280583036,1.7371146242394027,0.9990868245093824,0.0,194.4389845746119,396.08067622127294,0.14211196307811091,0.1015057404788489,0.03790125280583036
0.3,forward_fill,mid,31876911,31876911,0,56283652.0,31848152.0,0.0,5204605872.0,3561818312704.0,3841356.1640625,31690914,2773112.01171875,31768047,0.0,10413.841796875,163.27196421259262,334.27028087342217,0.12121317056562332,0.08729249272763762,0.032098651716961024,1.7656557751157256,0.9990978109516321,0.0,163.27196421259262,334.27028087342217,0.12121317056562332,0.08729249272763762,0.032098651716961024
0.3,forward_fill,short,17026998,17026998,0,31428558.0,16985925.0,0.0,2106503384.0,1139806351360.0,1492053.23046875,16925584,1155730.15234375,16957994,0.0,10465.24609375,123.7154890133892,258.72982444181156,0.08815372222717692,0.06815252749492363,0.024722765439441394,1.8458073466620482,0.9975877720782019,0.0,123.7154890133892,258.72982444181156,0.08815372222717692,0.06815252749492363,0.024722765439441394
0.3,function_curve_fit,long,16461239,16461239,0,28595059.0,16446207.0,0.0,2230636772.0,1109289105408.0,1902595.796875,16369199,1245809.748046875,16461216,0.0,10450.33203125,135.5084372446084,259.5918859486679,0.11623023196645114,0.07568151393231673,0.024840539532370934,1.7371146242394027,0.9990868245093824,0.0,135.5084372446084,259.5918859486679,0.11623023196645114,0.07568151393231673,0.024840539532370934
0.3,function_curve_fit,mid,31876911,31876911,0,56283652.0,31848152.0,0.0,4295767792.0,2106685167616.0,3554364.61328125,31690914,2436760.16796875,31876888,0.0,10413.841796875,134.76110630669328,257.0761006251888,0.11215721368216928,0.07644285000370017,0.024686000194695926,1.7656557751157256,0.9990978109516321,0.0,134.76110630669328,257.0761006251888,0.11215721368216928,0.07644285000370017,0.024686000194695926
0.3,function_curve_fit,short,17026998,17026998,0,31428558.0,16985925.0,0.0,2282650352.0,1106554302464.0,1741238.154296875,16925584,1301835.396484375,17026991,0.0,10465.24609375,134.060646039895,254.9278733616502,0.10287610485386353,0.07645716124971083,0.024359472398255106,1.8458073466620482,0.9975877720782019,0.0,134.060646039895,254.9278733616502,0.10287610485386353,0.07645716124971083,0.024359472398255106
0.3,historical_linear_extrapolation,long,16461239,16461239,0,28595059.0,16446207.0,0.0,2338401420.0,1259504013312.0,1863487.37890625,16369199,1267569.595703125,16439181,0.0,10450.33203125,142.05500691655106,276.61040822994045,0.11384108525446175,0.07710661472144659,0.026469054514515183,1.7371146242394027,0.9990868245093824,0.0,142.05500691655106,276.61040822994045,0.11384108525446175,0.07710661472144659,0.026469054514515183
0.3,historical_linear_extrapolation,mid,31876911,31876911,0,56283652.0,31848152.0,0.0,4505990704.0,2388581177344.0,3593652.4375,31690914,2477185.515625,31832545,0.0,10413.841796875,141.35593953880914,273.73598177159175,0.11339693255612635,0.07781927318802188,0.026285782625748627,1.7656557751157256,0.9990978109516321,0.0,141.35593953880914,273.73598177159175,0.11339693255612635,0.07781927318802188,0.026285782625748627
0.3,historical_linear_extrapolation,short,17026998,17026998,0,31428558.0,16985925.0,0.0,2392693544.0,1251493425152.0,1715328.97265625,16925584,1322435.802734375,17002210,0.0,10465.24609375,140.52351119087464,271.1098168820806,0.10134533453358241,0.07778022990742821,0.025905727820771593,1.8458073466620482,0.9975877720782019,0.0,140.52351119087464,271.1098168820806,0.10134533453358241,0.07778022990742821,0.025905727820771593
0.3,mean_fill,long,16461239,16461239,0,28595059.0,16446207.0,0.0,2091491156.0,1010505662464.0,1791034.37890625,16369199,1143905.4921875,16439224,0.0,10450.33203125,127.05551240705515,247.7639496108151,0.10941490655139875,0.06958391054148906,0.023708715557545706,1.7371146242394027,0.9990868245093824,0.0,127.05551240705515,247.7639496108151,0.10941490655139875,0.06958391054148906,0.023708715557545706
