missing_rate,method,chunk_index,day_index,group_dimension,flow_group,length_group,neighbor_coverage_group,is_warmup_day,missing_count,valid_eval_count,fallback_count,neighbor_available_count_sum,neighbor_coverage_sum,mean_positive_corr_sum,mae,rmse,mape,smape,nrmse,abs_error_sum,sq_error_sum,ape_sum,ape_count,smape_sum,smape_count,true_min,true_max,MAE,RMSE,MAPE,sMAPE,NRMSE
0.05,function_curve_fit,4,4,length_group,overall,long,overall,True,81232,81232,0,165249.0,81232.0,0.0,151.94126892089844,286.0077209472656,0.10477755963802338,0.08820493519306183,0.0308802339583991,12342493.0,6644811776.0,8447.4814453125,80623,7165.0634765625,81232,0.0,9261.837890625,151.94126892089844,286.0077209472656,0.10477755963802338,0.08820493519306183,0.0308802339583991
0.05,function_curve_fit,4,4,length_group,overall,mid,overall,True,91493,91493,0,191780.0,91493.0,0.0,151.029052734375,284.79119873046875,0.14128144085407257,0.08861536532640457,0.027328829682366496,13818101.0,7420633088.0,12820.16015625,90742,8107.15380859375,91487,0.0,10420.9072265625,151.029052734375,284.79119873046875,0.14128144085407257,0.08861536532640457,0.027328829682366496
0.05,function_curve_fit,4,4,length_group,overall,short,overall,True,29880,29880,0,62942.0,29880.0,0.0,145.5143585205078,276.4554443359375,0.114920973777771,0.08745300024747849,0.02869646852150889,4347969.0,2283657216.0,3405.33837890625,29632,2613.095703125,29880,0.0,9633.779296875,145.5143585205078,276.4554443359375,0.114920973777771,0.08745300024747849,0.02869646852150889
0.05,function_curve_fit,4,4,overall,overall,overall,overall,True,202605,202605,0,419971.0,202605.0,0.0,150.58148193359375,284.0677185058594,0.12275297939777374,0.0882793590426445,0.027259403843629033,30508562.0,16349103104.0,24672.98046875,200997,17885.310546875,202599,0.0,10420.9072265625,150.58148193359375,284.0677185058594,0.12275297939777374,0.0882793590426445,0.027259403843629033
0.05,function_curve_fit,5,5,flow_group,high_flow,overall,overall,True,68200,68200,0,164446.0,68200.0,0.0,169.60308837890625,305.7549133300781,0.04544631391763687,0.04791174829006195,0.04081148240516374,11566931.0,6375750144.0,3099.438720703125,68200,3267.581298828125,68200,2896.589111328125,10388.4736328125,169.60308837890625,305.7549133300781,0.04544631391763687,0.04791174829006195,0.04081148240516374
0.05,function_curve_fit,5,5,flow_group,low_flow,overall,overall,True,68149,68149,0,122790.0,68149.0,0.0,98.38800811767578,211.04139709472656,0.18669171631336212,0.12185296416282654,0.14189595766884835,6705044.5,3035252224.0,12468.392578125,66786,8302.6953125,68137,0.0,1487.2967529296875,98.38800811767578,211.04139709472656,0.18669171631336212,0.12185296416282654,0.14189595766884835
0.05,function_curve_fit,5,5,flow_group,mid_flow,overall,overall,True,65756,65756,0,132326.0,65756.0,0.0,158.17030334472656,271.4747009277344,0.07140517979860306,0.07190734148025513,0.19263371109595856,10400646.0,4846118912.0,4695.31884765625,65756,4728.33935546875,65756,1487.302734375,2896.58203125,158.17030334472656,271.4747009277344,0.07140517979860306,0.07190734148025513,0.19263371109595856
0.05,function_curve_fit,5,5,length_group,overall,long,overall,True,80880,80880,0,167386.0,80880.0,0.0,143.72830200195312,265.7961730957031,0.11066145449876785,0.07924773544073105,0.025585681062535785,11624745.0,5713977856.0,8896.07421875,80390,6409.55712890625,80880,0.0,10388.4736328125,143.72830200195312,265.7961730957031,0.11066145449876785,0.07924773544073105,0.025585681062535785
0.05,function_curve_fit,5,5,length_group,overall,mid,overall,True,91139,91139,0,188970.0,91139.0,0.0,141.06356811523438,267.46856689453125,0.09594859182834625,0.08211156725883484,0.029059431197064178,12856393.0,6520032768.0,8678.4541015625,90449,7482.58056640625,91127,0.0,9204.19140625,141.06356811523438,267.46856689453125,0.09594859182834625,0.08211156725883484,0.029059431197064178
0.05,function_curve_fit,5,5,length_group,overall,short,overall,True,30086,30086,0,63206.0,30086.0,0.0,139.3166961669922,259.3150329589844,0.08991151303052902,0.07998666167259216,0.02779146616721165,4191482.0,2023111424.0,2688.6240234375,29903,2406.478759765625,30086,0.0,9330.7431640625,139.3166961669922,259.3150329589844,0.08991151303052902,0.07998666167259216,0.02779146616721165
0.05,function_curve_fit,5,5,overall,overall,overall,overall,True,202105,202105,0,419562.0,202105.0,0.0,141.86993408203125,265.5995788574219,0.10094127058982849,0.08064908534288406,0.025566756796543494,28672622.0,14257119232.0,20263.15234375,200742,16298.6162109375,202093,0.0,10388.4736328125,141.86993408203125,265.5995788574219,0.10094127058982849,0.08064908534288406,0.025566756796543494
0.05,function_curve_fit,6,6,flow_group,high_flow,overall,overall,True,68367,68367,0,164169.0,68367.0,0.0,172.88815307617188,316.1476745605469,0.04604624584317207,0.04888496547937393,0.04549611705410048,11819844.0,6833237504.0,3148.043701171875,68367,3342.118408203125,68367,2896.583984375,9845.4775390625,172.88815307617188,316.1476745605469,0.04604624584317207,0.04888496547937393,0.04549611705410048
0.05,function_curve_fit,6,6,flow_group,low_flow,overall,overall,True,68035,68035,0,123309.0,68035.0,0.0,98.40390014648438,215.27926635742188,0.13874660432338715,0.1223180741071701,0.14474482389905827,6694909.5,3153092864.0,9256.4794921875,66715,8321.91015625,68035,0.0,1487.302001953125,98.40390014648438,215.27926635742188,0.13874660432338715,0.1223180741071701,0.14474482389905827
0.05,function_curve_fit,6,6,flow_group,mid_flow,overall,overall,True,64865,64865,0,130089.0,64865.0,0.0,156.37351989746094,269.1403503417969,0.0708809420466423,0.07132932543754578,0.1909801585029524,10143168.0,4698595328.0,4597.6923828125,64865,4626.77685546875,64865,1487.3057861328125,2896.56396484375,156.37351989746094,269.1403503417969,0.0708809420466423,0.07132932543754578,0.1909801585029524
0.05,function_curve_fit,6,6,length_group,overall,long,overall,True,80007,80007,0,163955.0,80007.0,0.0,145.05381774902344,276.719482421875,0.08380994945764542,0.08031107485294342,0.030756704538978993,11605321.0,6126429696.0,6667.1650390625,79551,6425.4482421875,80007,0.0,8997.0458984375,145.05381774902344,276.719482421875,0.08380994945764542,0.08031107485294342,0.030756704538978993
