scenario_tag,missing_rate_target,chunk_index,day_index,file_name,row_count,expected_missing_count,observed_missing_count,observed_missing_rate,expected_missing_rate,event_count,resampled_event_count,candidate_rounds,skipped_missing_slots,neighbor_observed_ratio,average_available_neighbor_count,min_available_neighbor_count,anchor_neighbor_count,strict_anchor_missing_count,relaxed_anchor_missing_count,weak_neighbor_available_missing_count,none_missing_count,spatially_constrained_missing_count,spatially_unconstrained_missing_count,spatially_constrained_ratio,constraint_relaxation_used,max_relaxation_stage_used,global_missing_count,allocation_source,constraint_stage_summaries,relaxation_reason,neighbor_protection_mode,placement_backend,checkpoint_mode,event_id_written_directly,backfill_event_ids_used,chunk_outer_loop_enabled,full_checkpoint_rewrite_disabled,spatial_constraint_relaxation,relaxation_policy,allow_no_spatial_constraint,min_spatially_constrained_ratio,write_missing_data,write_event_neighbor_rows,io_time_seconds,placement_time_seconds,write_time_seconds,checkpoint_time_seconds,mask_path,missing_dataset_path,status_json_path,status_csv_path,event_part_path,event_neighbor_path,elapsed_seconds
snh_r05_mix_s42,0.05,49,49,node_flow_chunk_049.parquet,4034976,202001,202001,0.05006250346966128,0.05,27551,2985,1,0,1.0,2.091503030742986,1,1,202001,0,0,0,202001,0,1.0,False,1,12306677,global_missing_allocation.csv,"[{""spatial_constraint_level"": ""strict_anchor"", ""accepted_missing_count"": 202001, ""accepted_event_count"": 27551, ""resampled_candidate_count"": 2985, ""relaxation_reason"": ""no_relaxation""}]",no_relaxation,anchor,bitset,part_files,True,False,True,True,True,progressive,True,0.7,True,False,0.6993887999997241,2.36738749999995,1.1828082000001814,0.011441199999808305,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\masks\snh_r05_mix_s42\node_flow_chunk_049_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\miss_data\snh_r05_mix_s42\node_flow_chunk_049.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_049.status.json,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_049.status.csv,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\event_parts\snh_r05_mix_s42__chunk_049.events.parquet,,3.784945399999742
snh_r05_mix_s42,0.05,50,50,node_flow_chunk_050.parquet,4034976,201953,201953,0.050050607488123844,0.05,27428,2930,1,0,1.0,2.0914394049876037,1,1,201953,0,0,0,201953,0,1.0,False,1,12306677,global_missing_allocation.csv,"[{""spatial_constraint_level"": ""strict_anchor"", ""accepted_missing_count"": 201953, ""accepted_event_count"": 27428, ""resampled_candidate_count"": 2930, ""relaxation_reason"": ""no_relaxation""}]",no_relaxation,anchor,bitset,part_files,True,False,True,True,True,progressive,True,0.7,True,False,0.8870523000000503,2.3201960999999756,1.367557499999748,0.009980099999665981,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\masks\snh_r05_mix_s42\node_flow_chunk_050_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\miss_data\snh_r05_mix_s42\node_flow_chunk_050.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_050.status.json,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_050.status.csv,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\event_parts\snh_r05_mix_s42__chunk_050.events.parquet,,3.720239700000093
snh_r05_mix_s42,0.05,51,51,node_flow_chunk_051.parquet,4034976,201040,201040,0.04982433600596385,0.05,27348,2956,1,0,1.0,2.086404855930964,1,1,201040,0,0,0,201040,0,1.0,False,1,12306677,global_missing_allocation.csv,"[{""spatial_constraint_level"": ""strict_anchor"", ""accepted_missing_count"": 201040, ""accepted_event_count"": 27348, ""resampled_candidate_count"": 2956, ""relaxation_reason"": ""no_relaxation""}]",no_relaxation,anchor,bitset,part_files,True,False,True,True,True,progressive,True,0.7,True,False,0.7322344999997767,2.1346926000001076,1.3052167999999256,0.009080299999823183,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\masks\snh_r05_mix_s42\node_flow_chunk_051_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\miss_data\snh_r05_mix_s42\node_flow_chunk_051.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_051.status.json,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_051.status.csv,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\event_parts\snh_r05_mix_s42__chunk_051.events.parquet,,3.525344099999984
snh_r05_mix_s42,0.05,52,52,node_flow_chunk_052.parquet,4034976,201728,201728,0.04999484507466711,0.05,27444,2873,1,0,1.0,2.0922970412476314,1,1,201728,0,0,0,201728,0,1.0,False,1,12306677,global_missing_allocation.csv,"[{""spatial_constraint_level"": ""strict_anchor"", ""accepted_missing_count"": 201728, ""accepted_event_count"": 27444, ""resampled_candidate_count"": 2873, ""relaxation_reason"": ""no_relaxation""}]",no_relaxation,anchor,bitset,part_files,True,False,True,True,True,progressive,True,0.7,True,False,0.7860007999997833,2.3312550999999075,1.1917250000001332,0.017308299999967858,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\masks\snh_r05_mix_s42\node_flow_chunk_052_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\miss_data\snh_r05_mix_s42\node_flow_chunk_052.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_052.status.json,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_052.status.csv,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\event_parts\snh_r05_mix_s42__chunk_052.events.parquet,,3.8081217999997534
snh_r05_mix_s42,0.05,53,53,node_flow_chunk_053.parquet,4034976,201085,201085,0.0498354884886552,0.05,27464,3061,1,0,1.0,2.0902272065249052,1,1,201085,0,0,0,201085,0,1.0,False,1,12306677,global_missing_allocation.csv,"[{""spatial_constraint_level"": ""strict_anchor"", ""accepted_missing_count"": 201085, ""accepted_event_count"": 27464, ""resampled_candidate_count"": 3061, ""relaxation_reason"": ""no_relaxation""}]",no_relaxation,anchor,bitset,part_files,True,False,True,True,True,progressive,True,0.7,True,False,0.6741666999996596,2.3461961000002702,1.1606317000000672,0.013221300000168412,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\masks\snh_r05_mix_s42\node_flow_chunk_053_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\miss_data\snh_r05_mix_s42\node_flow_chunk_053.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_053.status.json,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_053.status.csv,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\event_parts\snh_r05_mix_s42__chunk_053.events.parquet,,3.6562532000002648
snh_r05_mix_s42,0.05,54,54,node_flow_chunk_054.parquet,4034976,202542,202542,0.05019658109490614,0.05,27637,3050,1,0,1.0,2.0940044143720375,1,1,202542,0,0,0,202542,0,1.0,False,1,12306677,global_missing_allocation.csv,"[{""spatial_constraint_level"": ""strict_anchor"", ""accepted_missing_count"": 202542, ""accepted_event_count"": 27637, ""resampled_candidate_count"": 3050, ""relaxation_reason"": ""no_relaxation""}]",no_relaxation,anchor,bitset,part_files,True,False,True,True,True,progressive,True,0.7,True,False,0.7276257999997142,2.319438900000023,1.3321258999999372,0.014836999999715772,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\masks\snh_r05_mix_s42\node_flow_chunk_054_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\miss_data\snh_r05_mix_s42\node_flow_chunk_054.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_054.status.json,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_054.status.csv,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\event_parts\snh_r05_mix_s42__chunk_054.events.parquet,,3.929263799999717
snh_r05_mix_s42,0.05,55,55,node_flow_chunk_055.parquet,4034976,201672,201672,0.0499809664295401,0.05,27475,2999,1,0,1.0,2.092156505914468,1,1,201672,0,0,0,201672,0,1.0,False,1,12306677,global_missing_allocation.csv,"[{""spatial_constraint_level"": ""strict_anchor"", ""accepted_missing_count"": 201672, ""accepted_event_count"": 27475, ""resampled_candidate_count"": 2999, ""relaxation_reason"": ""no_relaxation""}]",no_relaxation,anchor,bitset,part_files,True,False,True,True,True,progressive,True,0.7,True,False,0.7051762000000963,2.0843433999998524,1.2495584000002964,0.008736000000681088,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\masks\snh_r05_mix_s42\node_flow_chunk_055_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\miss_data\snh_r05_mix_s42\node_flow_chunk_055.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_055.status.json,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_055.status.csv,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\event_parts\snh_r05_mix_s42__chunk_055.events.parquet,,3.3843410999998014
snh_r05_mix_s42,0.05,56,56,node_flow_chunk_056.parquet,4034976,201346,201346,0.04990017288826501,0.05,27322,3045,1,0,1.0,2.086523680550472,1,1,201346,0,0,0,201346,0,1.0,False,1,12306677,global_missing_allocation.csv,"[{""spatial_constraint_level"": ""strict_anchor"", ""accepted_missing_count"": 201346, ""accepted_event_count"": 27322, ""resampled_candidate_count"": 3045, ""relaxation_reason"": ""no_relaxation""}]",no_relaxation,anchor,bitset,part_files,True,False,True,True,True,progressive,True,0.7,True,False,0.6722107000000506,2.0211942000000818,1.0253480999999738,0.009742499999902066,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\masks\snh_r05_mix_s42\node_flow_chunk_056_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\miss_data\snh_r05_mix_s42\node_flow_chunk_056.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_056.status.json,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_056.status.csv,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\event_parts\snh_r05_mix_s42__chunk_056.events.parquet,,3.3674677999997584
snh_r05_mix_s42,0.05,57,57,node_flow_chunk_057.parquet,4034976,202013,202013,0.05006547746504564,0.05,27238,2869,1,0,1.0,2.0893971657243555,1,1,202013,0,0,0,202013,0,1.0,False,1,12306677,global_missing_allocation.csv,"[{""spatial_constraint_level"": ""strict_anchor"", ""accepted_missing_count"": 202013, ""accepted_event_count"": 27238, ""resampled_candidate_count"": 2869, ""relaxation_reason"": ""no_relaxation""}]",no_relaxation,anchor,bitset,part_files,True,False,True,True,True,progressive,True,0.7,True,False,0.7198146999999153,1.9892924999999195,1.5058990000002268,0.016186199999992823,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\masks\snh_r05_mix_s42\node_flow_chunk_057_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\miss_data\snh_r05_mix_s42\node_flow_chunk_057.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_057.status.json,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_057.status.csv,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\event_parts\snh_r05_mix_s42__chunk_057.events.parquet,,3.5945142000000487
snh_r05_mix_s42,0.05,58,58,node_flow_chunk_058.parquet,4034976,201701,201701,0.049988153585052306,0.05,27248,3023,1,0,1.0,2.085620963006459,1,1,201701,0,0,0,201701,0,1.0,False,1,12306677,global_missing_allocation.csv,"[{""spatial_constraint_level"": ""strict_anchor"", ""accepted_missing_count"": 201701, ""accepted_event_count"": 27248, ""resampled_candidate_count"": 3023, ""relaxation_reason"": ""no_relaxation""}]",no_relaxation,anchor,bitset,part_files,True,False,True,True,True,progressive,True,0.7,True,False,0.7832981000001382,2.47519659999989,1.1286165999999866,0.01110789999984263,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\masks\snh_r05_mix_s42\node_flow_chunk_058_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\miss_data\snh_r05_mix_s42\node_flow_chunk_058.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_058.status.json,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_058.status.csv,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\event_parts\snh_r05_mix_s42__chunk_058.events.parquet,,4.076361399999769
snh_r05_mix_s42,0.05,59,59,node_flow_chunk_059.parquet,4034976,202182,202182,0.050107361233375364,0.05,27529,3130,1,0,1.0,2.088888081659341,1,1,202182,0,0,0,202182,0,1.0,False,1,12306677,global_missing_allocation.csv,"[{""spatial_constraint_level"": ""strict_anchor"", ""accepted_missing_count"": 202182, ""accepted_event_count"": 27529, ""resampled_candidate_count"": 3130, ""relaxation_reason"": ""no_relaxation""}]",no_relaxation,anchor,bitset,part_files,True,False,True,True,True,progressive,True,0.7,True,False,0.8147433999997702,2.3807447000003776,1.1054418999997324,0.009184399999412562,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\masks\snh_r05_mix_s42\node_flow_chunk_059_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\miss_data\snh_r05_mix_s42\node_flow_chunk_059.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_059.status.json,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_059.status.csv,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\event_parts\snh_r05_mix_s42__chunk_059.events.parquet,,3.858634300000176
snh_r05_mix_s42,0.05,60,60,node_flow_chunk_060.parquet,4034976,202203,202203,0.05011256572529799,0.05,27419,3000,1,0,1.0,2.0913964768955835,1,1,202203,0,0,0,202203,0,1.0,False,1,12306677,global_missing_allocation.csv,"[{""spatial_constraint_level"": ""strict_anchor"", ""accepted_missing_count"": 202203, ""accepted_event_count"": 27419, ""resampled_candidate_count"": 3000, ""relaxation_reason"": ""no_relaxation""}]",no_relaxation,anchor,bitset,part_files,True,False,True,True,True,progressive,True,0.7,True,False,0.8962249999999585,2.4298565999997663,1.1340242999999646,0.006635399999595393,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\masks\snh_r05_mix_s42\node_flow_chunk_060_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\miss_data\snh_r05_mix_s42\node_flow_chunk_060.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_060.status.json,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r05_mix_s42__chunk_060.status.csv,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\event_parts\snh_r05_mix_s42__chunk_060.events.parquet,,3.8712419000003138
snh_r10_mix_s42,0.1,0,0,node_flow_chunk_000.parquet,4034976,403576,403576,0.10001943010317782,0.1,57190,14023,1,0,1.0,2.033344990382934,1,1,403576,0,0,0,403576,0,1.0,False,1,24613354,global_missing_allocation.csv,"[{""spatial_constraint_level"": ""strict_anchor"", ""accepted_missing_count"": 403576, ""accepted_event_count"": 57190, ""resampled_candidate_count"": 14023, ""relaxation_reason"": ""no_relaxation""}]",no_relaxation,anchor,bitset,part_files,True,False,True,True,True,progressive,True,0.7,True,False,0.5754260000000002,4.403046100000001,1.291991099999997,0.008355299999998067,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\masks\snh_r10_mix_s42\node_flow_chunk_000_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\miss_data\snh_r10_mix_s42\node_flow_chunk_000.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r10_mix_s42__chunk_000.status.json,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r10_mix_s42__chunk_000.status.csv,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\event_parts\snh_r10_mix_s42__chunk_000.events.parquet,,6.052193199999998
snh_r10_mix_s42,0.1,1,1,node_flow_chunk_001.parquet,4034976,402991,402991,0.0998744478281903,0.1,57076,14285,1,0,1.0,2.037196019342631,1,1,402991,0,0,0,402991,0,1.0,False,1,24613354,global_missing_allocation.csv,"[{""spatial_constraint_level"": ""strict_anchor"", ""accepted_missing_count"": 402991, ""accepted_event_count"": 57076, ""resampled_candidate_count"": 14285, ""relaxation_reason"": ""no_relaxation""}]",no_relaxation,anchor,bitset,part_files,True,False,True,True,True,progressive,True,0.7,True,False,0.9458129,5.5806045,1.9454196000000081,0.015705300000007583,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\masks\snh_r10_mix_s42\node_flow_chunk_001_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\miss_data\snh_r10_mix_s42\node_flow_chunk_001.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r10_mix_s42__chunk_001.status.json,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r10_mix_s42__chunk_001.status.csv,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\event_parts\snh_r10_mix_s42__chunk_001.events.parquet,,7.8434217
snh_r10_mix_s42,0.1,2,2,node_flow_chunk_002.parquet,4034976,403569,403569,0.10001769527253694,0.1,57267,14080,1,0,1.0,2.0325318246110324,1,1,403569,0,0,0,403569,0,1.0,False,1,24613354,global_missing_allocation.csv,"[{""spatial_constraint_level"": ""strict_anchor"", ""accepted_missing_count"": 403569, ""accepted_event_count"": 57267, ""resampled_candidate_count"": 14080, ""relaxation_reason"": ""no_relaxation""}]",no_relaxation,anchor,bitset,part_files,True,False,True,True,True,progressive,True,0.7,True,False,0.7552652000000109,5.469943200000003,1.7707424000000174,0.011930099999972299,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\masks\snh_r10_mix_s42\node_flow_chunk_002_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\miss_data\snh_r10_mix_s42\node_flow_chunk_002.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r10_mix_s42__chunk_002.status.json,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r10_mix_s42__chunk_002.status.csv,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\event_parts\snh_r10_mix_s42__chunk_002.events.parquet,,7.62302720000001
snh_r10_mix_s42,0.1,3,3,node_flow_chunk_003.parquet,4034976,403996,403996,0.10012351994163038,0.1,56843,13903,1,0,1.0,2.0329679995777843,1,1,403996,0,0,0,403996,0,1.0,False,1,24613354,global_missing_allocation.csv,"[{""spatial_constraint_level"": ""strict_anchor"", ""accepted_missing_count"": 403996, ""accepted_event_count"": 56843, ""resampled_candidate_count"": 13903, ""relaxation_reason"": ""no_relaxation""}]",no_relaxation,anchor,bitset,part_files,True,False,True,True,True,progressive,True,0.7,True,False,0.6297323000000006,6.390090600000008,1.9116597000000013,0.015241199999991295,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\masks\snh_r10_mix_s42\node_flow_chunk_003_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\miss_data\snh_r10_mix_s42\node_flow_chunk_003.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r10_mix_s42__chunk_003.status.json,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r10_mix_s42__chunk_003.status.csv,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\event_parts\snh_r10_mix_s42__chunk_003.events.parquet,,8.92808260000001
snh_r10_mix_s42,0.1,4,4,node_flow_chunk_004.parquet,4034976,403890,403890,0.10009724964906855,0.1,57037,14407,1,0,1.0,2.0333818398583374,1,1,403890,0,0,0,403890,0,1.0,False,1,24613354,global_missing_allocation.csv,"[{""spatial_constraint_level"": ""strict_anchor"", ""accepted_missing_count"": 403890, ""accepted_event_count"": 57037, ""resampled_candidate_count"": 14407, ""relaxation_reason"": ""no_relaxation""}]",no_relaxation,anchor,bitset,part_files,True,False,True,True,True,progressive,True,0.7,True,False,0.8116713000000004,4.886470900000006,1.8279916000000185,0.011916900000016994,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\masks\snh_r10_mix_s42\node_flow_chunk_004_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\miss_data\snh_r10_mix_s42\node_flow_chunk_004.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r10_mix_s42__chunk_004.status.json,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r10_mix_s42__chunk_004.status.csv,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\event_parts\snh_r10_mix_s42__chunk_004.events.parquet,,7.38869840000001
snh_r10_mix_s42,0.1,5,5,node_flow_chunk_005.parquet,4034976,405115,405115,0.10040084501122187,0.1,57382,14624,1,0,1.0,2.0319089609982224,1,1,405115,0,0,0,405115,0,1.0,False,1,24613354,global_missing_allocation.csv,"[{""spatial_constraint_level"": ""strict_anchor"", ""accepted_missing_count"": 405115, ""accepted_event_count"": 57382, ""resampled_candidate_count"": 14624, ""relaxation_reason"": ""no_relaxation""}]",no_relaxation,anchor,bitset,part_files,True,False,True,True,True,progressive,True,0.7,True,False,0.48126239999999143,3.9995602999999846,1.165444100000002,0.008740899999963858,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\masks\snh_r10_mix_s42\node_flow_chunk_005_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\miss_data\snh_r10_mix_s42\node_flow_chunk_005.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r10_mix_s42__chunk_005.status.json,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\status_parts\snh_r10_mix_s42__chunk_005.status.csv,E:\Jupter_Notebook\FedTrafficFlow\results\rdm_exp\scenarios\snh_mix_fast_full_temp\miss_set\manifests\event_parts\snh_r10_mix_s42__chunk_005.events.parquet,,5.360542500000008
