node_id,node_index,first_hop_neighbor_count,second_hop_neighbor_count,preferred_neighbor_scope,preferred_available_neighbor_count,required_anchor_count,eligible
1520428469,8411,3,3,1,3,1,True
1520428470,8412,2,4,1,2,1,True
1520428473,8413,1,0,1,1,1,True
1520428477,8414,2,4,1,2,1,True
1520428479,8415,1,1,1,1,1,True
1520428482,8416,1,1,1,1,1,True
1520428484,8417,2,1,1,2,1,True
1520428490,8418,3,4,1,3,1,True
1520428491,8419,2,3,1,2,1,True
1520428492,8420,2,2,1,2,1,True
1520428500,8421,2,3,1,2,1,True
1520428507,8422,2,2,1,2,1,True
1520428518,8423,2,3,1,2,1,True
1520428528,8424,2,3,1,2,1,True
1520428529,8425,2,2,1,2,1,True
1520428532,8426,2,2,1,2,1,True
1520428534,8427,2,3,1,2,1,True
1520428538,8428,3,5,1,3,1,True
1520428541,8429,2,2,1,2,1,True
1520428542,8430,2,2,1,2,1,True
1520428543,8431,3,3,1,3,1,True
1520428544,8432,2,4,1,2,1,True
1520428546,8433,2,2,1,2,1,True
1520428548,8434,2,2,1,2,1,True
1520428549,8435,2,2,1,2,1,True
1520428550,8436,2,3,1,2,1,True
1520428553,8437,2,2,1,2,1,True
1520428554,8438,2,2,1,2,1,True
1520428555,8439,2,2,1,2,1,True
1520428558,8440,2,2,1,2,1,True
1520428559,8441,1,1,1,1,1,True
1520428560,8442,4,6,1,4,1,True
1520428562,8443,2,3,1,2,1,True
1520428563,8444,2,4,1,2,1,True
1520428568,8445,2,3,1,2,1,True
1520428571,8446,2,1,1,2,1,True
1520428574,8447,3,3,1,3,1,True
1520428584,8448,2,2,1,2,1,True
1520428592,8449,2,2,1,2,1,True
1520428597,8450,3,4,1,3,1,True
1520428605,8451,2,2,1,2,1,True
1520428613,8452,2,2,1,2,1,True
1520428617,8453,2,2,1,2,1,True
1520428625,8454,2,2,1,2,1,True
1520428630,8455,2,2,1,2,1,True
1520428638,8456,2,2,1,2,1,True
1520428643,8457,2,2,1,2,1,True
1520428647,8458,3,4,1,3,1,True
1520428668,8459,2,3,1,2,1,True
1520428672,8460,2,2,1,2,1,True
1520428682,8461,2,2,1,2,1,True
1520428686,8462,2,3,1,2,1,True
1520428687,8463,3,4,1,3,1,True
1520428689,8464,2,2,1,2,1,True
1520428691,8465,3,3,1,3,1,True
1520428692,8466,3,4,1,3,1,True
1520428694,8467,2,1,1,2,1,True
1520428733,8468,2,2,1,2,1,True
1520428741,8469,2,4,1,2,1,True
1520428745,8470,2,3,1,2,1,True
1520428748,8471,2,2,1,2,1,True
1520428749,8472,2,4,1,2,1,True
1520428751,8473,2,5,1,2,1,True
1520428752,8474,2,2,1,2,1,True
1520428757,8475,2,2,1,2,1,True
1520428766,8476,2,3,1,2,1,True
1520428769,8477,2,3,1,2,1,True
1520428778,8478,3,4,1,3,1,True
1520428780,8479,1,2,1,1,1,True
1520428784,8480,2,2,1,2,1,True
1520428796,8481,2,2,1,2,1,True
1520428798,8482,3,5,1,3,1,True
1520428800,8483,2,3,1,2,1,True
1520428802,8484,2,2,1,2,1,True
1520428803,8485,2,2,1,2,1,True
1520428805,8486,4,4,1,4,1,True
1520428807,8487,3,5,1,3,1,True
1520428809,8488,2,2,1,2,1,True
1520428810,8489,2,5,1,2,1,True
1520428812,8490,2,3,1,2,1,True
1520428815,8491,3,4,1,3,1,True
1520428818,8492,4,6,1,4,1,True
1520428819,8493,2,5,1,2,1,True
1520428821,8494,1,1,1,1,1,True
1520428822,8495,2,3,1,2,1,True
1520428823,8496,2,4,1,2,1,True
1520428827,8497,1,3,1,1,1,True
1520428828,8498,4,6,1,4,1,True
1520428831,8499,2,2,1,2,1,True
1520428844,8500,3,5,1,3,1,True
1520428846,8501,2,2,1,2,1,True
1520428849,8502,3,4,1,3,1,True
1520428866,8503,2,2,1,2,1,True
1520428867,8504,2,2,1,2,1,True
1520428879,8505,2,3,1,2,1,True
1520428884,8506,2,2,1,2,1,True
1520428888,8507,2,1,1,2,1,True
1520428896,8508,1,1,1,1,1,True
1520428901,8509,2,2,1,2,1,True
1520428902,8510,3,4,1,3,1,True
1520428910,8511,3,3,1,3,1,True
1520428919,8512,2,2,1,2,1,True
1520428925,8513,2,2,1,2,1,True
1520428945,8514,1,2,1,1,1,True
1520428952,8515,2,4,1,2,1,True
1520428972,8516,2,4,1,2,1,True
1520428991,8517,2,2,1,2,1,True
1520429000,8518,1,1,1,1,1,True
1520429002,8519,2,1,1,2,1,True
1520429008,8520,2,2,1,2,1,True
1520429021,8521,2,2,1,2,1,True
1520429026,8522,2,2,1,2,1,True
1520429045,8523,3,4,1,3,1,True
1520429049,8524,4,8,1,4,1,True
1520429050,8525,3,5,1,3,1,True
1520429052,8526,2,3,1,2,1,True
1520429055,8527,4,8,1,4,1,True
1520429058,8528,3,6,1,3,1,True
1520429060,8529,2,1,1,2,1,True
1520429065,8530,4,6,1,4,1,True
1520429066,8531,3,5,1,3,1,True
1520429070,8532,2,4,1,2,1,True
1520429074,8533,2,3,1,2,1,True
1520429075,8534,4,7,1,4,1,True
1520429081,8535,2,4,1,2,1,True
1520429082,8536,3,6,1,3,1,True
1520429083,8537,4,7,1,4,1,True
1520429084,8538,3,5,1,3,1,True
1520429087,8539,2,2,1,2,1,True
1520429089,8540,2,3,1,2,1,True
1520429125,8541,2,2,1,2,1,True
1520429132,8542,2,3,1,2,1,True
1520429145,8543,2,1,1,2,1,True
1520429159,8544,2,2,1,2,1,True
1520429160,8545,2,3,1,2,1,True
1520429162,8546,1,1,1,1,1,True
1520429168,8547,2,2,1,2,1,True
1520429171,8548,2,2,1,2,1,True
1520429173,8549,2,2,1,2,1,True
1520429174,8550,2,2,1,2,1,True
1520429178,8551,3,5,1,3,1,True
1520429187,8552,2,2,1,2,1,True
1520429188,8553,2,4,1,2,1,True
1520429190,8554,2,1,1,2,1,True
1520429206,8555,2,1,1,2,1,True
1520429214,8556,1,0,1,1,1,True
1520429216,8557,1,0,1,1,1,True
1520429219,8558,1,0,1,1,1,True
1520429266,8559,2,3,1,2,1,True
1520429332,8560,2,2,1,2,1,True
1520429356,8561,2,1,1,2,1,True
1520429362,8562,1,2,1,1,1,True
1520429366,8563,2,3,1,2,1,True
1520429379,8564,1,1,1,1,1,True
1520429385,8565,3,5,1,3,1,True
1520429402,8566,2,1,1,2,1,True
1520429404,8567,2,4,1,2,1,True
1520429413,8568,4,7,1,4,1,True
1520429421,8569,2,3,1,2,1,True
1520429438,8570,2,3,1,2,1,True
1520429442,8571,2,4,1,2,1,True
1520429461,8572,2,2,1,2,1,True
1520429468,8573,2,3,1,2,1,True
1520429478,8574,2,2,1,2,1,True
1520429480,8575,2,2,1,2,1,True
1520429481,8576,4,4,1,4,1,True
1520429482,8577,3,5,1,3,1,True
1520429485,8578,3,3,1,3,1,True
1520429507,8579,2,2,1,2,1,True
1520429509,8580,2,4,1,2,1,True
1520429512,8581,3,5,1,3,1,True
1520429521,8582,2,3,1,2,1,True
1520429532,8583,4,3,1,4,1,True
1520429541,8584,2,3,1,2,1,True
1520429542,8585,3,3,1,3,1,True
1520429545,8586,4,6,1,4,1,True
1520429547,8587,3,5,1,3,1,True
1520429553,8588,2,3,1,2,1,True
1520429554,8589,2,4,1,2,1,True
1520429559,8590,3,5,1,3,1,True
1520429561,8591,2,2,1,2,1,True
1520429565,8592,2,2,1,2,1,True
1520429567,8593,2,2,1,2,1,True
1520429570,8594,3,2,1,3,1,True
1520429572,8595,2,4,1,2,1,True
1520429573,8596,2,2,1,2,1,True
1520429576,8597,2,4,1,2,1,True
1520429584,8598,3,5,1,3,1,True
1520429594,8599,3,5,1,3,1,True
1520429599,8600,2,2,1,2,1,True
1520429601,8601,2,3,1,2,1,True
1520429602,8602,2,3,1,2,1,True
1520429608,8603,3,5,1,3,1,True
1520429618,8604,3,3,1,3,1,True
1520429623,8605,3,4,1,3,1,True
1520429626,8606,2,4,1,2,1,True
1520429631,8607,2,2,1,2,1,True
1520429643,8608,2,2,1,2,1,True
1520429645,8609,1,1,1,1,1,True
1520429654,8610,2,3,1,2,1,True
1520429671,8611,1,1,1,1,1,True
1520429683,8612,2,4,1,2,1,True
1520429689,8613,2,1,1,2,1,True
1520429702,8614,2,2,1,2,1,True
1520429711,8615,3,3,1,3,1,True
1520429718,8616,2,2,1,2,1,True
1520429725,8617,2,2,1,2,1,True
1520429728,8618,2,3,1,2,1,True
1520429729,8619,2,2,1,2,1,True
1520429733,8620,4,6,1,4,1,True
1520429735,8621,3,3,1,3,1,True
1520429739,8622,2,2,1,2,1,True
1520429745,8623,2,4,1,2,1,True
1520429747,8624,4,6,1,4,1,True
1520429749,8625,2,4,1,2,1,True
1520429755,8626,2,2,1,2,1,True
1520429765,8627,2,1,1,2,1,True
1520429776,8628,2,3,1,2,1,True
1520429777,8629,2,2,1,2,1,True
1520429778,8630,2,2,1,2,1,True
1520429783,8631,2,3,1,2,1,True
1520429790,8632,3,2,1,3,1,True
1520429791,8633,2,3,1,2,1,True
1520429797,8634,2,4,1,2,1,True
1520429801,8635,2,2,1,2,1,True
1520429802,8636,2,2,1,2,1,True
1520429803,8637,4,5,1,4,1,True
1520429805,8638,3,4,1,3,1,True
1520429813,8639,2,2,1,2,1,True
1520429814,8640,3,3,1,3,1,True
1520429818,8641,2,3,1,2,1,True
1520429824,8642,2,3,1,2,1,True
1520429827,8643,2,2,1,2,1,True
1520429848,8644,1,1,1,1,1,True
1520429876,8645,2,2,1,2,1,True
1520429900,8646,4,4,1,4,1,True
1520429907,8647,2,2,1,2,1,True
1520429911,8648,3,3,1,3,1,True
1520429916,8649,3,3,1,3,1,True
1520429917,8650,2,3,1,2,1,True
1520429920,8651,2,2,1,2,1,True
1520429921,8652,2,3,1,2,1,True
1520429924,8653,2,2,1,2,1,True
1520429926,8654,4,3,1,4,1,True
1520429927,8655,1,3,1,1,1,True
1520429931,8656,3,3,1,3,1,True
1520429933,8657,2,2,1,2,1,True
1520429934,8658,2,4,1,2,1,True
1520429937,8659,2,2,1,2,1,True
1520429943,8660,3,2,1,3,1,True
1520429962,8661,1,1,1,1,1,True
1520429963,8662,1,1,1,1,1,True
1520429971,8663,2,1,1,2,1,True
1520429975,8664,1,1,1,1,1,True
1520429976,8665,2,2,1,2,1,True
1520429989,8666,2,1,1,2,1,True
1520429998,8667,2,2,1,2,1,True
1520429999,8668,1,1,1,1,1,True
1520430003,8669,2,3,1,2,1,True
1520430004,8670,1,2,1,1,1,True
1520430008,8671,3,3,1,3,1,True
1520430012,8672,4,4,1,4,1,True
1520430018,8673,2,4,1,2,1,True
1520430020,8674,3,3,1,3,1,True
1520430021,8675,4,4,1,4,1,True
1520430033,8676,2,3,1,2,1,True
1520430034,8677,3,3,1,3,1,True
1520430039,8678,4,7,1,4,1,True
1520430041,8679,2,4,1,2,1,True
1520430048,8680,2,2,1,2,1,True
1520430053,8681,2,2,1,2,1,True
1520430054,8682,1,1,1,1,1,True
1520430060,8683,2,2,1,2,1,True
1520430067,8684,2,2,1,2,1,True
1520430070,8685,2,2,1,2,1,True
1520430073,8686,2,2,1,2,1,True
1520430083,8687,2,2,1,2,1,True
1520430089,8688,2,2,1,2,1,True
1520430091,8689,2,3,1,2,1,True
1520430093,8690,2,2,1,2,1,True
1520430096,8691,3,2,1,3,1,True
1520430098,8692,2,1,1,2,1,True
1520430099,8693,2,2,1,2,1,True
1520430100,8694,3,3,1,3,1,True
1520430126,8695,1,2,1,1,1,True
1520430136,8696,1,1,1,1,1,True
1520430147,8697,3,2,1,3,1,True
1520430150,8698,2,3,1,2,1,True
1520430155,8699,2,2,1,2,1,True
1520430156,8700,4,6,1,4,1,True
1520430157,8701,2,2,1,2,1,True
1520430162,8702,2,2,1,2,1,True
1520430166,8703,2,2,1,2,1,True
1520430178,8704,2,3,1,2,1,True
1520430180,8705,3,5,1,3,1,True
1520430186,8706,3,5,1,3,1,True
1520430187,8707,2,3,1,2,1,True
1520430200,8708,2,3,1,2,1,True
1520430204,8709,2,3,1,2,1,True
1520430214,8710,3,4,1,3,1,True
1520430215,8711,3,5,1,3,1,True
1520430217,8712,2,4,1,2,1,True
1520430219,8713,3,4,1,3,1,True
1520430224,8714,2,2,1,2,1,True
1520430226,8715,3,5,1,3,1,True
1520430230,8716,3,4,1,3,1,True
1520430236,8717,2,3,1,2,1,True
1520430241,8718,2,2,1,2,1,True
1520430244,8719,2,3,1,2,1,True
1520430245,8720,2,4,1,2,1,True
1520430250,8721,3,4,1,3,1,True
1520430253,8722,3,5,1,3,1,True
1520430255,8723,2,2,1,2,1,True
1520430257,8724,2,2,1,2,1,True
1520430258,8725,2,3,1,2,1,True
1520430259,8726,3,4,1,3,1,True
1520430262,8727,2,1,1,2,1,True
1520430263,8728,3,3,1,3,1,True
1520430264,8729,2,2,1,2,1,True
1520430265,8730,1,1,1,1,1,True
1520430266,8731,3,3,1,3,1,True
1520430267,8732,2,3,1,2,1,True
1520430270,8733,2,4,1,2,1,True
1520430275,8734,2,2,1,2,1,True
1520430279,8735,2,2,1,2,1,True
1520430284,8736,3,4,1,3,1,True
1520430286,8737,3,4,1,3,1,True
1520430292,8738,3,4,1,3,1,True
1520430293,8739,3,4,1,3,1,True
1520430295,8740,2,3,1,2,1,True
1520430296,8741,2,3,1,2,1,True
1520430298,8742,2,3,1,2,1,True
1520430301,8743,2,2,1,2,1,True
1520430302,8744,2,3,1,2,1,True
1520430304,8745,2,2,1,2,1,True
1520430317,8746,2,2,1,2,1,True
1520430321,8747,2,4,1,2,1,True
1520430322,8748,2,3,1,2,1,True
1520430326,8749,2,2,1,2,1,True
1520430328,8750,3,5,1,3,1,True
1520430329,8751,2,2,1,2,1,True
1520430331,8752,2,2,1,2,1,True
1520430332,8753,2,2,1,2,1,True
1520430334,8754,2,2,1,2,1,True
1520430336,8755,2,2,1,2,1,True
1520430337,8756,2,2,1,2,1,True
1520430341,8757,2,5,1,2,1,True
1520430349,8758,3,3,1,3,1,True
1520430355,8759,2,1,1,2,1,True
1520430365,8760,3,2,1,3,1,True
1520430370,8761,2,4,1,2,1,True
1520430382,8762,3,4,1,3,1,True
1520430384,8763,2,3,1,2,1,True
1520430388,8764,2,3,1,2,1,True
1520430394,8765,2,1,1,2,1,True
1520430407,8766,4,5,1,4,1,True
1520430428,8767,3,6,1,3,1,True
1520430434,8768,2,2,1,2,1,True
1520430435,8769,4,7,1,4,1,True
1520430436,8770,2,2,1,2,1,True
1520430442,8771,2,2,1,2,1,True
1520430450,8772,1,1,1,1,1,True
1520430452,8773,2,0,1,2,1,True
1520430479,8774,2,2,1,2,1,True
1520430482,8775,3,8,1,3,1,True
1520430493,8776,2,2,1,2,1,True
1520430496,8777,3,2,1,3,1,True
1520430497,8778,4,5,1,4,1,True
1520430498,8779,2,2,1,2,1,True
1520430500,8780,4,6,1,4,1,True
1520430502,8781,2,4,1,2,1,True
1520430504,8782,2,1,1,2,1,True
1520430506,8783,5,6,1,5,1,True
1520430510,8784,2,1,1,2,1,True
1520430512,8785,4,6,1,4,1,True
1520430514,8786,2,2,1,2,1,True
1520430521,8787,2,4,1,2,1,True
1520430526,8788,3,5,1,3,1,True
1520430542,8789,2,3,1,2,1,True
1520430544,8790,2,3,1,2,1,True
1520430545,8791,1,1,1,1,1,True
1520430551,8792,2,4,1,2,1,True
1520430571,8793,2,4,1,2,1,True
1520430577,8794,2,1,1,2,1,True
1520430578,8795,2,2,1,2,1,True
1520430605,8796,1,1,1,1,1,True
1520430678,8797,4,7,1,4,1,True
1520430691,8798,4,11,1,4,1,True
1520430705,8799,3,4,1,3,1,True
1520430735,8800,2,5,1,2,1,True
1520430742,8801,2,4,1,2,1,True
1520430794,8802,2,3,1,2,1,True
1520430796,8803,2,2,1,2,1,True
1520430801,8804,2,1,1,2,1,True
1520430807,8805,2,5,1,2,1,True
1520430823,8806,2,3,1,2,1,True
1520430851,8807,2,1,1,2,1,True
1520430863,8808,2,1,1,2,1,True
1520430897,8809,1,1,1,1,1,True
1520430905,8810,2,1,1,2,1,True
1520430955,8811,2,2,1,2,1,True
1520430962,8812,2,1,1,2,1,True
1520430964,8813,2,1,1,2,1,True
1520430965,8814,2,2,1,2,1,True
1520430972,8815,2,3,1,2,1,True
1520431007,8816,2,4,1,2,1,True
1520431011,8817,2,3,1,2,1,True
1520431027,8818,2,3,1,2,1,True
1520431056,8819,2,2,1,2,1,True
1520431157,8820,2,3,1,2,1,True
1520431198,8821,2,4,1,2,1,True
1520431203,8822,2,2,1,2,1,True
1520431237,8823,2,2,1,2,1,True
1520431343,8824,1,3,1,1,1,True
1520431364,8825,2,2,1,2,1,True
1520431373,8826,2,2,1,2,1,True
1520431377,8827,2,1,1,2,1,True
1520431382,8828,2,2,1,2,1,True
1520431386,8829,2,3,1,2,1,True
1520431395,8830,2,2,1,2,1,True
1520431413,8831,2,2,1,2,1,True
1520431414,8832,2,3,1,2,1,True
1520431420,8833,2,3,1,2,1,True
1520431423,8834,3,3,1,3,1,True
1520431425,8835,2,4,1,2,1,True
1520431434,8836,2,2,1,2,1,True
1520431471,8837,2,2,1,2,1,True
1520431472,8838,2,2,1,2,1,True
1520431487,8839,3,3,1,3,1,True
1520431502,8840,3,4,1,3,1,True
1520431503,8841,2,3,1,2,1,True
1520431505,8842,2,2,1,2,1,True
1520431516,8843,3,3,1,3,1,True
1520431521,8844,2,3,1,2,1,True
1520431532,8845,3,4,1,3,1,True
1520431537,8846,1,1,1,1,1,True
1520431539,8847,4,5,1,4,1,True
1520431547,8848,1,1,1,1,1,True
1520431554,8849,4,6,1,4,1,True
1520431574,8850,2,2,1,2,1,True
1520431582,8851,1,1,1,1,1,True
1520431598,8852,3,5,1,3,1,True
1520431605,8853,3,4,1,3,1,True
1520431611,8854,3,5,1,3,1,True
1520431614,8855,3,3,1,3,1,True
1520431627,8856,2,3,1,2,1,True
1520431628,8857,1,2,1,1,1,True
1520431642,8858,2,2,1,2,1,True
1520431643,8859,2,2,1,2,1,True
1520431644,8860,2,4,1,2,1,True
1520431648,8861,4,7,1,4,1,True
1520431656,8862,4,6,1,4,1,True
1520431658,8863,2,2,1,2,1,True
1520431659,8864,2,2,1,2,1,True
1520431661,8865,2,2,1,2,1,True
1520431662,8866,2,2,1,2,1,True
1520431663,8867,2,3,1,2,1,True
1520431664,8868,3,3,1,3,1,True
1520431665,8869,2,2,1,2,1,True
1520431666,8870,2,2,1,2,1,True
1520431669,8871,4,5,1,4,1,True
1520431671,8872,2,3,1,2,1,True
1520431673,8873,2,2,1,2,1,True
1520431674,8874,2,3,1,2,1,True
1520431679,8875,4,4,1,4,1,True
1520431684,8876,2,2,1,2,1,True
1520431685,8877,2,3,1,2,1,True
1520431691,8878,1,1,1,1,1,True
1520431692,8879,3,4,1,3,1,True
1520431693,8880,2,2,1,2,1,True
1520431694,8881,3,4,1,3,1,True
1520431696,8882,1,1,1,1,1,True
1520431697,8883,2,2,1,2,1,True
1520431707,8884,2,2,1,2,1,True
1520431711,8885,2,3,1,2,1,True
1520431712,8886,2,1,1,2,1,True
1520431714,8887,3,4,1,3,1,True
1520431719,8888,2,3,1,2,1,True
1520431720,8889,2,1,1,2,1,True
1520431735,8890,2,4,1,2,1,True
1520431737,8891,2,1,1,2,1,True
1520431745,8892,2,2,1,2,1,True
1520431746,8893,2,3,1,2,1,True
1520431747,8894,2,2,1,2,1,True
1520431748,8895,2,4,1,2,1,True
1520431749,8896,2,2,1,2,1,True
1520431750,8897,2,3,1,2,1,True
1520431760,8898,1,1,1,1,1,True
1520431761,8899,2,3,1,2,1,True
1520431773,8900,3,4,1,3,1,True
1520431774,8901,1,1,1,1,1,True
1520431779,8902,3,4,1,3,1,True
1520431781,8903,2,2,1,2,1,True
1520431785,8904,2,2,1,2,1,True
1520431790,8905,2,2,1,2,1,True
1520431792,8906,2,2,1,2,1,True
1520431799,8907,5,9,1,5,1,True
1520431802,8908,2,2,1,2,1,True
1520431811,8909,3,4,1,3,1,True
1520431819,8910,2,3,1,2,1,True
1520431821,8911,2,2,1,2,1,True
1520431827,8912,2,2,1,2,1,True
1520431835,8913,2,2,1,2,1,True
1520431837,8914,2,2,1,2,1,True
1520431838,8915,2,2,1,2,1,True
1520431839,8916,2,3,1,2,1,True
1520431840,8917,1,1,1,1,1,True
1520431843,8918,3,4,1,3,1,True
1520431844,8919,2,2,1,2,1,True
1520431845,8920,2,3,1,2,1,True
1520431847,8921,2,2,1,2,1,True
1520431848,8922,2,2,1,2,1,True
1520431849,8923,2,2,1,2,1,True
1520431852,8924,2,2,1,2,1,True
1520431854,8925,3,4,1,3,1,True
1520431855,8926,1,1,1,1,1,True
1520431857,8927,2,5,1,2,1,True
1520431858,8928,3,4,1,3,1,True
1520431860,8929,2,2,1,2,1,True
1520431863,8930,2,3,1,2,1,True
1520431870,8931,2,3,1,2,1,True
1520431882,8932,2,2,1,2,1,True
1520431888,8933,2,2,1,2,1,True
1520431895,8934,1,1,1,1,1,True
1520431906,8935,2,2,1,2,1,True
1520431915,8936,1,1,1,1,1,True
1520431918,8937,1,1,1,1,1,True
1520431921,8938,4,6,1,4,1,True
1520431924,8939,4,8,1,4,1,True
1520431925,8940,2,2,1,2,1,True
1520431926,8941,2,3,1,2,1,True
1520431927,8942,2,2,1,2,1,True
1520431928,8943,2,2,1,2,1,True
1520431931,8944,2,2,1,2,1,True
1520431934,8945,2,6,1,2,1,True
1520431935,8946,3,3,1,3,1,True
1520431938,8947,1,0,1,1,1,True
1520431956,8948,3,4,1,3,1,True
1520431966,8949,2,2,1,2,1,True
1520431967,8950,2,3,1,2,1,True
1520431968,8951,2,2,1,2,1,True
1520431970,8952,2,4,1,2,1,True
1520431980,8953,2,2,1,2,1,True
1520431988,8954,2,2,1,2,1,True
1520431999,8955,3,3,1,3,1,True
1520432000,8956,1,1,1,1,1,True
1520432001,8957,2,3,1,2,1,True
1520432003,8958,3,3,1,3,1,True
1520432004,8959,2,3,1,2,1,True
1520432007,8960,4,4,1,4,1,True
1520432012,8961,2,1,1,2,1,True
1520432021,8962,4,5,1,4,1,True
1520432024,8963,2,4,1,2,1,True
1520432029,8964,2,2,1,2,1,True
1520432031,8965,2,4,1,2,1,True
1520432035,8966,3,4,1,3,1,True
1520432039,8967,2,2,1,2,1,True
1520432061,8968,2,2,1,2,1,True
1520432062,8969,2,4,1,2,1,True
1520432063,8970,2,6,1,2,1,True
1520432069,8971,2,1,1,2,1,True
1520432070,8972,2,2,1,2,1,True
1520432077,8973,3,5,1,3,1,True
1520432079,8974,1,1,1,1,1,True
1520432085,8975,2,2,1,2,1,True
1520432086,8976,2,3,1,2,1,True
1520432087,8977,2,3,1,2,1,True
1520432089,8978,3,3,1,3,1,True
1520432091,8979,3,4,1,3,1,True
1520432092,8980,2,2,1,2,1,True
1520432093,8981,2,2,1,2,1,True
1520432094,8982,2,5,1,2,1,True
1520432095,8983,4,7,1,4,1,True
1520432096,8984,2,4,1,2,1,True
1520432097,8985,4,8,1,4,1,True
1520432098,8986,2,3,1,2,1,True
1520432099,8987,2,2,1,2,1,True
1520432100,8988,2,2,1,2,1,True
1520432101,8989,3,4,1,3,1,True
1520432103,8990,3,3,1,3,1,True
1520432104,8991,3,4,1,3,1,True
1520432105,8992,3,3,1,3,1,True
1520432106,8993,2,3,1,2,1,True
1520432107,8994,2,2,1,2,1,True
1520432108,8995,2,2,1,2,1,True
1520432112,8996,3,5,1,3,1,True
1520432114,8997,2,2,1,2,1,True
1520432115,8998,2,2,1,2,1,True
1520432116,8999,2,2,1,2,1,True
1520432118,9000,5,8,1,5,1,True
1520432119,9001,2,3,1,2,1,True
1520432120,9002,3,6,1,3,1,True
1520432122,9003,4,6,1,4,1,True
1520432124,9004,2,2,1,2,1,True
1520432126,9005,3,3,1,3,1,True
1520432127,9006,2,4,1,2,1,True
1520432128,9007,2,4,1,2,1,True
1520432129,9008,2,2,1,2,1,True
1520432130,9009,2,3,1,2,1,True
1520432134,9010,2,2,1,2,1,True
1520432138,9011,3,7,1,3,1,True
1520432139,9012,2,4,1,2,1,True
1520432141,9013,2,2,1,2,1,True
1520432144,9014,2,2,1,2,1,True
1520432145,9015,2,2,1,2,1,True
1520432146,9016,3,3,1,3,1,True
1520432148,9017,2,3,1,2,1,True
1520432151,9018,2,3,1,2,1,True
1520432153,9019,2,2,1,2,1,True
1520432154,9020,2,2,1,2,1,True
1520432155,9021,4,6,1,4,1,True
1520432156,9022,2,3,1,2,1,True
1520432158,9023,1,1,1,1,1,True
1520432159,9024,2,2,1,2,1,True
1520432161,9025,2,3,1,2,1,True
1520432164,9026,3,5,1,3,1,True
1520432165,9027,2,2,1,2,1,True
1520432166,9028,2,3,1,2,1,True
1520432168,9029,3,3,1,3,1,True
1520432171,9030,2,2,1,2,1,True
1520432172,9031,4,6,1,4,1,True
1520432174,9032,4,7,1,4,1,True
1520432175,9033,3,7,1,3,1,True
1520432176,9034,2,2,1,2,1,True
1520432177,9035,2,2,1,2,1,True
1520432178,9036,2,3,1,2,1,True
1520432179,9037,3,4,1,3,1,True
1520432180,9038,2,2,1,2,1,True
1520432181,9039,1,1,1,1,1,True
1520432182,9040,4,5,1,4,1,True
1520432185,9041,2,1,1,2,1,True
1520432186,9042,1,1,1,1,1,True
1520432187,9043,2,2,1,2,1,True
1520432191,9044,3,3,1,3,1,True
1520432192,9045,3,2,1,3,1,True
1520432193,9046,1,1,1,1,1,True
1520432196,9047,2,2,1,2,1,True
1520432197,9048,1,0,1,1,1,True
1520432200,9049,2,2,1,2,1,True
1520432201,9050,2,3,1,2,1,True
1520432202,9051,2,2,1,2,1,True
1520432207,9052,2,3,1,2,1,True
1520432210,9053,2,2,1,2,1,True
1520432211,9054,2,3,1,2,1,True
1520432213,9055,2,2,1,2,1,True
1520432214,9056,2,3,1,2,1,True
1520432216,9057,3,2,1,3,1,True
1520432217,9058,2,2,1,2,1,True
1520432218,9059,2,3,1,2,1,True
1520432219,9060,3,3,1,3,1,True
1520432220,9061,2,2,1,2,1,True
1520432221,9062,5,9,1,5,1,True
1520432222,9063,2,2,1,2,1,True
1520432223,9064,4,7,1,4,1,True
1520432224,9065,3,3,1,3,1,True
1520432225,9066,2,5,1,2,1,True
1520432226,9067,4,6,1,4,1,True
1520432228,9068,3,5,1,3,1,True
1520432229,9069,1,1,1,1,1,True
1520432230,9070,1,3,1,1,1,True
1520432232,9071,4,5,1,4,1,True
1520432234,9072,2,2,1,2,1,True
1520432235,9073,2,4,1,2,1,True
1520432238,9074,2,2,1,2,1,True
1520432239,9075,4,8,1,4,1,True
1520432240,9076,3,5,1,3,1,True
1520432243,9077,2,3,1,2,1,True
1520432244,9078,3,3,1,3,1,True
1520432246,9079,2,2,1,2,1,True
1520432249,9080,2,2,1,2,1,True
1520432250,9081,3,3,1,3,1,True
1520432252,9082,2,2,1,2,1,True
1520432255,9083,2,2,1,2,1,True
1520432261,9084,2,4,1,2,1,True
1520432263,9085,3,3,1,3,1,True
1520432266,9086,3,4,1,3,1,True
1520432269,9087,2,2,1,2,1,True
1520432275,9088,3,3,1,3,1,True
1520432278,9089,2,3,1,2,1,True
1520432281,9090,3,3,1,3,1,True
1520432285,9091,3,2,1,3,1,True
1520432288,9092,3,3,1,3,1,True
1520432292,9093,2,3,1,2,1,True
1520432295,9094,2,2,1,2,1,True
1520432298,9095,2,2,1,2,1,True
1520432300,9096,2,3,1,2,1,True
1520432303,9097,3,3,1,3,1,True
1520432305,9098,2,2,1,2,1,True
1520432306,9099,3,3,1,3,1,True
1520432309,9100,4,3,1,4,1,True
1520432311,9101,2,2,1,2,1,True
1520432313,9102,3,4,1,3,1,True
1520432314,9103,3,4,1,3,1,True
1520432317,9104,1,1,1,1,1,True
1520432318,9105,2,3,1,2,1,True
1520432319,9106,3,2,1,3,1,True
