node_id,node_index,first_hop_neighbor_count,second_hop_neighbor_count,preferred_neighbor_scope,preferred_available_neighbor_count,required_anchor_count,eligible
1520271348,141,1,1,1,1,1,True
1520271355,142,1,1,1,1,1,True
1520271358,143,1,1,1,1,1,True
1520271359,144,1,3,1,1,1,True
1520271382,145,1,3,1,1,1,True
1520271383,146,1,1,1,1,1,True
1520271384,147,1,1,1,1,1,True
1520271385,148,1,1,1,1,1,True
1520271386,149,1,1,1,1,1,True
1520271391,150,1,1,1,1,1,True
1520271392,151,1,1,1,1,1,True
1520271394,152,1,1,1,1,1,True
1520271405,153,1,1,1,1,1,True
1520271408,154,1,1,1,1,1,True
1520271414,155,1,3,1,1,1,True
1520271415,156,1,1,1,1,1,True
1520271420,157,1,1,1,1,1,True
1520271431,158,1,1,1,1,1,True
1520271435,159,1,0,1,1,1,True
1520271436,160,1,1,1,1,1,True
1520271437,161,1,1,1,1,1,True
1520271444,162,1,1,1,1,1,True
1520271446,163,1,2,1,1,1,True
1520271448,164,1,1,1,1,1,True
1520271452,165,1,1,1,1,1,True
1520271456,166,1,1,1,1,1,True
1520271488,167,1,1,1,1,1,True
1520271491,168,1,1,1,1,1,True
1520271493,169,1,1,1,1,1,True
1520271495,170,1,2,1,1,1,True
1520271497,171,1,1,1,1,1,True
1520271500,172,1,1,1,1,1,True
1520271507,173,1,1,1,1,1,True
1520271508,174,1,3,1,1,1,True
1520271516,175,1,1,1,1,1,True
1520271529,176,1,2,1,1,1,True
1520271530,177,1,1,1,1,1,True
1520271531,178,1,2,1,1,1,True
1520271537,179,1,2,1,1,1,True
1520271546,180,1,1,1,1,1,True
1520271547,181,1,1,1,1,1,True
1520271554,182,1,3,1,1,1,True
1520271556,183,1,2,1,1,1,True
1520271561,184,1,2,1,1,1,True
1520271564,185,1,1,1,1,1,True
1520271568,186,1,1,1,1,1,True
1520271700,187,1,0,1,1,1,True
1520271716,188,1,1,1,1,1,True
1520271743,189,1,1,1,1,1,True
1520271767,190,1,1,1,1,1,True
1520271769,191,1,1,1,1,1,True
1520271774,192,1,1,1,1,1,True
1520271779,193,1,0,1,1,1,True
1520271826,194,1,0,1,1,1,True
1520271827,195,1,1,1,1,1,True
1520271828,196,1,1,1,1,1,True
1520271833,197,1,1,1,1,1,True
1520271834,198,1,1,1,1,1,True
1520271835,199,1,1,1,1,1,True
1520271838,200,1,1,1,1,1,True
1520271839,201,1,3,1,1,1,True
1520271840,202,1,3,1,1,1,True
1520271841,203,1,1,1,1,1,True
1520271843,204,1,1,1,1,1,True
1520271844,205,1,2,1,1,1,True
1520271848,206,1,1,1,1,1,True
1520271849,207,1,1,1,1,1,True
1520271851,208,1,2,1,1,1,True
1520271854,209,1,1,1,1,1,True
1520271860,210,1,1,1,1,1,True
1520271870,211,1,1,1,1,1,True
1520271882,212,1,1,1,1,1,True
1520271884,213,1,1,1,1,1,True
1520271885,214,1,1,1,1,1,True
1520271912,215,1,2,1,1,1,True
1520271916,216,1,1,1,1,1,True
1520271917,217,1,1,1,1,1,True
1520271920,218,1,1,1,1,1,True
1520271923,219,1,1,1,1,1,True
1520271924,220,1,1,1,1,1,True
1520271939,221,1,2,1,1,1,True
1520271941,222,1,1,1,1,1,True
1520271944,223,1,1,1,1,1,True
1520271948,224,1,1,1,1,1,True
1520271949,225,1,1,1,1,1,True
1520271952,226,1,2,1,1,1,True
1520271953,227,1,0,1,1,1,True
1520271958,228,1,2,1,1,1,True
1520271960,229,1,1,1,1,1,True
1520271961,230,1,1,1,1,1,True
1520271975,231,1,3,1,1,1,True
1520272001,232,1,1,1,1,1,True
1520272012,233,1,1,1,1,1,True
1520272013,234,1,1,1,1,1,True
1520272017,235,1,1,1,1,1,True
1520272023,236,1,1,1,1,1,True
1520272024,237,1,2,1,1,1,True
1520272025,238,1,2,1,1,1,True
1520272026,239,1,1,1,1,1,True
1520272027,240,1,1,1,1,1,True
1520272028,241,1,1,1,1,1,True
1520272029,242,1,1,1,1,1,True
1520272031,243,1,1,1,1,1,True
1520272032,244,1,1,1,1,1,True
1520272034,245,1,1,1,1,1,True
1520272040,246,1,1,1,1,1,True
1520272049,247,1,2,1,1,1,True
1520272051,248,1,2,1,1,1,True
1520272061,249,1,3,1,1,1,True
1520272064,250,1,2,1,1,1,True
1520272072,251,1,3,1,1,1,True
1520272075,252,1,1,1,1,1,True
1520272100,253,1,2,1,1,1,True
1520272112,254,1,1,1,1,1,True
1520272113,255,1,1,1,1,1,True
1520272119,256,1,1,1,1,1,True
1520272122,257,1,1,1,1,1,True
1520272126,258,1,1,1,1,1,True
1520272129,259,1,1,1,1,1,True
1520272130,260,1,1,1,1,1,True
1520272136,261,1,1,1,1,1,True
1520272138,262,1,2,1,1,1,True
1520272140,263,1,0,1,1,1,True
1520272142,264,1,2,1,1,1,True
1520272143,265,1,4,1,1,1,True
1520272151,266,1,3,1,1,1,True
1520272152,267,1,1,1,1,1,True
1520272154,268,1,1,1,1,1,True
1520272161,269,1,2,1,1,1,True
1520272163,270,1,1,1,1,1,True
1520272173,271,1,1,1,1,1,True
1520272174,272,1,0,1,1,1,True
1520272175,273,1,0,1,1,1,True
1520272180,274,1,1,1,1,1,True
1520272209,275,1,1,1,1,1,True
1520274170,276,2,1,1,2,1,True
1520274180,277,1,1,1,1,1,True
1520274206,278,4,6,1,4,1,True
1520274216,279,2,2,1,2,1,True
1520274225,280,3,1,1,3,1,True
1520274251,281,1,1,1,1,1,True
1520274273,282,1,0,1,1,1,True
1520274279,283,1,0,1,1,1,True
1520274282,284,1,1,1,1,1,True
1520274308,285,2,2,1,2,1,True
1520274310,286,2,3,1,2,1,True
1520274318,287,2,3,1,2,1,True
1520274322,288,1,1,1,1,1,True
1520274323,289,2,2,1,2,1,True
1520274324,290,2,1,1,2,1,True
1520274340,291,2,2,1,2,1,True
1520274343,292,3,1,1,3,1,True
1520274345,293,2,1,1,2,1,True
1520274366,294,1,1,1,1,1,True
1520274387,295,5,4,1,5,1,True
1520274397,296,2,4,1,2,1,True
1520274432,297,2,2,1,2,1,True
1520274439,298,1,2,1,1,1,True
1520274446,299,2,2,1,2,1,True
1520274448,300,2,2,1,2,1,True
1520274464,301,2,2,1,2,1,True
1520274796,302,4,3,1,4,1,True
1520274834,303,3,2,1,3,1,True
1520274856,304,2,5,1,2,1,True
1520274861,305,3,5,1,3,1,True
1520274892,306,1,2,1,1,1,True
1520274908,307,1,2,1,1,1,True
1520275256,308,2,4,1,2,1,True
1520275536,309,1,1,1,1,1,True
1520275548,310,1,1,1,1,1,True
1520275557,311,1,0,1,1,1,True
1520275573,312,2,2,1,2,1,True
1520275588,313,3,5,1,3,1,True
1520275591,314,1,1,1,1,1,True
1520275592,315,3,5,1,3,1,True
1520275594,316,4,5,1,4,1,True
1520275600,317,2,4,1,2,1,True
1520275617,318,2,4,1,2,1,True
1520275636,319,2,3,1,2,1,True
1520275643,320,3,4,1,3,1,True
1520275644,321,2,1,1,2,1,True
1520275647,322,3,3,1,3,1,True
1520275653,323,2,2,1,2,1,True
1520275680,324,2,3,1,2,1,True
1520275692,325,2,3,1,2,1,True
1520275719,326,2,2,1,2,1,True
1520275725,327,2,2,1,2,1,True
1520275730,328,3,2,1,3,1,True
1520275797,329,2,5,1,2,1,True
1520275831,330,2,2,1,2,1,True
1520275843,331,2,2,1,2,1,True
1520275851,332,2,4,1,2,1,True
1520275853,333,3,3,1,3,1,True
1520275870,334,1,1,1,1,1,True
1520275914,335,1,2,1,1,1,True
1520276290,336,2,3,1,2,1,True
1520276301,337,2,3,1,2,1,True
1520276354,338,3,4,1,3,1,True
1520276387,339,3,2,1,3,1,True
1520276404,340,2,4,1,2,1,True
1520277020,341,2,2,1,2,1,True
1520277028,342,1,1,1,1,1,True
1520277066,343,2,3,1,2,1,True
1520277093,344,2,4,1,2,1,True
1520277145,345,1,1,1,1,1,True
1520277153,346,2,2,1,2,1,True
1520277180,347,2,4,1,2,1,True
1520277203,348,2,3,1,2,1,True
1520277205,349,2,3,1,2,1,True
1520277232,350,2,2,1,2,1,True
1520277242,351,1,1,1,1,1,True
1520277273,352,2,2,1,2,1,True
1520277297,353,2,2,1,2,1,True
1520277310,354,3,5,1,3,1,True
1520277719,355,1,2,1,1,1,True
1520277757,356,3,4,1,3,1,True
1520277759,357,5,3,1,5,1,True
1520277763,358,3,4,1,3,1,True
1520277764,359,3,6,1,3,1,True
1520277769,360,2,2,1,2,1,True
1520277794,361,3,3,1,3,1,True
1520277805,362,3,3,1,3,1,True
1520278398,363,2,2,1,2,1,True
1520278404,364,1,3,1,1,1,True
1520278409,365,2,2,1,2,1,True
1520278441,366,2,3,1,2,1,True
1520278462,367,4,7,1,4,1,True
1520278467,368,1,0,1,1,1,True
1520278487,369,1,2,1,1,1,True
1520278490,370,1,1,1,1,1,True
1520278491,371,2,1,1,2,1,True
1520278514,372,2,3,1,2,1,True
1520278526,373,2,3,1,2,1,True
1520278537,374,2,1,1,2,1,True
1520278541,375,4,5,1,4,1,True
1520278542,376,1,2,1,1,1,True
1520278578,377,2,2,1,2,1,True
1520278590,378,2,2,1,2,1,True
1520278605,379,2,1,1,2,1,True
1520278608,380,2,2,1,2,1,True
1520278615,381,2,2,1,2,1,True
1520278646,382,4,4,1,4,1,True
1520278657,383,2,2,1,2,1,True
1520278668,384,2,3,1,2,1,True
1520278669,385,2,2,1,2,1,True
1520279058,386,2,3,1,2,1,True
1520279112,387,3,5,1,3,1,True
1520279114,388,1,4,1,1,1,True
1520279115,389,2,0,1,2,1,True
1520285117,390,2,1,1,2,1,True
1520285153,391,2,4,1,2,1,True
1520285157,392,3,2,1,3,1,True
1520285163,393,1,2,1,1,1,True
1520285184,394,2,1,1,2,1,True
1520285186,395,2,2,1,2,1,True
1520285189,396,2,3,1,2,1,True
1520285190,397,2,1,1,2,1,True
1520285192,398,4,4,1,4,1,True
1520285209,399,2,2,1,2,1,True
1520285211,400,3,4,1,3,1,True
1520285214,401,2,2,1,2,1,True
1520285244,402,3,5,1,3,1,True
1520285253,403,2,1,1,2,1,True
1520285261,404,2,5,1,2,1,True
1520285263,405,2,2,1,2,1,True
1520285265,406,2,2,1,2,1,True
1520285267,407,2,2,1,2,1,True
1520285268,408,2,2,1,2,1,True
1520285269,409,1,1,1,1,1,True
1520285271,410,2,1,1,2,1,True
1520285275,411,2,2,1,2,1,True
1520285277,412,2,2,1,2,1,True
1520285278,413,2,2,1,2,1,True
1520285280,414,3,6,1,3,1,True
1520285283,415,5,8,1,5,1,True
1520285287,416,1,1,1,1,1,True
1520285288,417,5,3,1,5,1,True
1520285292,418,1,1,1,1,1,True
1520285293,419,3,5,1,3,1,True
1520285294,420,3,5,1,3,1,True
1520285296,421,4,7,1,4,1,True
1520285297,422,4,7,1,4,1,True
1520285301,423,2,2,1,2,1,True
1520285312,424,2,1,1,2,1,True
1520285372,425,1,1,1,1,1,True
1520285496,426,1,1,1,1,1,True
1520285511,427,1,1,1,1,1,True
1520285515,428,1,1,1,1,1,True
1520285517,429,2,1,1,2,1,True
1520285584,430,4,6,1,4,1,True
1520285604,431,3,4,1,3,1,True
1520285607,432,2,2,1,2,1,True
1520285657,433,2,2,1,2,1,True
1520285667,434,2,3,1,2,1,True
1520285676,435,2,2,1,2,1,True
1520285685,436,1,1,1,1,1,True
1520285696,437,2,1,1,2,1,True
1520285698,438,1,1,1,1,1,True
1520285720,439,3,3,1,3,1,True
1520285742,440,2,2,1,2,1,True
1520285761,441,2,2,1,2,1,True
1520285769,442,2,3,1,2,1,True
1520285771,443,2,2,1,2,1,True
1520285776,444,2,2,1,2,1,True
1520285788,445,1,1,1,1,1,True
1520285789,446,2,2,1,2,1,True
1520285798,447,2,2,1,2,1,True
1520285800,448,2,1,1,2,1,True
1520285802,449,3,5,1,3,1,True
1520285803,450,3,5,1,3,1,True
1520285804,451,2,3,1,2,1,True
1520285806,452,2,2,1,2,1,True
1520285809,453,2,2,1,2,1,True
1520285810,454,1,1,1,1,1,True
1520285813,455,4,5,1,4,1,True
1520285817,456,3,4,1,3,1,True
1520285820,457,2,2,1,2,1,True
1520285821,458,2,2,1,2,1,True
1520285822,459,3,5,1,3,1,True
1520285826,460,2,2,1,2,1,True
1520285827,461,2,2,1,2,1,True
1520285831,462,2,2,1,2,1,True
1520285833,463,2,3,1,2,1,True
1520285835,464,2,5,1,2,1,True
1520285840,465,1,1,1,1,1,True
1520285841,466,3,3,1,3,1,True
1520285843,467,3,3,1,3,1,True
1520285847,468,4,6,1,4,1,True
1520285848,469,2,2,1,2,1,True
1520285851,470,2,1,1,2,1,True
1520285852,471,4,6,1,4,1,True
1520285857,472,2,3,1,2,1,True
1520285863,473,2,3,1,2,1,True
1520285866,474,2,1,1,2,1,True
1520285868,475,4,5,1,4,1,True
1520285869,476,1,1,1,1,1,True
1520285870,477,2,2,1,2,1,True
1520285871,478,4,5,1,4,1,True
1520285897,479,2,2,1,2,1,True
1520285901,480,3,5,1,3,1,True
1520285902,481,1,1,1,1,1,True
1520285907,482,2,2,1,2,1,True
1520285908,483,2,2,1,2,1,True
1520285909,484,1,1,1,1,1,True
1520285910,485,4,7,1,4,1,True
1520285914,486,3,1,1,3,1,True
1520285915,487,2,3,1,2,1,True
1520285916,488,2,3,1,2,1,True
1520285929,489,3,5,1,3,1,True
1520285930,490,2,2,1,2,1,True
1520285932,491,2,2,1,2,1,True
1520285943,492,3,5,1,3,1,True
1520285947,493,3,4,1,3,1,True
1520285948,494,2,4,1,2,1,True
1520285950,495,4,6,1,4,1,True
1520285951,496,2,4,1,2,1,True
1520285952,497,3,5,1,3,1,True
1520285953,498,4,6,1,4,1,True
1520285964,499,4,6,1,4,1,True
1520285966,500,1,1,1,1,1,True
1520285967,501,2,2,1,2,1,True
1520285968,502,4,6,1,4,1,True
1520285972,503,2,2,1,2,1,True
1520285992,504,1,2,1,1,1,True
1520286018,505,2,2,1,2,1,True
1520286023,506,2,2,1,2,1,True
1520286031,507,2,2,1,2,1,True
1520286033,508,2,2,1,2,1,True
1520286052,509,2,2,1,2,1,True
1520286053,510,2,2,1,2,1,True
1520286060,511,1,1,1,1,1,True
1520286062,512,2,2,1,2,1,True
1520286064,513,2,4,1,2,1,True
1520286065,514,2,2,1,2,1,True
1520286081,515,2,4,1,2,1,True
1520286088,516,2,3,1,2,1,True
1520286090,517,2,2,1,2,1,True
1520286091,518,2,2,1,2,1,True
1520286096,519,1,1,1,1,1,True
1520286098,520,2,2,1,2,1,True
1520286101,521,1,1,1,1,1,True
1520286105,522,2,1,1,2,1,True
1520286106,523,2,2,1,2,1,True
1520286108,524,4,6,1,4,1,True
1520286111,525,2,2,1,2,1,True
1520286119,526,3,3,1,3,1,True
1520286122,527,2,3,1,2,1,True
1520286123,528,1,1,1,1,1,True
1520286258,529,2,2,1,2,1,True
1520286272,530,4,6,1,4,1,True
1520286487,531,2,2,1,2,1,True
1520286488,532,2,1,1,2,1,True
1520286489,533,1,1,1,1,1,True
1520286493,534,3,3,1,3,1,True
1520286501,535,2,1,1,2,1,True
1520286682,536,3,3,1,3,1,True
1520286683,537,1,1,1,1,1,True
1520286687,538,2,2,1,2,1,True
1520286695,539,2,2,1,2,1,True
1520286699,540,1,1,1,1,1,True
1520286707,541,2,2,1,2,1,True
1520286709,542,2,2,1,2,1,True
1520286714,543,2,6,1,2,1,True
1520286716,544,2,3,1,2,1,True
1520286734,545,4,5,1,4,1,True
1520286750,546,2,2,1,2,1,True
1520286757,547,2,4,1,2,1,True
1520286762,548,2,2,1,2,1,True
1520286765,549,2,2,1,2,1,True
1520286766,550,2,2,1,2,1,True
1520286767,551,2,2,1,2,1,True
1520286775,552,2,2,1,2,1,True
1520286793,553,2,5,1,2,1,True
1520286794,554,1,1,1,1,1,True
1520286806,555,3,4,1,3,1,True
1520286807,556,2,2,1,2,1,True
1520286811,557,2,1,1,2,1,True
1520286832,558,2,2,1,2,1,True
1520286834,559,3,3,1,3,1,True
1520286835,560,2,2,1,2,1,True
1520286837,561,2,2,1,2,1,True
1520286839,562,2,2,1,2,1,True
1520286845,563,2,1,1,2,1,True
1520286848,564,2,2,1,2,1,True
1520286851,565,2,2,1,2,1,True
1520286854,566,3,7,1,3,1,True
1520286856,567,2,2,1,2,1,True
1520286861,568,2,2,1,2,1,True
1520286863,569,3,5,1,3,1,True
1520286871,570,4,7,1,4,1,True
1520286874,571,3,5,1,3,1,True
1520286877,572,1,1,1,1,1,True
1520286878,573,2,2,1,2,1,True
1520286880,574,2,2,1,2,1,True
1520286881,575,2,2,1,2,1,True
1520286890,576,1,1,1,1,1,True
1520286910,577,1,1,1,1,1,True
1520286913,578,1,1,1,1,1,True
1520286918,579,2,4,1,2,1,True
1520286988,580,1,1,1,1,1,True
1520287018,581,1,2,1,1,1,True
1520287110,582,1,1,1,1,1,True
1520287140,583,2,1,1,2,1,True
1520287180,584,2,2,1,2,1,True
1520287195,585,2,4,1,2,1,True
1520287199,586,1,3,1,1,1,True
1520287221,587,2,2,1,2,1,True
1520287243,588,2,3,1,2,1,True
1520287244,589,3,4,1,3,1,True
1520287256,590,1,1,1,1,1,True
1520287279,591,2,2,1,2,1,True
1520287307,592,3,5,1,3,1,True
1520287310,593,1,1,1,1,1,True
1520287325,594,2,2,1,2,1,True
1520287327,595,2,1,1,2,1,True
1520287328,596,1,1,1,1,1,True
1520287329,597,2,2,1,2,1,True
1520287345,598,2,2,1,2,1,True
1520287352,599,2,2,1,2,1,True
1520287356,600,2,2,1,2,1,True
1520287357,601,2,2,1,2,1,True
1520287358,602,1,0,1,1,1,True
1520287391,603,3,5,1,3,1,True
1520287392,604,4,4,1,4,1,True
1520287398,605,2,3,1,2,1,True
1520287399,606,4,3,1,4,1,True
1520287400,607,2,2,1,2,1,True
1520287401,608,2,2,1,2,1,True
1520287411,609,1,1,1,1,1,True
1520287417,610,2,2,1,2,1,True
1520287419,611,1,1,1,1,1,True
1520287420,612,1,1,1,1,1,True
1520287421,613,2,4,1,2,1,True
1520287422,614,2,1,1,2,1,True
1520287423,615,1,1,1,1,1,True
1520287425,616,2,3,1,2,1,True
1520287428,617,2,4,1,2,1,True
1520287429,618,1,1,1,1,1,True
1520287432,619,1,0,1,1,1,True
1520287433,620,3,5,1,3,1,True
1520287434,621,3,4,1,3,1,True
1520287435,622,4,5,1,4,1,True
1520287437,623,2,5,1,2,1,True
1520287438,624,1,3,1,1,1,True
1520287441,625,3,5,1,3,1,True
1520287442,626,3,5,1,3,1,True
1520287444,627,1,1,1,1,1,True
1520287445,628,2,2,1,2,1,True
1520287446,629,3,4,1,3,1,True
1520287449,630,3,5,1,3,1,True
1520287450,631,3,4,1,3,1,True
1520287454,632,2,3,1,2,1,True
1520287457,633,2,4,1,2,1,True
1520287459,634,2,3,1,2,1,True
1520287461,635,3,5,1,3,1,True
1520287462,636,3,5,1,3,1,True
1520287464,637,2,3,1,2,1,True
1520287466,638,3,3,1,3,1,True
1520287473,639,2,2,1,2,1,True
1520287475,640,2,4,1,2,1,True
1520287479,641,1,1,1,1,1,True
1520287483,642,4,7,1,4,1,True
1520287485,643,2,2,1,2,1,True
1520287488,644,2,3,1,2,1,True
1520287489,645,1,1,1,1,1,True
1520287492,646,2,2,1,2,1,True
1520287498,647,2,3,1,2,1,True
1520287500,648,3,3,1,3,1,True
1520287501,649,2,5,1,2,1,True
1520287503,650,4,5,1,4,1,True
1520287504,651,4,5,1,4,1,True
1520287508,652,2,3,1,2,1,True
1520287513,653,1,1,1,1,1,True
1520287518,654,2,3,1,2,1,True
1520287526,655,3,4,1,3,1,True
1520287531,656,2,1,1,2,1,True
1520287533,657,2,2,1,2,1,True
1520287535,658,3,5,1,3,1,True
1520287540,659,4,7,1,4,1,True
1520287541,660,2,1,1,2,1,True
1520287543,661,2,1,1,2,1,True
1520287551,662,2,1,1,2,1,True
1520287553,663,2,1,1,2,1,True
1520287555,664,1,1,1,1,1,True
1520287558,665,3,5,1,3,1,True
1520287574,666,5,7,1,5,1,True
1520287575,667,3,4,1,3,1,True
1520287576,668,3,4,1,3,1,True
1520287577,669,2,2,1,2,1,True
1520287578,670,3,5,1,3,1,True
1520287581,671,2,3,1,2,1,True
1520287585,672,3,5,1,3,1,True
1520287595,673,2,3,1,2,1,True
1520287602,674,2,4,1,2,1,True
1520287604,675,3,3,1,3,1,True
1520287606,676,3,6,1,3,1,True
1520287607,677,2,2,1,2,1,True
1520287613,678,2,2,1,2,1,True
1520287633,679,1,1,1,1,1,True
1520287644,680,2,2,1,2,1,True
1520287648,681,2,2,1,2,1,True
1520287651,682,1,3,1,1,1,True
1520287666,683,2,2,1,2,1,True
1520287668,684,2,2,1,2,1,True
1520287680,685,2,3,1,2,1,True
1520287685,686,2,4,1,2,1,True
1520287686,687,1,1,1,1,1,True
1520287687,688,2,3,1,2,1,True
1520287688,689,1,1,1,1,1,True
1520287699,690,2,3,1,2,1,True
1520287700,691,1,1,1,1,1,True
1520287714,692,2,2,1,2,1,True
1520287715,693,2,2,1,2,1,True
1520287719,694,2,2,1,2,1,True
1520287720,695,2,2,1,2,1,True
1520287724,696,2,2,1,2,1,True
1520287729,697,2,1,1,2,1,True
1520287730,698,3,1,1,3,1,True
1520287735,699,1,1,1,1,1,True
1520287740,700,1,1,1,1,1,True
1520287741,701,1,1,1,1,1,True
1520287875,702,3,5,1,3,1,True
1520287881,703,3,5,1,3,1,True
1520287883,704,1,1,1,1,1,True
1520288102,705,2,3,1,2,1,True
1520288106,706,3,5,1,3,1,True
1520288109,707,2,2,1,2,1,True
1520288117,708,2,2,1,2,1,True
1520288280,709,2,2,1,2,1,True
1520288282,710,2,2,1,2,1,True
1520288283,711,2,2,1,2,1,True
1520288286,712,2,1,1,2,1,True
1520288306,713,2,0,1,2,1,True
1520288318,714,2,4,1,2,1,True
1520288322,715,2,1,1,2,1,True
1520288328,716,2,4,1,2,1,True
1520288334,717,2,2,1,2,1,True
1520288339,718,2,4,1,2,1,True
1520288342,719,5,4,1,5,1,True
1520288351,720,3,5,1,3,1,True
1520288355,721,1,1,1,1,1,True
1520288361,722,2,2,1,2,1,True
1520288367,723,2,2,1,2,1,True
1520288372,724,2,2,1,2,1,True
1520288382,725,2,2,1,2,1,True
1520288388,726,2,4,1,2,1,True
1520288391,727,4,5,1,4,1,True
1520288407,728,2,3,1,2,1,True
