seed,method,lambda_value,client_id,mse,rmse,mae,mape
1234,Data-loss weighted,0.5,3,20.017820358276367,4.474127888010843,3.423118829727173,4.946817830204964
1234,Data-loss weighted,0.5,4,319.5784912109375,17.876758408921276,14.024012565612793,364.0888214111328
1234,Data-loss weighted,0.75,0,7.735187530517578,2.7812205109479504,2.2187211513519287,2.9176386073231697
1234,Data-loss weighted,0.75,1,18.384918212890625,4.287763777645711,3.186520576477051,4.925426468253136
1234,Data-loss weighted,0.75,2,84.68630981445312,9.202516493571371,7.7859673500061035,8.569354563951492
1234,Data-loss weighted,0.75,3,20.64773941040039,4.543978368170385,3.490546464920044,5.034596100449562
1234,Data-loss weighted,0.75,4,328.33282470703125,18.119956531598834,14.314542770385742,371.297812461853
1234,Data-loss weighted,1.0,0,7.899203300476074,2.8105521344526014,2.241680860519409,2.949078381061554
1234,Data-loss weighted,1.0,1,18.432201385498047,4.293273970467998,3.1897826194763184,4.936683177947998
1234,Data-loss weighted,1.0,2,84.24595642089844,9.1785596049107,7.759149074554443,8.539297431707382
1234,Data-loss weighted,1.0,3,20.51302719116211,4.529130953192026,3.462780475616455,5.006004124879837
1234,Data-loss weighted,1.0,4,330.30291748046875,18.174237741387362,14.391192436218262,379.25500869750977
5678,Data-loss weighted,0.0,0,5.582779407501221,2.362790597471816,1.862913966178894,2.526145614683628
5678,Data-loss weighted,0.0,1,17.703102111816406,4.207505450004362,3.3548033237457275,5.452407151460648
5678,Data-loss weighted,0.0,2,97.4482192993164,9.87158646314342,7.3338623046875,7.740238308906555
5678,Data-loss weighted,0.0,3,25.520366668701172,5.0517686673779085,3.6517884731292725,4.902678728103638
5678,Data-loss weighted,0.0,4,215.87295532226562,14.692615673264772,11.871808052062988,40.00999331474304
5678,Data-loss weighted,0.25,0,5.694861888885498,2.386390975696459,1.8898522853851318,2.5645097717642784
5678,Data-loss weighted,0.25,1,17.538076400756836,4.187848660202137,3.3384976387023926,5.445490404963493
5678,Data-loss weighted,0.25,2,97.1113510131836,9.85450917160178,7.369119167327881,7.801291346549988
5678,Data-loss weighted,0.25,3,25.064035415649414,5.00639944627368,3.6129209995269775,4.872141405940056
5678,Data-loss weighted,0.25,4,216.40908813476562,14.710849334241908,12.023632049560547,41.203612089157104
5678,Data-loss weighted,0.5,0,5.6250739097595215,2.3717238266205283,1.88657546043396,2.5562841445207596
