seed,method,feature_set,client_id,mse,rmse,mae,mape
5678,Proposed,flow_time,4,231.66387939453125,15.220508513007417,13.708484649658203,49.91299510002136
5678,Proposed,flow_event,0,7.21212911605835,2.6855407492827865,2.151479721069336,2.9324766248464584
5678,Proposed,flow_event,1,18.26511001586914,4.273770000347368,3.417938470840454,5.607520416378975
5678,Proposed,flow_event,2,96.8239974975586,9.839918571693497,7.543112277984619,8.061279356479645
5678,Proposed,flow_event,3,28.925718307495117,5.378263502980783,4.034805774688721,5.381711572408676
5678,Proposed,flow_event,4,210.40606689453125,14.505380618740455,11.809796333312988,41.47562086582184
5678,Proposed,flow_region,0,6.963544845581055,2.6388529412570634,2.095950126647949,2.855709008872509
5678,Proposed,flow_region,1,18.225173950195312,4.269095214468203,3.412923574447632,5.573834106326103
5678,Proposed,flow_region,2,96.49957275390625,9.82341960591658,7.461558818817139,7.936644554138184
5678,Proposed,flow_region,3,27.50920867919922,5.244922180471243,3.909785270690918,5.220017954707146
5678,Proposed,flow_region,4,213.66209411621094,14.617184890265667,11.931984901428223,41.37535095214844
5678,Proposed,full,0,11.89636516571045,3.449110778984991,2.8533072471618652,3.89193594455719
5678,Proposed,full,1,20.502470016479492,4.5279653285421135,3.7166013717651367,6.163946911692619
5678,Proposed,full,2,98.07514953613281,9.903289833996217,7.513181686401367,7.978283613920212
5678,Proposed,full,3,36.8604621887207,6.071281758304477,4.626985549926758,6.161954998970032
5678,Proposed,full,4,240.00054931640625,15.4919511139303,13.52734088897705,49.87461864948273
