seed,round,method,avg_train_loss,avg_val_loss,avg_val_rmse,avg_val_mae,avg_val_mape
2024,5,FedAvg,0.00011239123678283898,0.00019378179000341332,0.013664954155683518,0.010946944542229175,1.0946944542229176
2024,6,FedAvg,0.0001301121194098544,0.0001776782779779751,0.013146559149026871,0.010614465177059173,1.0614465177059174
2024,7,FedAvg,0.00010173656075494365,0.00016200994796236045,0.012567236460745335,0.01013096608221531,1.013096608221531
2024,8,FedAvg,7.502957419741767e-05,0.0001558856946940068,0.012351210229098797,0.009862362034618854,0.9862362034618855
2024,9,FedAvg,0.00011543464942535917,0.00014396218510228208,0.011889930069446563,0.009534645453095436,0.9534645453095436
2024,10,FedAvg,7.388647169656387e-05,0.00012694058968918399,0.011130493506789208,0.008943548798561097,0.8943548798561096
2024,11,FedAvg,6.358418803886576e-05,0.00013824748049955814,0.011553636845201254,0.009344837628304958,0.9344837628304958
2024,12,FedAvg,6.634944806657067e-05,0.000115401527400536,0.010613762587308884,0.00848135193809867,0.8481351938098669
2024,13,FedAvg,6.459688385283307e-05,0.00010964291330310517,0.010333024151623248,0.008456803113222121,0.8456803113222122
2024,14,FedAvg,8.796129213546269e-05,0.00012010080674372146,0.010793904401361942,0.008702354319393635,0.8702354319393635
2024,15,FedAvg,7.021301688967339e-05,0.00011051820387365297,0.010373323969542981,0.008267972152680159,0.8267972152680159
3407,1,FedAvg,0.000993261168810672,0.00230234123300761,0.04658617824316025,0.044578148797154424,4.457814879715443
3407,2,FedAvg,0.0002137249914397086,0.0007730246696155518,0.026965750753879546,0.023277373053133488,2.3277373053133488
3407,3,FedAvg,0.00016409152952421988,0.000651049193693325,0.024997727945446968,0.021160924807190895,2.1160924807190895
3407,4,FedAvg,0.00014111833135497625,0.0004856120051408652,0.021280929259955884,0.017129171080887316,1.7129171080887318
3407,5,FedAvg,0.00014762415534018406,0.00048012898827437317,0.02124641854315996,0.017146055400371552,1.7146055400371552
3407,6,FedAvg,0.00014226003387843127,0.0003347283237962983,0.017623613215982915,0.013822394609451293,1.3822394609451294
3407,7,FedAvg,0.00011808556454655315,0.00041948337340727446,0.01987455692142248,0.015943963080644608,1.5943963080644608
3407,8,FedAvg,0.00011477365890251741,0.00035152246826328335,0.018116186000406743,0.014312738552689552,1.4312738552689552
3407,9,FedAvg,0.00011018323815993166,0.00022503502448671499,0.014596547931432724,0.011596954800188542,1.1596954800188541
3407,10,FedAvg,0.00010935950171967436,0.0002576268001575954,0.015404961258172988,0.012355831637978553,1.2355831637978554
3407,11,FedAvg,0.00011842303235815572,0.000319875032582786,0.017162657342851162,0.013805139251053334,1.3805139251053333
3407,12,FedAvg,9.485493004571513e-05,0.00021658695171936415,0.014292797818779946,0.011488060280680657,1.1488060280680656
3407,13,FedAvg,7.802865869182693e-05,0.00026541859115241094,0.015768279135227204,0.012716276943683625,1.2716276943683624
3407,14,FedAvg,7.247023873787839e-05,0.00016906635602936148,0.012867524474859237,0.01040407493710518,1.0404074937105179
3407,15,FedAvg,8.490734220166424e-05,0.0001750399175216444,0.01297959741204977,0.010576694831252098,1.0576694831252098
1234,1,FedAvg,0.0009605914081579873,0.00022375796688720584,0.014734379202127456,0.01197075005620718,1.197075005620718
1234,2,FedAvg,0.0002064896305091679,0.00034495355837862004,0.01802779957652092,0.01513824462890625,1.513824462890625
1234,3,FedAvg,0.0001690924446198291,0.0003239686053711921,0.017690571770071984,0.014316009543836116,1.4316009543836117
1234,4,FedAvg,0.00015526262415473216,0.00029005160205997527,0.0167597446590662,0.013522976078093052,1.3522976078093052
1234,5,FedAvg,0.00013484135008184239,0.00026378165077403534,0.016014839708805084,0.012949884124100208,1.2949884124100208
1234,6,FedAvg,0.00012130294028403503,0.0002564749248631415,0.015950210206210614,0.012756401859223842,1.2756401859223843
1234,7,FedAvg,0.000119741272148011,0.00027726238273317,0.016552254557609558,0.013433447666466236,1.3433447666466236
1234,8,FedAvg,0.0001194440045011496,0.00022605407753871986,0.014911819249391556,0.012178201787173748,1.2178201787173748
1234,9,FedAvg,0.00010630626485051055,0.00022262055190367392,0.014886827394366264,0.012098913267254829,1.209891326725483
1234,10,FedAvg,8.374413134463663e-05,0.00018599055627419148,0.013585998862981796,0.010911905951797963,1.0911905951797962
1234,11,FedAvg,7.343193191835391e-05,0.0001930779393296689,0.013815759308636188,0.011031580530107022,1.1031580530107021
1234,12,FedAvg,6.737528659868985e-05,0.00016979157604509964,0.013015129417181016,0.010773598030209542,1.0773598030209541
1234,13,FedAvg,8.80965130012815e-05,0.0001601589982601581,0.012588900700211524,0.010295173153281212,1.0295173153281212
1234,14,FedAvg,7.709523088124115e-05,0.00015368382715678306,0.01234801709651947,0.00994492955505848,0.9944929555058479
1234,15,FedAvg,6.562018671372373e-05,0.00013655661365191918,0.011576305329799651,0.009418143518269062,0.9418143518269062
5678,1,FedAvg,0.0007810383759039852,0.0013008043920854106,0.03311905451118946,0.030864276550710203,3.08642765507102
5678,2,FedAvg,0.0001937494333001918,0.0006515072245383636,0.02459531556814909,0.021911025419831275,2.1911025419831276
5678,3,FedAvg,0.0001288798046048864,0.0005740562161372509,0.02214882355183363,0.01915398836135864,1.9153988361358643
5678,4,FedAvg,0.00012113690625743142,0.00046796488531981596,0.02012382969260216,0.01717860922217369,1.717860922217369
5678,5,FedAvg,9.808247037913782e-05,0.00040741362754488365,0.01893702745437622,0.016121216490864752,1.6121216490864754
5678,6,FedAvg,0.00010079030879881299,0.0003021325945155695,0.016371356882154943,0.013872523233294487,1.3872523233294487
5678,7,FedAvg,0.00010293521770758421,0.0002694671691278927,0.015565391629934311,0.013076448999345302,1.3076448999345303
5678,8,FedAvg,8.498485478672332e-05,0.0002597421349491924,0.015289233438670636,0.012805348262190819,1.2805348262190819
5678,9,FedAvg,8.810861000841083e-05,0.00021891756565310064,0.014170413464307785,0.011882155388593673,1.1882155388593674
5678,10,FedAvg,8.440506075982869e-05,0.0002048738149460405,0.013725055009126663,0.011482050828635692,1.1482050828635693
5678,11,FedAvg,8.027091028842344e-05,0.00018995456164702776,0.013450076244771481,0.011575007252395153,1.1575007252395153
5678,12,FedAvg,6.0723218017041555e-05,0.00018563877034466714,0.013096719048917294,0.010923763923346996,1.0923763923346996
5678,13,FedAvg,6.26857445708343e-05,0.00015633721748599782,0.012214324623346328,0.010221720207482576,1.0221720207482576
5678,14,FedAvg,5.0622333427392214e-05,0.00015299632010282947,0.012089739739894866,0.010066461190581322,1.0066461190581322
5678,15,FedAvg,8.062146859759066e-05,0.00013829631367116233,0.011546425335109235,0.009733204450458287,0.9733204450458288
