round,method,graph_type,client_id,train_loss,val_mse,val_rmse,val_mae
1,GCN-Proposed,fixed_adjacency,4,0.7869897160841071,232.20828247070312,15.23838188492148,10.234708786010742
2,GCN-Proposed,fixed_adjacency,0,0.7985771962853728,34.01572799682617,5.832300403513709,4.927443981170654
2,GCN-Proposed,fixed_adjacency,1,0.5842245373071409,41.42042922973633,6.435870510640836,4.856849670410156
2,GCN-Proposed,fixed_adjacency,2,0.9507047273743321,124.2154769897461,11.145199728571313,8.716572761535645
2,GCN-Proposed,fixed_adjacency,3,0.3522063323429653,40.28348159790039,6.346926941276415,5.136362552642822
2,GCN-Proposed,fixed_adjacency,4,0.5452497763478238,209.27490234375,14.466336866800455,9.163314819335938
3,GCN-Proposed,fixed_adjacency,0,0.8114687448642293,24.822925567626953,4.982261089869433,4.146976947784424
3,GCN-Proposed,fixed_adjacency,1,0.6203994119868559,39.71995544433594,6.302376967806348,4.415156364440918
3,GCN-Proposed,fixed_adjacency,2,1.098480031523906,142.45379638671875,11.93540097301799,9.8771390914917
3,GCN-Proposed,fixed_adjacency,3,0.38805148431233,34.816776275634766,5.900574232702676,4.770926475524902
3,GCN-Proposed,fixed_adjacency,4,0.32279416497634805,180.3516845703125,13.429507979457494,8.915926933288574
4,GCN-Proposed,fixed_adjacency,0,0.5451688082491766,24.04058074951172,4.903119491661581,4.16127347946167
4,GCN-Proposed,fixed_adjacency,1,0.5833536409864238,35.2578239440918,5.937829901916339,4.041773319244385
4,GCN-Proposed,fixed_adjacency,2,0.9630773663520813,127.4477310180664,11.289275043955055,8.954900741577148
4,GCN-Proposed,fixed_adjacency,3,0.3302627503871918,32.43159103393555,5.694874101675606,4.531843185424805
4,GCN-Proposed,fixed_adjacency,4,0.2818865743668183,173.9302978515625,13.188263640508652,8.438504219055176
5,GCN-Proposed,fixed_adjacency,0,0.4586337599597993,17.512439727783203,4.18478670039265,3.4926798343658447
5,GCN-Proposed,fixed_adjacency,1,0.40201803165323596,35.993995666503906,5.999499618010147,4.007537364959717
5,GCN-Proposed,fixed_adjacency,2,1.2243590027513638,149.49075317382812,12.226641123948479,10.229303359985352
5,GCN-Proposed,fixed_adjacency,3,0.3151652600084032,29.7760009765625,5.45673904237343,4.2060346603393555
5,GCN-Proposed,fixed_adjacency,4,0.39414366156510683,172.7563934326172,13.143682643483796,8.902750015258789
6,GCN-Proposed,fixed_adjacency,0,0.4112820610648296,15.4205322265625,3.9268985505819347,3.259445905685425
6,GCN-Proposed,fixed_adjacency,1,0.4765598294781704,34.89253616333008,5.906990448894435,3.955486297607422
6,GCN-Proposed,fixed_adjacency,2,1.1141596503660713,139.2515106201172,11.800487728060954,9.712648391723633
6,GCN-Proposed,fixed_adjacency,3,0.30970471671649386,28.605377197265625,5.348399498659915,4.076188087463379
6,GCN-Proposed,fixed_adjacency,4,0.4294943433740865,168.05389404296875,12.963560237950405,8.780095100402832
7,GCN-Proposed,fixed_adjacency,0,0.3962270231520543,15.041903495788574,3.8783892914183555,3.2176403999328613
7,GCN-Proposed,fixed_adjacency,1,0.4816211894446728,34.15915298461914,5.8445832173576875,3.918926954269409
7,GCN-Proposed,fixed_adjacency,2,1.0353347029484494,128.0838165283203,11.317412095011841,9.096579551696777
7,GCN-Proposed,fixed_adjacency,3,0.3207031658717564,30.81545639038086,5.551167119658789,4.19678258895874
7,GCN-Proposed,fixed_adjacency,4,0.4984269608622012,177.92327880859375,13.33878850602984,8.773628234863281
8,GCN-Proposed,fixed_adjacency,0,0.32473278754070156,14.2316255569458,3.7724826781505305,3.144977569580078
8,GCN-Proposed,fixed_adjacency,1,0.4550293707380108,33.787845611572266,5.812731338327298,3.856065273284912
8,GCN-Proposed,fixed_adjacency,2,1.1057645435064611,131.1350860595703,11.451422883623254,9.251914024353027
8,GCN-Proposed,fixed_adjacency,3,0.3186032474040985,31.207223892211914,5.586342622164516,4.27052640914917
8,GCN-Proposed,fixed_adjacency,4,0.24797280602481053,164.3165283203125,12.818600872182287,8.347052574157715
9,GCN-Proposed,fixed_adjacency,0,0.3566600973488855,12.478314399719238,3.5324657676641733,2.917520523071289
9,GCN-Proposed,fixed_adjacency,1,0.5000220981298709,34.81982421875,5.9008325021771295,3.9823992252349854
9,GCN-Proposed,fixed_adjacency,2,1.1897626468833065,139.08750915527344,11.793536753462611,9.705352783203125
9,GCN-Proposed,fixed_adjacency,3,0.3168116978236607,29.551605224609375,5.4361388157965,4.114421367645264
9,GCN-Proposed,fixed_adjacency,4,0.2764958966037501,153.20530700683594,12.37761313851891,8.18918228149414
10,GCN-Proposed,fixed_adjacency,0,0.3033521192484215,10.621150970458984,3.2590107349407402,2.6496667861938477
10,GCN-Proposed,fixed_adjacency,1,0.49207552157196344,38.13607406616211,6.175441204170121,4.28210973739624
10,GCN-Proposed,fixed_adjacency,2,1.095685877850358,143.679443359375,11.986636031822064,10.013707160949707
10,GCN-Proposed,fixed_adjacency,3,0.31320561255727497,28.112308502197266,5.302104157992114,3.94474458694458
10,GCN-Proposed,fixed_adjacency,4,0.2053833059642626,165.3708038330078,12.859657998290928,9.430566787719727
