seed,num_clients,graph_type,method,client_id,mse,rmse,mae
2025,10,fixed_adjacency,GCN-FedAvg,5,7.252257347106934,2.6930015497780415,2.1621620655059814
2025,10,fixed_adjacency,GCN-FedAvg,6,25.284360885620117,5.028355684080047,3.9555141925811768
2025,10,fixed_adjacency,GCN-FedAvg,7,117.1653060913086,10.824292406033228,8.02729606628418
2025,10,fixed_adjacency,GCN-FedAvg,8,22.402494430541992,4.7331273414669495,3.491034507751465
2025,10,fixed_adjacency,GCN-FedAvg,9,48.1076545715332,6.935968178382395,4.98921537399292
2025,10,fixed_adjacency,GCN-Proposed,0,5.705700874328613,2.3886608956334956,1.9159921407699585
2025,10,fixed_adjacency,GCN-Proposed,1,18.997739791870117,4.358639672176414,3.3108699321746826
2025,10,fixed_adjacency,GCN-Proposed,2,94.71190643310547,9.732004235156573,7.705646514892578
2025,10,fixed_adjacency,GCN-Proposed,3,20.49836540222168,4.527512054343056,3.5075149536132812
2025,10,fixed_adjacency,GCN-Proposed,4,336.0843200683594,18.332602653970312,14.724078178405762
2025,10,fixed_adjacency,GCN-Proposed,5,6.548483371734619,2.5590004634103956,2.047633409500122
2025,10,fixed_adjacency,GCN-Proposed,6,25.199504852294922,5.0199108410702795,3.953395366668701
2025,10,fixed_adjacency,GCN-Proposed,7,116.87096405029297,10.810687492028107,7.960032939910889
2025,10,fixed_adjacency,GCN-Proposed,8,22.50572967529297,4.7440204126134375,3.498274803161621
2025,10,fixed_adjacency,GCN-Proposed,9,44.290687561035156,6.655124909499081,4.783120155334473
