file_name,file_path,rows_used,mechanism,missing_rate,seed,impute_method,target_col,time_col,node_col,masked_count,actual_missing_rate,imputation_mae,imputation_rmse,imputation_mape,output_path
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.1,5678,zero_fill,路口车流量,时间段,节点ID,50,0.1,1993.1602319335936,2309.742010686436,100.0,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.1,5678,forward_fill,路口车流量,时间段,节点ID,50,0.1,855.8730981445312,1181.3091701900275,31.409953981265854,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.1,5678,linear_interpolation,路口车流量,时间段,节点ID,50,0.1,1016.9325122070312,1514.5254656243405,44.42401665136405,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.2,42,zero_fill,路口车流量,时间段,节点ID,100,0.2,2161.1670652770995,2397.582246258523,100.0,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.2,42,forward_fill,路口车流量,时间段,节点ID,100,0.2,837.2341993713379,1126.3136761747514,43.5979880854185,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.2,42,linear_interpolation,路口车流量,时间段,节点ID,100,0.2,1076.7330421447755,1485.9932343267467,58.18549385751296,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.2,2024,zero_fill,路口车流量,时间段,节点ID,100,0.2,2104.665145263672,2385.607406415545,100.0,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.2,2024,forward_fill,路口车流量,时间段,节点ID,100,0.2,880.4432287597656,1152.8115599426756,40.401064852925856,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.2,2024,linear_interpolation,路口车流量,时间段,节点ID,100,0.2,1075.120284576416,1395.1167338603257,61.29317068972971,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.2,3407,zero_fill,路口车流量,时间段,节点ID,100,0.2,2231.7948013305663,2475.720065681803,100.0,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.2,3407,forward_fill,路口车流量,时间段,节点ID,100,0.2,837.2792953491211,1187.1659853209644,37.51681768484128,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.2,3407,linear_interpolation,路口车流量,时间段,节点ID,100,0.2,1020.7651054382325,1462.5588868447462,53.58174830364244,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.2,1234,zero_fill,路口车流量,时间段,节点ID,100,0.2,2078.193991546631,2440.278975981887,100.0,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.2,1234,forward_fill,路口车流量,时间段,节点ID,100,0.2,948.8815138244629,1294.9136004276693,53.622747590188865,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.2,1234,linear_interpolation,路口车流量,时间段,节点ID,100,0.2,1277.6490669250488,1657.8896649153457,87.12032716384277,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.2,5678,zero_fill,路口车流量,时间段,节点ID,100,0.2,2317.070845336914,2639.7892298621678,100.0,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.2,5678,forward_fill,路口车流量,时间段,节点ID,100,0.2,972.6811419677734,1397.884031025451,35.41177839331427,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.2,5678,linear_interpolation,路口车流量,时间段,节点ID,100,0.2,1137.689208984375,1619.603670468291,48.80419998529798,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.3,42,zero_fill,路口车流量,时间段,节点ID,150,0.3,2229.7041775512694,2525.6606520815067,100.0,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.3,42,forward_fill,路口车流量,时间段,节点ID,150,0.3,901.5288025919597,1289.489100272754,42.791525362879376,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.3,42,linear_interpolation,路口车流量,时间段,节点ID,150,0.3,1151.8832955932617,1606.2693910522673,68.36742985961159,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.3,2024,zero_fill,路口车流量,时间段,节点ID,150,0.3,2179.2740811157228,2442.332391183131,100.0,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.3,2024,forward_fill,路口车流量,时间段,节点ID,150,0.3,858.3859221394857,1192.7801005237352,42.66401704526116,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.3,2024,linear_interpolation,路口车流量,时间段,节点ID,150,0.3,1116.231052347819,1498.7942132891606,68.3576006287998,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.3,3407,zero_fill,路口车流量,时间段,节点ID,150,0.3,2404.689434407552,2703.224646931683,100.0,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.3,3407,forward_fill,路口车流量,时间段,节点ID,150,0.3,1030.4609440104166,1432.3702539689104,37.56701324626196,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.3,3407,linear_interpolation,路口车流量,时间段,节点ID,150,0.3,1111.5187685139974,1549.5350147000624,46.23889678786195,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.3,1234,zero_fill,路口车流量,时间段,节点ID,150,0.3,2339.060447591146,2641.882264088964,100.0,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.3,1234,forward_fill,路口车流量,时间段,节点ID,150,0.3,983.5301285807292,1381.9153717054699,36.642135911298226,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.3,1234,linear_interpolation,路口车流量,时间段,节点ID,150,0.3,1268.9242126464844,1732.2411581606082,56.74599524190425,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.3,5678,zero_fill,路口车流量,时间段,节点ID,150,0.3,2239.5990423583985,2568.7382479277626,100.0,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.3,5678,forward_fill,路口车流量,时间段,节点ID,150,0.3,961.6481923421223,1359.4530276433027,38.54619756850271,
node_flow_chunk_000.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_000.parquet,500,mcar_point,0.3,5678,linear_interpolation,路口车流量,时间段,节点ID,150,0.3,1099.389208984375,1535.40553836061,53.021556713701145,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.0,42,zero_fill,路口车流量,时间段,节点ID,0,0.0,0.0,0.0,0.0,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.0,42,forward_fill,路口车流量,时间段,节点ID,0,0.0,0.0,0.0,0.0,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.0,42,linear_interpolation,路口车流量,时间段,节点ID,0,0.0,0.0,0.0,0.0,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.0,2024,zero_fill,路口车流量,时间段,节点ID,0,0.0,0.0,0.0,0.0,
node_flow_chunk_001.parquet,data/analysis/node_intersection_flow_parquet/node_flow_chunk_001.parquet,500,mcar_point,0.0,2024,forward_fill,路口车流量,时间段,节点ID,0,0.0,0.0,0.0,0.0,
