experiment,method,metric,mean,std,ci95_lower,ci95_upper,best,worst,n
gcn_fed_enhanced_main,FedAvg,mae,4.767954039573669,0.06156628131866437,4.682627526948451,4.853280552198887,4.706387758255005,4.829520320892334,2
gcn_fed_enhanced_main,FedAvg,rmse,6.318049719802914,0.1017338307904101,6.1770538238120665,6.459045615793762,6.216315889012504,6.4197835505933245,2
gcn_fed_enhanced_main,FedAvg,mape,24.23304606229067,0.41259732097387314,23.661215349713014,24.804876774868323,23.820448741316795,24.64564338326454,2
gcn_fed_enhanced_main,FedAvg,r2,0.3589759342837734,0.04195468701701768,0.3008297046468803,0.4171221639206665,0.40093062130079105,0.3170212472667557,2
gcn_fed_enhanced_main,FedAvg,communication_rounds,4.0,0.0,4.0,4.0,4.0,4.0,2
gcn_fed_enhanced_main,FedAvg,convergence_round,4.0,0.0,4.0,4.0,4.0,4.0,2
gcn_fed_enhanced_main,Independent,mae,6.124233102798462,0.11783018112182608,5.9609288034030845,6.287537402193839,6.006402921676636,6.242063283920288,2
gcn_fed_enhanced_main,Independent,rmse,7.680403437980257,0.08111173463990085,7.5679883090888085,7.792818566871705,7.599291703340356,7.761515172620157,2
gcn_fed_enhanced_main,Independent,mape,19.730736948549747,3.590857796370983,14.754061948292357,24.707411948807138,16.139879152178764,23.32159474492073,2
gcn_fed_enhanced_main,Independent,r2,0.006166813040010419,0.07969081381907493,-0.10427902006548491,0.11661264614550575,0.08585762685908535,-0.07352400077906451,2
gcn_fed_enhanced_main,Independent,communication_rounds,0.0,0.0,0.0,0.0,0.0,0.0,2
gcn_fed_enhanced_main,Independent,convergence_round,4.0,0.0,4.0,4.0,4.0,4.0,2
gcn_fed_enhanced_main,Proposed,mae,4.684684157371521,0.08701255321502721,4.564090911175187,4.805277403567855,4.597671604156494,4.771696710586548,2
gcn_fed_enhanced_main,Proposed,rmse,6.2469474751782785,0.06799822500823538,6.1527067433948135,6.341188206961744,6.178949250170043,6.314945700186514,2
gcn_fed_enhanced_main,Proposed,mape,23.32828290760517,0.030320212244987488,23.286261237341698,23.370304577868644,23.297962695360184,23.35860311985016,2
gcn_fed_enhanced_main,Proposed,r2,0.3776088932373989,0.0333693686830418,0.33136130775320083,0.42385647872159693,0.4109782619204407,0.3442395245543571,2
gcn_fed_enhanced_main,Proposed,communication_rounds,4.0,0.0,4.0,4.0,4.0,4.0,2
gcn_fed_enhanced_main,Proposed,convergence_round,4.0,0.0,4.0,4.0,4.0,4.0,2
