missing_rate,method,length_group,chunk_count,missing_count,valid_eval_count,fallback_count,abs_error_sum,sq_error_sum,ape_sum,ape_count,smape_sum,smape_count,true_min,true_max,mae,rmse,mape,smape,nrmse,exclude_warmup
0.2,zero_fill,long,54,12297951,12297951,0,30142267072.0,91762290327552.0,12229524.0,12229524,24459048.0,12229524,0.0,10448.474609375,2450.9991194468084,2731.591440738852,1.0,2.0,0.26143447181159857,True
0.2,zero_fill,mid,54,22885609,22885609,0,55978140096.0,170001714905088.0,22758714.0,22758714,45517428.0,22758714,0.0,10468.935546875,2445.9973993263625,2725.495154832515,1.0,2.0,0.2603411915785537,True
0.2,zero_fill,short,54,8394800,8394800,0,20489444704.0,62097337221120.0,8347593.0,8347593,16695186.0,8347593,0.0,10413.841796875,2440.7305360461237,2719.7645696771006,1.0,2.0,0.2611682242468146,True
0.3,forward_fill,long,54,22337482,22337482,0,4352469104.0,3517148340224.0,2938864.8671875,22216213,2236963.81640625,22268521,0.0,10453.1396484375,194.8504806405664,396.8060042516292,0.13228469078809696,0.10045408118510654,0.03796046141131793,True
0.3,forward_fill,mid,54,31876193,31876193,0,5173704312.0,3529415692288.0,3778148.00390625,31697853,2709360.6328125,31768414,0.0,10468.935546875,162.30621743317968,332.7500905354392,0.1191925523759054,0.08528473070177504,0.031784519929990956,True
0.3,forward_fill,short,54,11153799,11153799,0,1340512020.0,698517063680.0,968779.609375,11090145,726939.84765625,11110232,0.0,10440.09375,120.18434436553859,250.2517383251023,0.08735499935979196,0.06542976309191834,0.023970257769486247,True
0.3,function_curve_fit,long,54,22337482,22337482,0,3112902100.0,1579455967232.0,2475233.85546875,22216213,1699807.953125,22337412,0.0,10453.1396484375,139.3577888501488,265.9112145702853,0.11141565195961842,0.07609690653174146,0.02543840640357587,True
0.3,function_curve_fit,mid,54,31876193,31876193,0,4396021264.0,2193873348608.0,3565548.5625,31697853,2428991.70703125,31875909,0.0,10468.935546875,137.90923100509525,262.34485555146273,0.11248549113089773,0.07620148830990985,0.025059362948296422,True
0.3,function_curve_fit,short,54,11153799,11153799,0,1521389238.0,748791846912.0,1194651.13671875,11090145,848178.4111328125,11153736,0.0,10440.09375,136.40099108832786,259.1010342490846,0.10772186808366797,0.07604433269111018,0.024817883867095023,True
0.3,historical_linear_extrapolation,long,54,22337482,22337482,0,4015098772.0,2820435869696.0,2796669.23046875,22216213,2102078.43359375,22310046,0.0,10453.1396484375,179.7471519842747,355.3374708430793,0.12588415633522915,0.0942211608884065,0.03399337259367753,True
0.3,historical_linear_extrapolation,mid,54,31876193,31876193,0,5664143480.0,3891814207488.0,4160833.53125,31697853,2991184.3984375,31833891,0.0,10468.935546875,177.6919684229544,349.41603057623985,0.1312654687132911,0.09396226174291732,0.033376462106554976,True
0.3,historical_linear_extrapolation,short,54,11153799,11153799,0,1956222778.0,1323733364736.0,1369858.111328125,11090145,1041036.091796875,11138462,0.0,10440.09375,175.3862319017942,344.49970214126006,0.12352030666218747,0.09346318116422851,0.032997759444570125,True
0.3,road_topology_neighbor_fill,long,54,22337482,22337482,0,11054846800.0,13948904964096.0,6460962.8828125,22216213,4470502.96875,22334574,0.0,10453.1396484375,494.90120685939445,790.2289753213611,0.29082197235021556,0.2001606553476238,0.0755972848252804,True
0.3,road_topology_neighbor_fill,mid,54,31876193,31876193,0,15746851072.0,19845482184704.0,9444551.484375,31697853,6390726.4375,31872069,0.0,10468.935546875,494.0003679862272,789.0374269150121,0.2979555582005822,0.200511816082602,0.07536940344909675,True
0.3,road_topology_neighbor_fill,short,54,11153799,11153799,0,5503648360.0,6933920120832.0,3219905.328125,11090145,2239888.17578125,11152150,0.0,10440.09375,493.4326286496646,788.4569944370082,0.29033933534006995,0.20084810335058711,0.07552202243749087,True
0.3,topology_function_hybrid,long,54,22337482,22337482,0,6488411616.0,4554298998784.0,4213511.2734375,22216213,2969467.37109375,22337469,0.0,10453.1396484375,290.47193484028327,451.5373314209608,0.18965929402268064,0.1329366084892496,0.04319633589592913,True
0.3,topology_function_hybrid,mid,54,31876193,31876193,0,9228182992.0,6450335252480.0,6141135.0078125,31697853,4244659.6328125,31876169,0.0,10468.935546875,289.50078800187964,449.8398439848988,0.19373977814246598,0.13316090879090584,0.04296901456415757,True
0.3,topology_function_hybrid,short,54,11153799,11153799,0,3218822084.0,2240177381376.0,2080843.619140625,11090145,1486817.51953125,11153796,0.0,10440.09375,288.5852689294473,448.15660036587633,0.18762997410228857,0.1333014804584242,0.04292649195471797,True
0.3,zero_fill,long,54,22337482,22337482,0,54737549824.0,166542541062144.0,22216213.0,22216213,44432426.0,22216213,0.0,10453.1396484375,2450.479862681031,2730.5207775111253,1.0,2.0,0.2612153734997001,True
0.3,zero_fill,mid,54,31876193,31876193,0,77971056128.0,236790813032448.0,31697853.0,31697853,63395706.0,31697853,0.0,10468.935546875,2446.0592307243214,2725.5189159459587,1.0,2.0,0.2603434612566253,True
0.3,zero_fill,short,54,11153799,11153799,0,27212854112.0,82460933881856.0,11090145.0,11090145,22180290.0,11090145,0.0,10440.09375,2439.7834416775845,2719.0219748036866,1.0,2.0,0.2604403791684042,True
