seed,noniid_level,method,client_id,mse,rmse,mae,mape
2024,low,Proposed,1,8.228836059570312,2.8685947883188927,2.3252358436584473,3.156644105911255
2024,low,Proposed,2,10.20825481414795,3.1950359644529747,2.476240396499634,3.231338784098625
2024,low,Proposed,3,10.54128360748291,3.2467342988737022,2.6165735721588135,3.267400339245796
2024,low,Proposed,4,8.564889907836914,2.926583316401041,2.289173126220703,2.928628772497177
2025,low,Independent,0,16.82186508178711,4.101446705954755,3.352048873901367,4.460842162370682
2025,low,Independent,1,12.53829288482666,3.5409451965296865,2.9091923236846924,3.9757151156663895
2025,low,Independent,2,16.898439407348633,4.110771145095362,3.4377193450927734,4.468319192528725
2025,low,Independent,3,12.843952178955078,3.5838460038002578,2.923243761062622,4.06116396188736
2025,low,Independent,4,8.789222717285156,2.9646623277002653,2.3808274269104004,2.9897015541791916
2025,low,FedAvg,0,6.637972354888916,2.576426275849731,2.0671281814575195,2.7135755866765976
2025,low,FedAvg,1,7.896622180938721,2.8100929132216823,2.203213691711426,2.986583672463894
2025,low,FedAvg,2,11.763400077819824,3.4297813454825112,2.73746657371521,3.561832383275032
2025,low,FedAvg,3,8.554961204528809,2.9248865284876966,2.2893710136413574,3.1613335013389587
2025,low,FedAvg,4,8.51360034942627,2.9178074558521283,2.411139965057373,3.0454911291599274
2025,low,Proposed,0,6.675804138183594,2.583757755321422,2.072340965270996,2.7215007692575455
2025,low,Proposed,1,7.92790412902832,2.815653410671903,2.206604480743408,2.9928933829069138
2025,low,Proposed,2,11.834091186523438,3.4400713926492044,2.7439112663269043,3.5711489617824554
2025,low,Proposed,3,8.621353149414062,2.9362140843974682,2.2992982864379883,3.176373615860939
2025,low,Proposed,4,8.55744743347168,2.925311510501348,2.4179208278656006,3.054945357143879
42,medium,Independent,0,7.1110758781433105,2.6666600604770214,2.1472713947296143,2.7215585112571716
42,medium,Independent,1,40.759254455566406,6.384297491154873,5.188468933105469,8.581051975488663
42,medium,Independent,2,135.8654327392578,11.656132838092478,10.122310638427734,11.29864752292633
42,medium,Independent,3,27.95155906677246,5.286923402771452,4.210960388183594,5.86734265089035
42,medium,Independent,4,108.70474243164062,10.426156647185032,7.420491695404053,81.91600441932678
42,medium,FedAvg,0,10.236201286315918,3.199406395929707,2.6335065364837646,3.421173244714737
42,medium,FedAvg,1,25.780906677246094,5.077490194697188,4.080389499664307,6.7145101726055145
42,medium,FedAvg,2,94.01580047607422,9.696174527929776,8.066919326782227,8.840888738632202
42,medium,FedAvg,3,18.797327041625977,4.335588430839115,3.4565112590789795,4.908643290400505
42,medium,FedAvg,4,119.75666809082031,10.943338982724619,8.234550476074219,109.57446098327637
42,medium,Proposed,0,8.781795501708984,2.9634094387561407,2.4271185398101807,3.147970139980316
42,medium,Proposed,1,23.647781372070312,4.86289845381027,3.9018704891204834,6.393837928771973
42,medium,Proposed,2,92.7535400390625,9.630863930046074,7.972728729248047,8.7102971971035
42,medium,Proposed,3,17.560787200927734,4.190559294524745,3.323340654373169,4.700862243771553
