seed,feature_set,method,client_id,mse,rmse,mae,mape
42,flow_event,FedAvg,3,19.283973693847656,4.3913521486949385,3.4779138565063477,4.807013645768166
42,flow_event,FedAvg,4,137.71896362304688,11.735372325710287,8.783985137939453,109.96723175048828
42,flow_event,Proposed,0,5.895068168640137,2.4279761466373877,1.959350824356079,2.510267123579979
42,flow_event,Proposed,1,19.792062759399414,4.4488271217703454,3.5547568798065186,5.711489915847778
42,flow_event,Proposed,2,94.03482818603516,9.69715567504385,7.9553446769714355,8.584216237068176
42,flow_event,Proposed,3,18.463117599487305,4.296873002485331,3.388132333755493,4.687074571847916
42,flow_event,Proposed,4,128.1839141845703,11.321833516907512,8.405495643615723,108.42251777648926
2024,flow_event,FedAvg,0,8.898672103881836,2.9830642138381527,2.3812289237976074,2.982068993151188
2024,flow_event,FedAvg,1,36.25241470336914,6.0209978162567985,4.576530933380127,7.488779723644257
2024,flow_event,FedAvg,2,86.67284393310547,9.309825129029303,7.580564022064209,8.348355442285538
2024,flow_event,FedAvg,3,23.47991180419922,4.8456074752500555,3.8336033821105957,4.850906878709793
2024,flow_event,FedAvg,4,114.3912124633789,10.695382763762076,7.438453674316406,116.65661334991455
2024,flow_event,Proposed,0,8.542329788208008,2.9227264306137184,2.3251912593841553,2.9113154858350754
2024,flow_event,Proposed,1,35.84457778930664,5.987034139647664,4.528631210327148,7.383700460195541
2024,flow_event,Proposed,2,87.20195007324219,9.338198438309297,7.549478530883789,8.282357454299927
2024,flow_event,Proposed,3,24.932926177978516,4.9932881128549464,3.91335391998291,4.921894147992134
2024,flow_event,Proposed,4,110.57382202148438,10.515408790032101,7.214674949645996,112.05421686172485
2025,flow_event,FedAvg,0,6.642977237701416,2.577397376754585,2.0710201263427734,2.7276426553726196
2025,flow_event,FedAvg,1,19.983915328979492,4.470337272396736,3.411240577697754,5.292783677577972
2025,flow_event,FedAvg,2,96.31172180175781,9.81385356533089,7.670895099639893,8.091890811920166
2025,flow_event,FedAvg,3,21.677356719970703,4.6558948355789465,3.5698399543762207,5.048536881804466
2025,flow_event,FedAvg,4,370.9428405761719,19.259876442391107,16.853303909301758,513.8491153717041
2025,flow_event,Proposed,0,5.919011116027832,2.4329017892278,1.9434034824371338,2.5478456169366837
2025,flow_event,Proposed,1,20.647733688354492,4.543977738540814,3.437807559967041,5.295930430293083
2025,flow_event,Proposed,2,96.1075439453125,9.803445513966633,7.5911455154418945,7.972053438425064
2025,flow_event,Proposed,3,21.74038314819336,4.662658377813386,3.572213888168335,5.016178637742996
2025,flow_event,Proposed,4,359.31024169921875,18.955480518816156,16.384687423706055,467.78974533081055
42,flow_region,FedAvg,0,6.110941410064697,2.472031838400286,2.0049948692321777,2.568976767361164
42,flow_region,FedAvg,1,19.75149154663086,4.444265017596369,3.558852434158325,5.717334523797035
42,flow_region,FedAvg,2,93.70901489257812,9.68034167230569,7.885386943817139,8.471755683422089
42,flow_region,FedAvg,3,18.726898193359375,4.327458629884216,3.439805269241333,4.765314236283302
42,flow_region,FedAvg,4,139.6253204345703,11.816315857092274,8.905929565429688,110.7589840888977
42,flow_region,Proposed,0,5.927701950073242,2.4346872386557665,1.9664314985275269,2.5194041430950165
