experiment,scenario,method,metric,mean,std,ci95_lower,ci95_upper,best,worst,n
fed_robustness,communication_delay@2,FedAvg,mae,6.222507410049438,0.642726878922888,5.6591324610922,6.785882359006677,5.523507022857666,7.261449480056763,5
fed_robustness,communication_delay@2,FedAvg,rmse,7.831860482401234,0.5281864966367674,7.368884605180543,8.294836359621927,7.27897791251111,8.791184304889,5
fed_robustness,communication_delay@2,FedAvg,mape,53.11854840815067,38.41396535492013,19.447223183132763,86.78987363316858,15.350233241915703,122.47438326478004,5
fed_robustness,communication_delay@2,FedAvg,r2,0.16474925782384536,0.06116048565484317,0.11113972846708237,0.21835878718060836,0.2817386065198736,0.10440212619149672,5
fed_robustness,communication_delay@2,FedAvg,communication_rounds,3.0,0.0,3.0,3.0,3.0,3.0,5
fed_robustness,communication_delay@2,FedAvg,convergence_round,3.0,0.0,3.0,3.0,3.0,3.0,5
fed_robustness,communication_delay@2,Proposed,mae,6.133804168701171,0.6677058065036904,5.548534224354251,6.719074113048091,5.406531190872192,7.205840301513672,5
fed_robustness,communication_delay@2,Proposed,rmse,7.749331463388453,0.5521150188420465,7.265381311684931,8.233281615091975,7.17461707985191,8.73996239814666,5
fed_robustness,communication_delay@2,Proposed,mape,52.077970430254936,37.653587510494305,19.07314577233562,85.08279508817425,15.139621868729591,120.14464221894741,5
fed_robustness,communication_delay@2,Proposed,r2,0.19035206632391724,0.06050602859036731,0.13731619387708727,0.24338793877074721,0.30617435623185674,0.13788529683690054,5
fed_robustness,communication_delay@2,Proposed,communication_rounds,3.0,0.0,3.0,3.0,3.0,3.0,5
fed_robustness,communication_delay@2,Proposed,convergence_round,3.0,0.0,3.0,3.0,3.0,3.0,5
fed_robustness,gradient_noise@0.0,FedAvg,mae,6.08798300743103,0.6071060238356845,5.555831114603321,6.62013490025874,5.308116245269775,6.9668297290802,5
fed_robustness,gradient_noise@0.0,FedAvg,rmse,7.721048176855156,0.4693630814943982,7.309633296365859,8.132463057344452,7.237227008226304,8.515714999894765,5
fed_robustness,gradient_noise@0.0,FedAvg,mape,50.43866354227066,33.885180835492804,20.73699297328093,80.14033411126039,14.601234793663025,109.88637782633305,5
fed_robustness,gradient_noise@0.0,FedAvg,r2,0.18665248830127773,0.09233868402112169,0.10571406312702986,0.2675909134755256,0.3163049653157379,0.03961286932765347,5
fed_robustness,gradient_noise@0.0,FedAvg,communication_rounds,3.0,0.0,3.0,3.0,3.0,3.0,5
fed_robustness,gradient_noise@0.0,FedAvg,convergence_round,3.0,0.0,3.0,3.0,3.0,3.0,5
fed_robustness,gradient_noise@0.0,Proposed,mae,6.007138938903808,0.5967444347092512,5.484069379391617,6.530208498416,5.273908090591431,6.912314701080322,5
fed_robustness,gradient_noise@0.0,Proposed,rmse,7.645606940828172,0.4811959797481016,7.2238200677113555,8.067393813944987,7.181516888664859,8.482442659876511,5
fed_robustness,gradient_noise@0.0,Proposed,mape,49.246761277318,32.592366389876815,20.678292533543164,77.81523002109284,14.38147284090519,106.03964261710644,5
fed_robustness,gradient_noise@0.0,Proposed,r2,0.21014651698073,0.0777449704837045,0.14200004572790104,0.27829298823355897,0.3287282991289654,0.09908376304800248,5
fed_robustness,gradient_noise@0.0,Proposed,communication_rounds,3.0,0.0,3.0,3.0,3.0,3.0,5
fed_robustness,gradient_noise@0.0,Proposed,convergence_round,3.0,0.0,3.0,3.0,3.0,3.0,5
fed_robustness,gradient_noise@0.02,FedAvg,mae,6.083675327301025,0.43988243741246624,5.698101370693297,6.469249283908753,5.4078075885772705,6.663813161849975,5
fed_robustness,gradient_noise@0.02,FedAvg,rmse,7.7202906140025975,0.3707229926833706,7.395337583517425,8.045243644487769,7.282254166335368,8.278274897461545,5
