mechanism,missing_rate_target,scenario_tag,parameter_setting,length_mode,chunk_index,day_index,file_name,row_count,target_non_null_count,observed_missing_count,observed_missing_rate,drops_entire_day,drops_all_nodes_at_same_time,uses_row_index_mask,modifies_only_target_col
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,30,30,node_flow_chunk_030.parquet,4034976,4034976,201313,0.049891994400958,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,31,31,node_flow_chunk_031.parquet,4034976,4034976,201664,0.0499789837659505,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,32,32,node_flow_chunk_032.parquet,4034976,4034976,201328,0.0498957118951884,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,33,33,node_flow_chunk_033.parquet,4034976,4034976,201347,0.0499004207212137,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,34,34,node_flow_chunk_034.parquet,4034976,4034976,200732,0.0497480034577653,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,35,35,node_flow_chunk_035.parquet,4034976,4034976,201556,0.0499522178074912,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,36,36,node_flow_chunk_036.parquet,4034976,4034976,201609,0.0499653529537722,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,37,37,node_flow_chunk_037.parquet,4034976,4034976,202455,0.0501750196283695,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,38,38,node_flow_chunk_038.parquet,4034976,4034976,200907,0.0497913742237872,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,39,39,node_flow_chunk_039.parquet,4034976,4034976,201903,0.050038215840689,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,40,40,node_flow_chunk_040.parquet,4034976,4034976,201747,0.0499995539006923,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,41,41,node_flow_chunk_041.parquet,4034976,4034976,201774,0.0500062453903071,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,42,42,node_flow_chunk_042.parquet,4034976,4034976,201305,0.0498900117373684,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,43,43,node_flow_chunk_043.parquet,4034976,4034976,201650,0.0499755141046687,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,44,44,node_flow_chunk_044.parquet,4034976,4034976,201564,0.0499542004710808,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,45,45,node_flow_chunk_045.parquet,4034976,4034976,202263,0.0501274357022197,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,46,46,node_flow_chunk_046.parquet,4034976,4034976,203061,0.0503252063952796,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,47,47,node_flow_chunk_047.parquet,4034976,4034976,200960,0.0498045093700681,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,48,48,node_flow_chunk_048.parquet,4034976,4034976,202539,0.05019583759606,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,49,49,node_flow_chunk_049.parquet,4034976,4034976,201654,0.0499765054364635,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,50,50,node_flow_chunk_050.parquet,4034976,4034976,201708,0.0499898884156931,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,51,51,node_flow_chunk_051.parquet,4034976,4034976,201723,0.0499936059099236,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,52,52,node_flow_chunk_052.parquet,4034976,4034976,201285,0.0498850550783945,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,53,53,node_flow_chunk_053.parquet,4034976,4034976,201806,0.0500141760446654,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,54,54,node_flow_chunk_054.parquet,4034976,4034976,202079,0.0500818344396596,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,55,55,node_flow_chunk_055.parquet,4034976,4034976,201843,0.0500233458637672,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,56,56,node_flow_chunk_056.parquet,4034976,4034976,200828,0.0497717954208401,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,57,57,node_flow_chunk_057.parquet,4034976,4034976,201977,0.0500565554788925,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,58,58,node_flow_chunk_058.parquet,4034976,4034976,201793,0.0500109542163323,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,59,59,node_flow_chunk_059.parquet,4034976,4034976,202653,0.0502240905522114,False,False,True,True
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,60,60,node_flow_chunk_060.parquet,4034976,4034976,201527,0.0499450306519791,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,0,0,node_flow_chunk_000.parquet,4034976,4034976,404164,0.1001651558770114,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,1,1,node_flow_chunk_001.parquet,4034976,4034976,403099,0.0999012137866495,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,2,2,node_flow_chunk_002.parquet,4034976,4034976,403608,0.1000273607575361,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,3,3,node_flow_chunk_003.parquet,4034976,4034976,404620,0.100278167701617,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,4,4,node_flow_chunk_004.parquet,4034976,4034976,403525,0.1000067906227942,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,5,5,node_flow_chunk_005.parquet,4034976,4034976,403011,0.0998794044871642,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,6,6,node_flow_chunk_006.parquet,4034976,4034976,403398,0.0999753158383098,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,7,7,node_flow_chunk_007.parquet,4034976,4034976,404352,0.1002117484713663,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,8,8,node_flow_chunk_008.parquet,4034976,4034976,404492,0.1002464450841839,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,9,9,node_flow_chunk_009.parquet,4034976,4034976,402680,0.0997973717811456,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,10,10,node_flow_chunk_010.parquet,4034976,4034976,403643,0.1000360349107404,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,11,11,node_flow_chunk_011.parquet,4034976,4034976,402731,0.0998100112615291,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,12,12,node_flow_chunk_012.parquet,4034976,4034976,403906,0.1001012149762476,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,13,13,node_flow_chunk_013.parquet,4034976,4034976,403189,0.0999235187520322,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,14,14,node_flow_chunk_014.parquet,4034976,4034976,404079,0.1001440900763722,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,15,15,node_flow_chunk_015.parquet,4034976,4034976,403642,0.1000357870777917,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,16,16,node_flow_chunk_016.parquet,4034976,4034976,403551,0.1000132342794603,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,17,17,node_flow_chunk_017.parquet,4034976,4034976,402305,0.0997044344253844,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,18,18,node_flow_chunk_018.parquet,4034976,4034976,403556,0.1000144734442038,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,19,19,node_flow_chunk_019.parquet,4034976,4034976,403912,0.1001027019739398,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,20,20,node_flow_chunk_020.parquet,4034976,4034976,403698,0.1000496657229188,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,21,21,node_flow_chunk_021.parquet,4034976,4034976,404230,0.1001815128516253,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,22,22,node_flow_chunk_022.parquet,4034976,4034976,403565,0.1000167039407421,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,23,23,node_flow_chunk_023.parquet,4034976,4034976,402617,0.0997817583053777,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,24,24,node_flow_chunk_024.parquet,4034976,4034976,403869,0.1000920451571459,False,False,True,True
node_subset_temporal_outage,0.1,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,25,25,node_flow_chunk_025.parquet,4034976,4034976,403136,0.0999103836057513,False,False,True,True
